2CNTZ,2CNTR,2WN,10WN,10CNTZ,10CNTR
205.0,252.0,15.15,20.85,254.0,218.0
250.0,298.0,19.15,24.14,260.0,161.0
125.0,338.0,23.94,28.36,166.0,236.0
235.0,265.0,24.62,30.75,219.0,192.0
291.0,168.0,29.68,31.84,208.0,224.0
313.0,151.0,31.83,34.15,205.0,226.0
278.0,245.0,34.43,37.08,258.0,154.0
321.0,128.0,34.78,40.38,227.0,236.0
288.0,161.0,37.74,42.78,95.0,279.0
218.0,211.0,40.11,42.84,126.0,247.0
298.0,103.0,44.24,46.62,319.0,102.0
293.0,130.0,46.29,49.9,247.0,194.0
202.0,192.0,53.41,55.14,354.0,56.0
191.0,312.0,55.67,56.53,132.0,192.0
249.0,257.0,58.77,57.89,147.0,250.0
263.0,152.0,60.37,62.48,264.0,197.0
236.0,191.0,62.55,69.66,289.0,149.0
338.0,88.0,70.2,74.11,144.0,202.0
169.0,373.0,75.24,76.63,328.0,118.0
214.0,264.0,77.11,80.87,185.0,203.0
201.0,198.0,79.43,83.71,192.0,245.0
275.0,173.0,86.88,84.72,267.0,142.0
211.0,189.0,93.67,85.85,119.0,231.0
305.0,98.0,99.43,97.05,160.0,383.0
146.0,363.0,108.54,103.08,167.0,340.0
165.0,285.0,109.77,104.63,96.0,336.0
239.0,109.0,115.58,108.47,269.0,113.0
206.0,318.0,121.02,116.12,276.0,168.0
272.0,165.0,122.71,119.68,275.0,176.0
256.0,167.0,124.05,123.31,144.0,269.0
245.0,212.0,128.31,130.85,271.0,250.0
352.0,65.0,133.16,132.36,217.0,121.0
265.0,211.0,138.01,137.76,257.0,130.0
139.0,340.0,140.66,139.57,139.0,220.0
137.0,382.0,149.95,145.73,280.0,114.0
73.0,266.0,153.06,156.82,242.0,98.0
151.0,230.0,158.4,163.76,188.0,241.0
343.0,96.0,164.89,165.21,183.0,160.0
312.0,120.0,167.51,170.2,307.0,84.0
316.0,99.0,170.15,177.98,72.0,280.0
260.0,161.0,174.04,183.9,288.0,102.0
253.0,130.0,180.11,186.88,330.0,67.0
295.0,134.0,191.6,194.45,309.0,100.0
322.0,67.0,208.3,207.92,210.0,104.0
329.0,69.0,212.96,213.47,124.0,334.0
94.0,366.0,216.7,216.06,278.0,127.0
150.0,344.0,220.34,223.17,325.0,84.0
286.0,93.0,225.27,232.84,151.0,301.0
212.0,233.0,227.25,242.07,255.0,78.0
216.0,208.0,230.45,247.12,238.0,255.0
277.0,105.0,242.36,247.51,143.0,370.0
201.0,242.0,256.46,251.08,196.0,204.0
103.0,399.0,260.83,261.95,39.0,289.0
297.0,150.0,261.78,269.51,129.0,296.0
301.0,158.0,262.06,270.94,153.0,324.0
123.0,220.0,273.84,272.55,5.0,383.0
242.0,157.0,279.92,279.23,152.0,314.0
176.0,186.0,287.21,280.17,373.0,22.0
193.0,237.0,291.84,285.16,266.0,154.0
365.0,86.0,299.77,293.5,364.0,44.0
160.0,362.0,301.62,298.07,251.0,135.0
357.0,75.0,308.78,302.6,205.0,180.0
237.0,136.0,309.54,317.67,162.0,177.0
289.0,114.0,316.22,323.52,306.0,146.0
346.0,90.0,325.24,328.18,358.0,62.0
185.0,234.0,329.87,333.21,278.0,205.0
155.0,189.0,331.71,340.2,302.0,183.0
224.0,312.0,347.54,342.13,190.0,196.0
310.0,99.0,352.84,351.45,258.0,183.0
348.0,64.0,355.21,352.0,245.0,144.0
350.0,67.0,361.2,357.71,299.0,166.0
191.0,197.0,363.07,363.59,348.0,91.0
192.0,323.0,369.73,366.71,141.0,159.0
380.0,20.0,375.95,371.64,356.0,75.0
338.0,68.0,385.43,383.92,369.0,33.0
334.0,77.0,387.71,384.98,162.0,291.0
324.0,95.0,406.25,407.28,336.0,63.0
329.0,112.0,415.53,411.71,328.0,67.0
259.0,227.0,418.6,425.39,249.0,239.0
262.0,230.0,421.51,430.3,147.0,189.0
302.0,160.0,433.68,434.51,212.0,227.0
300.0,175.0,438.09,435.64,284.0,152.0
331.0,87.0,447.65,446.37,339.0,82.0
327.0,79.0,455.17,449.96,369.0,47.0
333.0,77.0,462.63,458.97,368.0,45.0
293.0,133.0,470.33,460.69,372.0,30.0
360.0,66.0,475.9,485.39,371.0,32.0
278.0,102.0,490.23,487.13,240.0,242.0
351.0,42.0,496.92,490.95,264.0,100.0
199.0,166.0,514.69,493.27,286.0,167.0
133.0,276.0,515.25,506.59,114.0,121.0
286.0,91.0,530.15,516.51,37.0,375.0
16.0,343.0,532.17,548.65,77.0,370.0
257.0,109.0,533.55,549.76,86.0,95.0
339.0,35.0,557.4,561.16,372.0,23.0
82.0,116.0,566.68,579.63,101.0,362.0
304.0,56.0,568.55,584.51,332.0,109.0
128.0,121.0,574.36,597.3,218.0,51.0
320.0,47.0,587.48,612.53,330.0,213.0
360.0,28.0,605.09,632.53,363.0,80.0
344.0,25.0,609.91,644.22,345.0,140.0
335.0,15.0,649.61,658.28,388.0,8.0
366.0,31.0,650.27,671.02,345.0,190.0
85.0,262.0,715.93,701.94,93.0,94.0
308.0,163.0,719.82,711.94,102.0,179.0
28.0,359.0,723.88,715.86,284.0,266.0
207.0,303.0,728.92,720.06,306.0,228.0
27.0,244.0,729.66,725.58,30.0,357.0
118.0,381.0,732.08,728.43,71.0,368.0
110.0,185.0,733.59,729.93,271.0,106.0
188.0,200.0,740.37,732.25,98.0,324.0
51.0,315.0,749.08,737.37,113.0,316.0
242.0,139.0,754.5,739.73,54.0,368.0
89.0,289.0,757.38,751.06,157.0,292.0
135.0,292.0,758.82,753.0,214.0,175.0
102.0,360.0,762.92,763.11,127.0,346.0
292.0,118.0,765.15,772.79,107.0,256.0
210.0,107.0,775.15,778.21,175.0,359.0
377.0,34.0,794.51,786.78,111.0,208.0
270.0,104.0,796.58,798.91,386.0,13.0
44.0,301.0,801.77,801.24,270.0,172.0
196.0,216.0,803.78,803.46,297.0,215.0
163.0,323.0,808.71,808.22,78.0,294.0
208.0,136.0,820.9,816.06,224.0,157.0
107.0,228.0,828.07,828.63,180.0,211.0
185.0,327.0,830.92,829.51,75.0,348.0
225.0,256.0,841.68,835.04,293.0,65.0
362.0,97.0,841.98,835.42,54.0,321.0
112.0,290.0,842.8,836.22,298.0,71.0
197.0,88.0,848.37,847.15,86.0,314.0
79.0,378.0,857.11,847.26,90.0,334.0
281.0,176.0,868.25,856.31,244.0,119.0
141.0,241.0,876.32,862.71,63.0,344.0
225.0,308.0,883.88,869.58,209.0,137.0
171.0,368.0,884.24,872.52,137.0,261.0
364.0,80.0,886.32,888.56,122.0,310.0
165.0,204.0,887.87,890.47,367.0,25.0
156.0,178.0,894.89,893.17,203.0,254.0
104.0,279.0,897.4,898.04,221.0,285.0
267.0,193.0,912.27,905.95,233.0,258.0
331.0,63.0,913.87,911.72,197.0,306.0
363.0,38.0,913.9,919.14,349.0,49.0
147.0,215.0,932.28,919.74,223.0,246.0
168.0,258.0,934.87,928.83,244.0,170.0
369.0,59.0,940.82,929.42,169.0,209.0
113.0,368.0,943.17,931.08,111.0,282.0
162.0,205.0,945.08,948.92,382.0,7.0
87.0,319.0,945.57,950.93,53.0,295.0
260.0,217.0,955.66,952.22,149.0,185.0
180.0,275.0,964.68,965.15,152.0,158.0
148.0,153.0,967.23,971.1,191.0,169.0
53.0,172.0,978.95,971.44,102.0,374.0
66.0,144.0,979.8,976.88,190.0,155.0
63.0,249.0,988.5,980.39,125.0,395.0
136.0,346.0,990.14,982.25,171.0,352.0
234.0,272.0,991.39,991.85,96.0,339.0
158.0,148.0,995.71,992.39,238.0,200.0
166.0,355.0,1000.82,993.43,229.0,127.0
195.0,335.0,1003.24,1005.92,181.0,319.0
178.0,154.0,1006.58,1007.37,140.0,331.0
323.0,78.0,1007.65,1009.2,234.0,232.0
230.0,248.0,1012.89,1009.91,45.0,304.0
31.0,334.0,1014.5,1010.81,263.0,248.0
80.0,247.0,1016.52,1017.4,25.0,325.0
272.0,201.0,1026.41,1022.6,83.0,252.0
248.0,217.0,1029.14,1024.23,66.0,216.0
171.0,370.0,1029.64,1026.36,336.0,89.0
123.0,243.0,1032.04,1029.77,155.0,146.0
222.0,237.0,1033.57,1030.76,118.0,340.0
252.0,126.0,1039.69,1035.09,70.0,211.0
116.0,225.0,1040.5,1040.6,189.0,278.0
227.0,260.0,1043.4,1041.09,266.0,200.0
160.0,156.0,1045.28,1042.14,260.0,188.0
236.0,84.0,1051.51,1045.32,351.0,40.0
379.0,37.0,1052.86,1045.5,287.0,69.0
47.0,340.0,1054.64,1049.92,207.0,252.0
214.0,263.0,1055.75,1050.39,315.0,135.0
373.0,49.0,1057.24,1052.2,337.0,109.0
179.0,298.0,1063.1,1053.99,248.0,332.0
316.0,61.0,1067.63,1057.02,318.0,120.0
138.0,180.0,1068.88,1069.42,377.0,25.0
346.0,103.0,1078.13,1071.79,63.0,123.0
266.0,143.0,1079.34,1078.32,194.0,198.0
216.0,240.0,1080.74,1085.14,106.0,328.0
102.0,294.0,1089.66,1094.48,64.0,244.0
189.0,317.0,1092.57,1095.05,121.0,234.0
162.0,219.0,1098.28,1097.1,134.0,221.0
132.0,329.0,1102.27,1098.23,145.0,268.0
311.0,48.0,1109.82,1106.07,326.0,230.0
314.0,145.0,1118.12,1117.42,390.0,11.0
311.0,153.0,1118.49,1119.05,387.0,19.0
175.0,282.0,1122.86,1125.74,175.0,215.0
384.0,17.0,1123.95,1127.83,173.0,194.0
219.0,111.0,1138.11,1135.53,283.0,126.0
94.0,305.0,1148.2,1144.03,219.0,303.0
244.0,172.0,1149.85,1155.69,16.0,307.0
142.0,239.0,1156.67,1156.9,60.0,181.0
92.0,184.0,1159.4,1173.29,124.0,133.0
120.0,372.0,1178.63,1178.83,129.0,377.0
115.0,188.0,1183.47,1184.15,261.0,53.0
183.0,321.0,1187.89,1193.46,382.0,16.0
370.0,44.0,1194.11,1198.55,179.0,264.0
80.0,236.0,1197.65,1200.61,186.0,235.0
355.0,82.0,1206.38,1207.18,177.0,229.0
325.0,125.0,1207.19,1207.6,342.0,52.0
137.0,124.0,1210.62,1208.47,158.0,264.0
353.0,76.0,1218.21,1213.37,48.0,319.0
245.0,255.0,1220.42,1228.52,132.0,249.0
186.0,287.0,1222.86,1233.25,196.0,362.0
200.0,116.0,1224.28,1238.57,225.0,159.0
349.0,32.0,1228.97,1240.41,346.0,72.0
18.0,350.0,1233.7,1240.43,212.0,263.0
61.0,371.0,1234.29,1241.51,318.0,268.0
378.0,28.0,1237.09,1246.59,90.0,306.0
246.0,223.0,1241.29,1248.36,236.0,98.0
114.0,141.0,1247.87,1249.32,109.0,300.0
373.0,85.0,1249.24,1250.76,303.0,139.0
158.0,270.0,1252.59,1251.69,295.0,87.0
62.0,229.0,1258.97,1255.55,323.0,110.0
174.0,258.0,1261.09,1257.22,135.0,297.0
228.0,145.0,1261.86,1261.44,295.0,297.0
222.0,147.0,1262.53,1265.18,161.0,128.0
130.0,225.0,1262.96,1266.15,202.0,344.0
182.0,241.0,1263.7,1269.5,213.0,131.0
173.0,277.0,1265.99,1274.08,44.0,260.0
