3WN,3CNTZ,3CNTR,6WN,6CNTZ,6CNTR
23.34,262.0,299.0,25.15,264.0,231.0
24.58,249.0,221.0,28.0,198.0,247.0
26.85,182.0,208.0,31.07,287.0,212.0
31.24,223.0,237.0,32.7,176.0,267.0
35.45,273.0,225.0,34.31,183.0,255.0
39.54,277.0,137.0,36.55,207.0,303.0
44.9,271.0,115.0,39.11,249.0,266.0
46.04,243.0,232.0,41.48,155.0,226.0
47.92,155.0,309.0,42.66,250.0,234.0
52.97,118.0,111.0,48.67,165.0,209.0
54.18,201.0,217.0,50.83,281.0,241.0
54.82,222.0,277.0,53.6,271.0,192.0
56.46,169.0,273.0,57.42,150.0,201.0
60.98,239.0,219.0,60.15,111.0,140.0
64.06,290.0,197.0,65.09,238.0,166.0
65.89,256.0,208.0,66.69,290.0,188.0
70.53,140.0,305.0,75.56,301.0,286.0
76.22,150.0,229.0,77.16,199.0,164.0
77.61,278.0,194.0,85.3,244.0,217.0
80.13,347.0,90.0,88.27,148.0,173.0
84.71,132.0,175.0,93.44,177.0,171.0
85.69,216.0,228.0,96.99,203.0,147.0
94.96,231.0,171.0,100.7,247.0,249.0
99.4,218.0,178.0,108.42,300.0,257.0
110.24,167.0,130.0,113.72,143.0,319.0
116.27,148.0,129.0,114.88,253.0,211.0
118.11,81.0,185.0,121.01,221.0,116.0
121.49,191.0,211.0,122.66,162.0,56.0
123.28,184.0,154.0,124.94,77.0,122.0
125.47,161.0,293.0,126.42,215.0,125.0
128.78,123.0,171.0,129.42,175.0,321.0
130.55,142.0,151.0,134.01,231.0,255.0
135.77,273.0,124.0,137.75,244.0,181.0
137.47,294.0,174.0,143.36,132.0,149.0
147.23,163.0,376.0,148.55,278.0,176.0
148.2,236.0,324.0,150.86,151.0,129.0
158.72,134.0,279.0,153.75,275.0,120.0
161.03,209.0,248.0,154.87,236.0,307.0
172.17,261.0,145.0,161.44,202.0,282.0
177.07,41.0,121.0,166.38,294.0,169.0
186.14,252.0,254.0,181.18,237.0,178.0
187.07,319.0,139.0,182.84,325.0,246.0
193.79,241.0,314.0,191.5,226.0,218.0
200.66,191.0,290.0,194.15,177.0,208.0
206.68,329.0,121.0,204.21,191.0,213.0
227.14,226.0,202.0,212.58,223.0,160.0
229.66,164.0,320.0,222.28,99.0,212.0
234.98,302.0,162.0,226.75,297.0,126.0
239.37,85.0,161.0,232.67,234.0,182.0
246.35,350.0,100.0,239.64,263.0,241.0
250.52,213.0,230.0,240.16,297.0,182.0
252.88,175.0,165.0,248.61,128.0,343.0
258.7,264.0,353.0,254.0,95.0,136.0
263.54,231.0,374.0,262.83,126.0,361.0
266.03,256.0,215.0,266.0,290.0,202.0
268.18,149.0,204.0,267.44,226.0,174.0
278.01,125.0,290.0,278.07,311.0,107.0
279.47,357.0,105.0,282.41,263.0,150.0
281.86,369.0,39.0,289.58,158.0,145.0
282.12,239.0,193.0,296.52,91.0,224.0
298.11,89.0,258.0,300.77,209.0,227.0
300.58,221.0,91.0,303.45,337.0,354.0
301.88,345.0,74.0,308.65,168.0,230.0
316.6,247.0,261.0,309.76,321.0,305.0
320.96,351.0,73.0,313.02,319.0,282.0
328.07,328.0,134.0,323.07,254.0,91.0
335.95,104.0,228.0,335.27,350.0,293.0
340.48,365.0,66.0,345.36,169.0,216.0
343.56,179.0,312.0,354.54,242.0,230.0
345.5,144.0,311.0,357.54,353.0,356.0
353.44,305.0,92.0,367.79,127.0,112.0
354.17,246.0,129.0,375.16,382.0,350.0
355.03,203.0,162.0,381.15,323.0,159.0
374.32,343.0,114.0,382.14,138.0,110.0
382.41,352.0,70.0,386.81,343.0,290.0
386.26,162.0,307.0,388.72,330.0,162.0
401.86,317.0,122.0,394.55,82.0,394.0
407.92,310.0,109.0,410.15,173.0,276.0
413.86,341.0,140.0,414.44,379.0,364.0
427.68,363.0,53.0,419.04,340.0,179.0
438.91,62.0,191.0,424.55,276.0,96.0
439.58,312.0,148.0,426.47,140.0,136.0
443.95,376.0,27.0,446.27,340.0,240.0
449.56,178.0,384.0,454.64,380.0,348.0
450.05,372.0,60.0,469.83,353.0,300.0
475.36,360.0,82.0,477.41,314.0,170.0
479.29,303.0,180.0,482.6,347.0,295.0
483.36,206.0,263.0,491.7,223.0,168.0
491.28,270.0,164.0,493.37,293.0,99.0
498.25,323.0,156.0,498.63,150.0,271.0
507.13,298.0,142.0,507.97,285.0,76.0
510.94,43.0,238.0,511.1,129.0,91.0
