6CNTZ,6CNTR,6WN,7WN,7CNTZ,7CNTR
264.0,231.0,25.15,20.11,281.0,289.0
198.0,247.0,28.0,22.84,321.0,328.0
287.0,212.0,31.07,29.17,93.0,132.0
176.0,267.0,32.7,30.79,157.0,210.0
183.0,255.0,34.31,33.88,166.0,265.0
207.0,303.0,36.55,35.3,215.0,285.0
249.0,266.0,39.11,37.88,286.0,264.0
155.0,226.0,41.48,40.22,296.0,268.0
250.0,234.0,42.66,44.19,191.0,206.0
165.0,209.0,48.67,48.6,223.0,216.0
281.0,241.0,50.83,50.18,234.0,198.0
271.0,192.0,53.6,51.58,260.0,289.0
150.0,201.0,57.42,55.33,186.0,180.0
111.0,140.0,60.15,58.04,177.0,253.0
238.0,166.0,65.09,63.05,135.0,249.0
290.0,188.0,66.69,63.92,186.0,201.0
301.0,286.0,75.56,68.18,291.0,267.0
199.0,164.0,77.16,72.95,310.0,300.0
244.0,217.0,85.3,78.54,281.0,245.0
148.0,173.0,88.27,82.57,86.0,326.0
177.0,171.0,93.44,87.11,272.0,217.0
203.0,147.0,96.99,90.76,130.0,249.0
247.0,249.0,100.7,92.87,163.0,253.0
300.0,257.0,108.42,94.67,183.0,129.0
143.0,319.0,113.72,97.03,209.0,130.0
253.0,211.0,114.88,100.51,165.0,104.0
221.0,116.0,121.01,103.28,170.0,136.0
162.0,56.0,122.66,109.47,314.0,259.0
77.0,122.0,124.94,115.84,301.0,240.0
215.0,125.0,126.42,122.28,174.0,178.0
175.0,321.0,129.42,124.43,104.0,100.0
231.0,255.0,134.01,128.07,198.0,278.0
244.0,181.0,137.75,135.58,217.0,262.0
132.0,149.0,143.36,140.04,106.0,301.0
278.0,176.0,148.55,141.84,136.0,150.0
151.0,129.0,150.86,147.47,156.0,72.0
275.0,120.0,153.75,153.85,259.0,167.0
236.0,307.0,154.87,160.08,99.0,292.0
202.0,282.0,161.44,161.73,158.0,142.0
294.0,169.0,166.38,167.2,195.0,92.0
237.0,178.0,181.18,171.32,285.0,167.0
325.0,246.0,182.84,181.0,255.0,242.0
226.0,218.0,191.5,188.24,336.0,303.0
177.0,208.0,194.15,195.79,314.0,195.0
191.0,213.0,204.21,201.66,266.0,147.0
223.0,160.0,212.58,207.77,90.0,74.0
99.0,212.0,222.28,213.75,319.0,322.0
