7WN,7CNTZ,7CNTR,9WN,9CNTZ,9CNTR
20.11,281.0,289.0,17.16,185.0,272.0
22.84,321.0,328.0,20.23,212.0,249.0
29.17,93.0,132.0,23.07,260.0,223.0
30.79,157.0,210.0,26.32,271.0,229.0
33.88,166.0,265.0,30.23,174.0,302.0
35.3,215.0,285.0,30.67,267.0,292.0
37.88,286.0,264.0,35.06,91.0,236.0
40.22,296.0,268.0,36.82,301.0,266.0
44.19,191.0,206.0,39.2,120.0,192.0
48.6,223.0,216.0,42.26,211.0,320.0
50.18,234.0,198.0,45.87,298.0,263.0
51.58,260.0,289.0,48.4,169.0,293.0
55.33,186.0,180.0,48.97,143.0,225.0
58.04,177.0,253.0,51.06,97.0,188.0
63.05,135.0,249.0,55.06,279.0,238.0
63.92,186.0,201.0,61.22,239.0,202.0
68.18,291.0,267.0,69.45,210.0,206.0
72.95,310.0,300.0,69.62,243.0,212.0
78.54,281.0,245.0,74.42,284.0,235.0
82.57,86.0,326.0,76.18,198.0,121.0
87.11,272.0,217.0,81.36,140.0,177.0
90.76,130.0,249.0,85.49,266.0,245.0
92.87,163.0,253.0,91.05,132.0,344.0
94.67,183.0,129.0,97.1,321.0,233.0
97.03,209.0,130.0,100.14,130.0,97.0
100.51,165.0,104.0,105.62,202.0,271.0
103.28,170.0,136.0,107.91,165.0,266.0
109.47,314.0,259.0,108.5,52.0,165.0
115.84,301.0,240.0,112.17,124.0,119.0
122.28,174.0,178.0,119.01,182.0,309.0
124.43,104.0,100.0,121.45,224.0,238.0
128.07,198.0,278.0,128.08,243.0,175.0
135.58,217.0,262.0,135.5,102.0,156.0
140.04,106.0,301.0,138.2,219.0,220.0
141.84,136.0,150.0,143.43,157.0,250.0
147.47,156.0,72.0,145.25,79.0,144.0
153.85,259.0,167.0,156.61,197.0,172.0
160.08,99.0,292.0,158.51,143.0,126.0
161.73,158.0,142.0,162.91,226.0,81.0
167.2,195.0,92.0,169.63,314.0,185.0
171.32,285.0,167.0,171.74,238.0,70.0
181.0,255.0,242.0,189.91,347.0,293.0
188.24,336.0,303.0,193.27,75.0,57.0
195.79,314.0,195.0,197.48,297.0,179.0
201.66,266.0,147.0,199.16,42.0,130.0
207.77,90.0,74.0,213.96,312.0,163.0
213.75,319.0,322.0,230.75,308.0,207.0
216.72,286.0,306.0,239.99,170.0,336.0
230.62,262.0,177.0,246.59,289.0,257.0
234.92,249.0,151.0,248.19,324.0,306.0
244.33,295.0,290.0,254.17,154.0,201.0
245.38,295.0,268.0,257.65,187.0,217.0
247.05,124.0,292.0,259.03,103.0,360.0
248.31,94.0,149.0,262.98,272.0,225.0
257.56,289.0,282.0,264.77,209.0,273.0
260.52,178.0,325.0,268.67,195.0,164.0
267.81,27.0,334.0,272.23,81.0,384.0
273.79,352.0,349.0,273.36,18.0,141.0
