,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,14.0,377.0,1335.12,17.0,379.0,1335.68
2,2.0,401.0,2994.14,0.0,397.0,2998.37
3,10.0,392.0,2947.06,13.0,390.0,2941.29
4,177.0,57.0,2921.17,172.0,51.0,2926.27
5,16.0,351.0,1289.64,22.0,358.0,1285.64
6,165.0,225.0,33.26,173.0,220.0,38.11
7,3.0,398.0,1365.36,10.0,390.0,1360.88
8,36.0,327.0,845.55,41.0,318.0,851.36
9,11.0,397.0,2911.06,4.0,395.0,2901.36
10,94.0,264.0,87.62,102.0,270.0,80.73
11,4.0,397.0,1440.73,2.0,400.0,1428.95
12,328.0,105.0,1067.52,318.0,98.0,1069.75
13,0.0,379.0,2898.9,12.0,383.0,2899.32
14,353.0,173.0,486.78,342.0,178.0,482.93
15,259.0,134.0,91.03,266.0,134.0,101.89
16,42.0,370.0,1422.14,51.0,378.0,1427.93
17,8.0,400.0,3005.73,6.0,394.0,2993.84
18,265.0,232.0,26.8,276.0,240.0,28.62
19,111.0,126.0,1078.27,110.0,140.0,1080.39
20,50.0,347.0,1420.02,54.0,333.0,1418.69
21,330.0,136.0,591.75,321.0,129.0,582.07
22,85.0,261.0,1220.31,95.0,253.0,1228.08
23,98.0,202.0,1174.07,113.0,202.0,1173.88
24,340.0,319.0,1375.26,340.0,304.0,1373.76
25,215.0,118.0,851.66,228.0,125.0,848.19
26,235.0,301.0,1194.24,246.0,301.0,1183.41
27,235.0,290.0,237.0,221.0,283.0,237.13
28,312.0,159.0,457.47,320.0,150.0,467.75
29,349.0,342.0,2962.73,356.0,353.0,2953.28
30,90.0,85.0,1439.5,98.0,99.0,1440.53
31,238.0,231.0,156.04,238.0,236.0,140.47
32,56.0,309.0,1430.73,48.0,319.0,1420.5
33,351.0,388.0,2986.66,345.0,393.0,3001.5
34,22.0,395.0,2925.16,8.0,392.0,2934.12
35,199.0,155.0,1435.86,215.0,160.0,1438.2
36,371.0,28.0,1350.33,363.0,13.0,1348.9
37,400.0,73.0,2979.87,388.0,66.0,2967.76
38,3.0,376.0,2938.0,10.0,387.0,2952.32
39,299.0,384.0,2905.43,280.0,383.0,2901.53
40,309.0,128.0,184.26,308.0,109.0,179.7
41,156.0,127.0,1041.6,138.0,135.0,1043.29
42,380.0,84.0,2935.39,371.0,67.0,2940.76
43,230.0,278.0,729.16,241.0,293.0,737.6
44,126.0,46.0,1427.79,141.0,60.0,1424.64
45,243.0,190.0,109.85,250.0,208.0,100.8
46,221.0,16.0,2952.12,208.0,19.0,2935.3
47,356.0,171.0,1431.78,347.0,162.0,1449.18
48,16.0,385.0,1433.16,27.0,369.0,1423.48
49,322.0,131.0,130.9,309.0,114.0,126.66
50,24.0,393.0,2925.05,3.0,399.0,2920.72
51,172.0,82.0,1415.45,180.0,71.0,1433.09
52,387.0,4.0,3051.94,381.0,3.0,3030.1
53,269.0,174.0,189.48,287.0,164.0,200.24
54,28.0,329.0,3004.72,32.0,319.0,2983.66
55,228.0,70.0,2917.29,217.0,91.0,2924.2
56,363.0,112.0,1420.27,341.0,122.0,1426.91
57,95.0,347.0,41.34,97.0,329.0,23.75
58,108.0,235.0,960.92,111.0,233.0,986.27
59,295.0,121.0,157.95,279.0,141.0,156.02
60,248.0,292.0,982.67,230.0,299.0,965.05
61,342.0,123.0,466.2,351.0,100.0,457.52
62,193.0,296.0,859.44,171.0,297.0,873.83
63,47.0,2.0,1661.32,43.0,26.0,1672.3
64,170.0,156.0,1422.33,145.0,146.0,1424.27
65,352.0,280.0,1049.54,328.0,272.0,1059.05
66,240.0,247.0,1425.09,256.0,268.0,1431.2
67,319.0,361.0,1320.13,334.0,339.0,1325.3
68,216.0,255.0,2919.39,231.0,266.0,2939.21
69,220.0,296.0,1012.52,216.0,323.0,1014.98
70,204.0,88.0,1142.68,189.0,76.0,1122.94
71,169.0,186.0,123.78,164.0,209.0,138.33
72,152.0,120.0,92.21,140.0,133.0,113.49
73,136.0,319.0,2909.81,153.0,341.0,2908.87
74,383.0,62.0,1423.71,385.0,37.0,1411.36
75,5.0,399.0,1329.33,15.0,381.0,1349.07
76,276.0,167.0,2922.99,298.0,185.0,2918.96
77,382.0,60.0,618.24,377.0,46.0,642.92
78,250.0,217.0,65.5,235.0,241.0,59.65
79,153.0,16.0,2953.1,166.0,33.0,2972.76
80,350.0,381.0,2935.66,322.0,375.0,2940.67
81,53.0,240.0,1358.75,68.0,239.0,1384.39
82,361.0,44.0,1366.87,369.0,17.0,1376.43
83,26.0,390.0,270.94,34.0,364.0,258.84
84,132.0,63.0,2911.3,125.0,91.0,2918.61
85,29.0,390.0,455.8,12.0,384.0,479.83
86,142.0,268.0,993.2,157.0,270.0,1019.25
87,245.0,151.0,1002.58,226.0,174.0,996.4
88,214.0,293.0,1079.4,201.0,295.0,1106.92
89,261.0,324.0,1212.25,244.0,306.0,1230.23
90,273.0,51.0,1443.28,253.0,29.0,1436.0
91,279.0,309.0,1384.23,257.0,307.0,1362.71
92,272.0,242.0,380.37,254.0,257.0,400.98
93,283.0,159.0,41.96,254.0,167.0,33.52
94,124.0,221.0,2954.88,94.0,229.0,2950.61
95,10.0,393.0,1415.31,25.0,365.0,1414.67
96,36.0,380.0,2919.5,4.0,378.0,2916.05
97,123.0,272.0,52.51,108.0,283.0,26.13
98,74.0,227.0,1152.56,91.0,254.0,1158.22
99,150.0,270.0,1152.32,118.0,268.0,1147.51
100,28.0,378.0,2994.38,17.0,362.0,2968.27
101,354.0,380.0,1392.05,335.0,387.0,1417.54
102,211.0,179.0,1433.74,234.0,157.0,1426.83
103,317.0,176.0,299.71,302.0,152.0,315.92
104,165.0,256.0,2941.76,179.0,273.0,2917.57
105,20.0,367.0,801.38,14.0,376.0,770.19
106,269.0,199.0,79.25,299.0,185.0,76.51
107,340.0,245.0,3017.0,340.0,228.0,2988.42
108,258.0,112.0,71.98,265.0,93.0,98.73
109,117.0,207.0,935.97,102.0,177.0,938.52
110,333.0,86.0,687.47,300.0,79.0,689.48
111,325.0,165.0,1335.4,296.0,149.0,1328.48
112,287.0,350.0,2916.11,306.0,336.0,2940.43
113,360.0,171.0,382.56,347.0,182.0,411.94
114,247.0,141.0,453.58,228.0,164.0,469.85
115,153.0,310.0,1419.0,154.0,335.0,1443.83
116,25.0,336.0,731.53,40.0,308.0,747.05
117,88.0,111.0,1434.91,115.0,121.0,1414.27
118,352.0,307.0,2939.53,329.0,324.0,2960.67
119,370.0,75.0,1425.51,350.0,95.0,1447.16
120,346.0,21.0,1733.02,336.0,49.0,1713.12
121,208.0,147.0,54.31,202.0,147.0,89.63
122,310.0,104.0,492.92,308.0,119.0,460.43
123,217.0,338.0,758.66,225.0,330.0,792.8
124,211.0,208.0,61.05,231.0,224.0,86.52
125,280.0,172.0,227.64,258.0,153.0,206.19
126,361.0,101.0,418.76,367.0,74.0,442.47
127,126.0,358.0,1001.96,97.0,348.0,1021.84
128,157.0,317.0,2941.46,171.0,327.0,2909.17
129,285.0,89.0,2919.12,251.0,83.0,2906.95
130,100.0,321.0,1357.18,129.0,327.0,1334.94
131,76.0,128.0,1273.48,92.0,118.0,1306.07
132,209.0,191.0,1108.96,174.0,184.0,1121.41
133,39.0,228.0,748.96,56.0,249.0,722.48
134,298.0,125.0,342.36,331.0,107.0,347.56
135,159.0,56.0,1251.25,177.0,73.0,1280.28
136,96.0,276.0,1444.27,79.0,251.0,1420.75
137,79.0,8.0,2893.77,55.0,35.0,2880.75
138,59.0,266.0,864.68,87.0,241.0,873.18
139,30.0,48.0,2969.63,64.0,58.0,2984.8
140,334.0,117.0,214.72,324.0,81.0,224.37
141,56.0,11.0,1410.92,58.0,44.0,1390.65
142,174.0,193.0,321.72,211.0,187.0,311.56
143,6.0,395.0,1442.65,34.0,368.0,1443.85
144,275.0,210.0,169.81,301.0,204.0,141.46
145,172.0,181.0,1426.16,197.0,210.0,1417.63
146,187.0,157.0,2904.92,186.0,192.0,2923.4
147,296.0,384.0,3035.56,270.0,401.0,3010.99
148,90.0,336.0,1237.27,61.0,325.0,1212.56
149,315.0,87.0,1328.56,289.0,111.0,1346.95
150,84.0,306.0,84.4,74.0,312.0,122.8
151,294.0,131.0,246.95,315.0,128.0,281.23
152,254.0,19.0,3001.26,218.0,34.0,2990.5
153,21.0,68.0,2910.13,49.0,88.0,2931.67
154,185.0,214.0,48.89,145.0,205.0,46.97
155,18.0,330.0,2949.34,32.0,345.0,2913.71
156,325.0,187.0,1449.47,286.0,181.0,1437.74
157,402.0,12.0,2869.33,366.0,1.0,2886.53
158,307.0,184.0,1396.83,331.0,193.0,1364.23
159,187.0,285.0,2964.16,178.0,321.0,2982.82
160,330.0,266.0,1241.33,314.0,304.0,1246.99
161,117.0,26.0,525.6,95.0,62.0,528.02
162,264.0,210.0,1355.14,222.0,219.0,1355.76
163,112.0,190.0,93.78,114.0,212.0,56.93
164,38.0,289.0,1054.53,68.0,264.0,1036.35
165,35.0,229.0,1007.04,77.0,235.0,997.76
166,159.0,93.0,118.3,199.0,108.0,110.45
167,13.0,312.0,2933.46,21.0,344.0,2904.87
168,202.0,286.0,199.41,187.0,245.0,196.78
169,227.0,96.0,1070.35,193.0,124.0,1068.94
170,237.0,204.0,45.99,279.0,194.0,36.44
171,198.0,220.0,1237.09,188.0,215.0,1279.95
172,156.0,195.0,335.97,118.0,198.0,358.8
173,31.0,263.0,1281.37,63.0,291.0,1294.86
174,264.0,133.0,348.05,294.0,160.0,367.79
175,375.0,304.0,3069.31,359.0,314.0,3028.29
176,194.0,236.0,880.79,155.0,255.0,866.98
177,106.0,212.0,937.23,127.0,214.0,977.71
178,338.0,108.0,1233.62,324.0,142.0,1260.83
179,183.0,32.0,2916.95,196.0,56.0,2953.71
180,266.0,169.0,253.2,268.0,137.0,286.18
181,82.0,99.0,1271.72,117.0,116.0,1296.5
182,162.0,129.0,1032.3,119.0,120.0,1047.25
183,63.0,139.0,1259.99,106.0,156.0,1264.04
184,181.0,162.0,462.07,159.0,196.0,484.82
185,134.0,274.0,305.35,138.0,249.0,266.38
186,400.0,69.0,2908.72,372.0,35.0,2923.56
187,270.0,231.0,1073.48,252.0,247.0,1033.58
188,180.0,11.0,2992.2,176.0,50.0,2966.78
189,249.0,145.0,61.58,296.0,147.0,67.88
190,189.0,324.0,1023.42,224.0,296.0,1042.73
191,59.0,263.0,108.69,90.0,294.0,131.06
192,173.0,107.0,475.41,148.0,104.0,517.78
193,299.0,334.0,820.77,282.0,290.0,806.14
194,398.0,75.0,834.6,362.0,52.0,807.89
195,161.0,241.0,1420.91,206.0,218.0,1423.28
196,313.0,252.0,443.14,305.0,301.0,453.2
197,307.0,36.0,556.05,357.0,43.0,551.67
198,195.0,322.0,1311.05,212.0,370.0,1310.98
199,253.0,258.0,1178.98,208.0,252.0,1202.12
200,219.0,115.0,2978.78,184.0,78.0,2975.78
201,321.0,250.0,2965.42,302.0,224.0,2925.24
202,213.0,142.0,337.95,239.0,176.0,309.15
203,130.0,18.0,2958.97,110.0,62.0,2978.26
204,66.0,81.0,764.55,67.0,85.0,712.33
205,128.0,297.0,873.31,101.0,285.0,830.01
206,268.0,298.0,2949.59,241.0,343.0,2945.65
207,290.0,99.0,1070.81,318.0,57.0,1055.73
208,123.0,139.0,954.29,137.0,179.0,988.56
209,254.0,200.0,1287.78,201.0,213.0,1289.26
210,67.0,341.0,1420.65,19.0,356.0,1442.14
211,319.0,38.0,1246.14,358.0,7.0,1268.73
212,193.0,308.0,951.82,213.0,257.0,949.73
213,355.0,213.0,649.81,362.0,158.0,654.28
214,43.0,14.0,2979.28,43.0,63.0,3005.73
215,334.0,58.0,907.09,374.0,21.0,895.6
216,358.0,39.0,1346.61,375.0,5.0,1304.75
217,106.0,225.0,1362.98,81.0,220.0,1413.48
218,68.0,204.0,1093.24,71.0,260.0,1103.52
219,292.0,53.0,1441.9,293.0,21.0,1394.45
220,41.0,102.0,1415.82,80.0,60.0,1409.99
221,242.0,276.0,121.84,285.0,243.0,142.37
222,345.0,73.0,1255.34,391.0,40.0,1242.84
223,347.0,226.0,355.02,315.0,181.0,337.19
224,148.0,280.0,1313.19,144.0,223.0,1292.74
225,146.0,81.0,1437.87,181.0,31.0,1440.71
226,314.0,95.0,2919.01,287.0,40.0,2920.06
227,219.0,282.0,82.23,270.0,296.0,50.7
228,274.0,320.0,1245.36,237.0,273.0,1261.83
229,288.0,219.0,768.1,259.0,274.0,763.17
230,61.0,113.0,1262.32,88.0,145.0,1309.07
231,304.0,254.0,896.51,243.0,266.0,908.4
232,386.0,371.0,1391.27,332.0,348.0,1366.67
233,251.0,150.0,112.17,274.0,92.0,128.58
234,77.0,248.0,1219.82,71.0,288.0,1169.16
235,71.0,284.0,1358.87,73.0,276.0,1294.47
236,393.0,79.0,1379.66,388.0,15.0,1390.11
237,291.0,124.0,895.54,310.0,127.0,957.9
238,259.0,49.0,2982.12,204.0,69.0,2952.6
239,171.0,158.0,1031.7,177.0,221.0,1014.35
240,183.0,238.0,2910.04,121.0,217.0,2916.18
241,315.0,71.0,813.97,352.0,27.0,847.0
242,273.0,332.0,1269.07,339.0,339.0,1273.36
243,345.0,108.0,405.35,292.0,96.0,366.51
244,25.0,287.0,1048.24,37.0,352.0,1059.58
245,144.0,21.0,1307.12,130.0,68.0,1353.05
246,397.0,103.0,1404.24,345.0,105.0,1447.31
247,223.0,313.0,725.72,258.0,368.0,707.57
248,245.0,47.0,230.04,305.0,74.0,214.17
249,248.0,178.0,1277.9,184.0,172.0,1256.47
250,181.0,90.0,968.15,248.0,86.0,958.75
251,108.0,351.0,1097.25,87.0,315.0,1151.53
252,142.0,317.0,1272.92,142.0,251.0,1253.66
253,93.0,354.0,1261.53,47.0,337.0,1212.85
254,164.0,339.0,1038.93,186.0,278.0,1063.86
255,370.0,77.0,1371.74,392.0,15.0,1394.35
256,139.0,288.0,468.96,200.0,291.0,433.87
257,155.0,167.0,67.77,162.0,234.0,88.51
258,206.0,61.0,1362.41,262.0,104.0,1357.36
259,240.0,165.0,149.12,204.0,176.0,209.28
260,227.0,103.0,1238.29,273.0,80.0,1188.23
261,119.0,31.0,738.08,123.0,103.0,741.11
262,328.0,251.0,446.83,355.0,205.0,498.45
263,45.0,146.0,1024.83,104.0,191.0,1029.92
264,51.0,2.0,3015.07,45.0,76.0,3027.29
265,256.0,197.0,1253.11,191.0,169.0,1226.93
266,14.0,314.0,2966.79,62.0,277.0,3012.92
267,115.0,333.0,959.65,74.0,344.0,1023.69
268,336.0,62.0,696.02,387.0,8.0,675.4
269,212.0,40.0,1357.95,283.0,71.0,1364.79
270,205.0,164.0,1111.27,159.0,214.0,1072.99
271,288.0,77.0,2994.93,294.0,2.0,3015.96
272,200.0,186.0,35.73,149.0,245.0,41.82
273,129.0,360.0,800.47,76.0,310.0,830.15
274,80.0,359.0,2914.63,6.0,385.0,2908.38
