4WN,4CNTZ,4CNTR,5WN,5CNTZ,5CNTR
20.57,250.0,128.0,24.82,225.0,206.0
23.35,228.0,289.0,26.8,265.0,232.0
24.81,223.0,178.0,33.26,165.0,225.0
29.16,329.0,267.0,35.73,200.0,186.0
31.97,209.0,279.0,41.34,95.0,347.0
33.23,330.0,230.0,41.96,283.0,159.0
35.07,171.0,275.0,45.99,237.0,204.0
39.68,159.0,209.0,47.52,207.0,116.0
42.95,245.0,166.0,48.89,185.0,214.0
44.25,165.0,195.0,52.51,123.0,272.0
46.01,276.0,255.0,54.31,208.0,147.0
51.98,187.0,109.0,57.79,130.0,121.0
54.59,238.0,227.0,61.05,211.0,208.0
55.23,256.0,187.0,61.58,249.0,145.0
58.99,130.0,145.0,65.5,250.0,217.0
63.56,164.0,223.0,67.77,155.0,167.0
73.02,42.0,387.0,71.98,258.0,112.0
78.98,221.0,213.0,79.25,269.0,199.0
81.01,354.0,274.0,82.23,219.0,282.0
84.06,241.0,127.0,84.4,84.0,306.0
91.85,84.0,91.0,87.62,94.0,264.0
94.82,233.0,122.0,91.03,259.0,134.0
100.19,217.0,273.0,92.21,152.0,120.0
104.34,116.0,322.0,93.78,112.0,190.0
107.44,186.0,153.0,101.33,237.0,177.0
110.7,195.0,244.0,108.69,59.0,263.0
113.49,249.0,239.0,109.85,243.0,190.0
117.38,160.0,231.0,112.17,251.0,150.0
118.18,168.0,249.0,118.3,159.0,93.0
123.67,129.0,112.0,121.84,242.0,276.0
126.48,109.0,52.0,123.78,169.0,186.0
129.58,308.0,290.0,130.9,322.0,131.0
132.8,293.0,202.0,134.43,147.0,326.0
135.75,142.0,301.0,138.35,37.0,372.0
138.96,308.0,162.0,149.12,240.0,165.0
142.83,195.0,53.0,156.04,238.0,231.0
149.71,33.0,389.0,157.95,295.0,121.0
157.36,260.0,102.0,167.15,302.0,153.0
163.32,301.0,218.0,169.66,199.0,331.0
168.34,235.0,125.0,169.81,275.0,210.0
172.35,128.0,329.0,179.66,94.0,42.0
176.81,332.0,291.0,184.26,309.0,128.0
182.36,290.0,183.0,189.48,269.0,174.0
185.83,272.0,165.0,193.14,18.0,371.0
188.57,211.0,176.0,199.41,202.0,286.0
200.01,287.0,163.0,208.28,73.0,43.0
207.45,122.0,50.0,214.72,334.0,117.0
220.93,124.0,269.0,227.64,280.0,172.0
226.08,317.0,99.0,230.04,245.0,47.0
233.15,251.0,96.0,237.0,235.0,290.0
239.3,266.0,115.0,246.95,294.0,131.0
250.12,280.0,213.0,253.2,266.0,169.0
253.47,95.0,365.0,254.3,242.0,246.0
257.55,72.0,72.0,261.88,232.0,33.0
260.9,344.0,277.0,270.94,26.0,390.0
264.95,11.0,397.0,274.35,52.0,201.0
268.01,116.0,55.0,275.51,63.0,199.0
276.89,264.0,200.0,278.66,166.0,65.0
286.22,254.0,124.0,280.93,323.0,239.0
295.24,362.0,326.0,288.52,337.0,315.0
304.3,238.0,239.0,292.54,231.0,267.0
308.28,301.0,253.0,299.71,317.0,176.0
310.98,312.0,251.0,300.91,191.0,250.0
316.72,216.0,246.0,305.35,134.0,274.0
332.59,347.0,287.0,321.72,174.0,193.0
333.82,277.0,177.0,326.89,230.0,44.0
338.25,132.0,321.0,335.97,156.0,195.0
347.96,258.0,147.0,337.95,213.0,142.0
352.03,324.0,221.0,342.36,298.0,125.0
356.31,232.0,235.0,348.05,264.0,133.0
356.85,356.0,303.0,350.17,191.0,238.0
366.51,226.0,265.0,352.27,160.0,170.0
373.99,380.0,317.0,355.02,347.0,226.0
387.07,370.0,316.0,362.5,357.0,274.0
392.65,191.0,103.0,380.37,272.0,242.0
398.27,208.0,188.0,382.56,360.0,171.0
402.31,90.0,67.0,405.35,345.0,108.0
406.02,103.0,362.0,412.97,255.0,45.0
413.75,306.0,230.0,418.76,361.0,101.0
416.17,360.0,302.0,443.14,313.0,252.0
428.36,268.0,160.0,446.83,328.0,251.0
432.7,321.0,216.0,453.58,247.0,141.0
446.03,302.0,173.0,455.8,29.0,390.0
455.92,358.0,294.0,457.47,312.0,159.0
459.59,320.0,253.0,462.07,181.0,162.0
466.68,261.0,126.0,466.2,342.0,123.0
475.67,347.0,313.0,468.96,139.0,288.0
485.01,314.0,261.0,475.41,173.0,107.0
491.79,284.0,185.0,486.78,353.0,173.0
500.19,184.0,83.0,492.92,310.0,104.0
507.08,149.0,343.0,520.39,281.0,260.0
524.5,295.0,226.0,525.6,117.0,26.0
552.83,261.0,232.0,541.5,284.0,282.0
557.0,225.0,82.0,555.07,121.0,19.0
557.97,310.0,216.0,556.05,307.0,36.0
566.52,204.0,58.0,576.15,61.0,5.0
567.66,306.0,36.0,591.75,330.0,136.0
570.37,155.0,236.0,600.6,290.0,160.0
581.71,304.0,62.0,605.04,320.0,215.0
601.06,359.0,287.0,618.24,382.0,60.0
611.34,346.0,146.0,628.83,363.0,93.0
651.61,382.0,350.0,649.81,355.0,213.0
656.26,314.0,12.0,660.16,396.0,212.0
699.89,328.0,223.0,687.47,333.0,86.0
723.46,173.0,115.0,696.02,336.0,62.0
726.75,64.0,74.0,717.45,48.0,22.0
727.44,180.0,126.0,721.88,132.0,24.0
727.96,43.0,342.0,725.72,223.0,313.0
733.75,53.0,77.0,729.16,230.0,278.0
735.97,40.0,354.0,730.93,104.0,363.0
741.05,256.0,138.0,731.53,25.0,336.0
745.52,181.0,188.0,736.48,175.0,354.0
746.96,87.0,220.0,738.08,119.0,31.0
753.7,68.0,340.0,748.96,39.0,228.0
754.56,197.0,142.0,754.48,204.0,344.0
761.54,93.0,31.0,758.66,217.0,338.0
765.82,316.0,141.0,764.55,66.0,81.0
783.77,138.0,58.0,768.1,288.0,219.0
783.81,118.0,44.0,772.83,45.0,52.0
795.0,366.0,323.0,800.47,129.0,360.0
796.46,279.0,204.0,801.38,20.0,367.0
804.28,86.0,356.0,801.89,390.0,258.0
812.26,248.0,258.0,809.92,144.0,30.0
826.48,200.0,271.0,813.97,315.0,71.0
834.69,217.0,234.0,820.77,299.0,334.0
841.88,373.0,368.0,825.46,58.0,64.0
843.6,211.0,156.0,834.6,398.0,75.0
844.39,75.0,343.0,845.55,36.0,327.0
853.4,236.0,105.0,851.66,215.0,118.0
861.67,166.0,69.0,854.5,138.0,360.0
864.03,172.0,172.0,859.44,193.0,296.0
867.31,83.0,346.0,864.68,59.0,266.0
872.28,136.0,76.0,873.31,128.0,297.0
881.46,148.0,82.0,876.54,115.0,109.0
884.73,376.0,354.0,880.79,194.0,236.0
889.66,138.0,298.0,886.23,379.0,195.0
892.51,109.0,75.0,888.8,140.0,34.0
899.67,219.0,175.0,895.54,291.0,124.0
906.78,179.0,294.0,896.51,304.0,254.0
912.64,288.0,241.0,907.09,334.0,58.0
914.03,352.0,333.0,915.29,376.0,183.0
917.32,167.0,310.0,921.72,146.0,348.0
932.18,77.0,344.0,927.98,47.0,153.0
936.76,141.0,49.0,935.97,117.0,207.0
941.09,369.0,348.0,937.23,106.0,212.0
945.42,141.0,72.0,949.48,388.0,85.0
946.31,192.0,129.0,951.82,193.0,308.0
957.79,188.0,225.0,954.29,123.0,139.0
960.32,264.0,181.0,959.65,115.0,333.0
972.82,190.0,96.0,960.92,108.0,235.0
981.63,111.0,259.0,964.37,103.0,96.0
982.55,144.0,89.0,968.15,181.0,90.0
986.71,152.0,190.0,972.7,225.0,341.0
987.78,148.0,179.0,979.16,197.0,369.0
994.6,47.0,370.0,982.67,248.0,292.0
997.58,93.0,140.0,983.37,69.0,8.0
998.02,81.0,291.0,992.82,88.0,114.0
1001.64,163.0,186.0,993.2,142.0,268.0
1002.07,191.0,173.0,1001.96,126.0,358.0
1006.78,262.0,159.0,1002.58,245.0,151.0
1013.28,177.0,66.0,1007.04,35.0,229.0
1015.97,146.0,199.0,1012.52,220.0,296.0
1018.4,130.0,36.0,1015.62,150.0,23.0
1019.07,310.0,110.0,1021.6,185.0,340.0
1021.7,161.0,53.0,1023.42,189.0,324.0
1024.12,304.0,152.0,1024.83,45.0,146.0
1029.93,50.0,380.0,1031.7,171.0,158.0
1031.02,274.0,241.0,1032.3,162.0,129.0
1035.6,247.0,158.0,1033.66,189.0,352.0
1039.56,208.0,105.0,1038.93,164.0,339.0
1040.35,157.0,79.0,1040.96,317.0,149.0
1042.49,218.0,276.0,1041.6,156.0,127.0
1045.57,235.0,150.0,1044.47,335.0,135.0
1048.79,61.0,336.0,1048.24,25.0,287.0
1049.43,101.0,24.0,1049.54,352.0,280.0
1051.2,377.0,340.0,1049.92,343.0,303.0
1052.28,134.0,304.0,1052.27,113.0,51.0
1056.24,372.0,338.0,1054.53,38.0,289.0
1058.71,170.0,70.0,1067.52,328.0,105.0
1065.26,101.0,319.0,1070.35,227.0,96.0
1067.13,328.0,119.0,1070.81,290.0,99.0
1077.68,285.0,159.0,1073.48,270.0,231.0
1078.6,348.0,301.0,1078.27,111.0,126.0
1081.97,281.0,214.0,1079.4,214.0,293.0
1097.07,176.0,197.0,1093.24,68.0,204.0
1098.84,89.0,318.0,1097.25,108.0,351.0
1100.42,113.0,194.0,1101.38,71.0,97.0
1103.02,202.0,134.0,1108.96,209.0,191.0
1106.11,276.0,137.0,1111.27,205.0,164.0
1115.19,154.0,248.0,1116.59,119.0,67.0
1118.35,375.0,356.0,1117.53,381.0,325.0
1123.74,365.0,306.0,1122.76,366.0,205.0
1123.9,214.0,91.0,1132.34,305.0,223.0
1136.21,285.0,102.0,1142.68,204.0,88.0
1145.47,281.0,108.0,1152.32,150.0,270.0
1151.24,91.0,30.0,1152.56,74.0,227.0
1153.46,69.0,336.0,1170.92,76.0,149.0
1174.41,111.0,314.0,1173.8,112.0,179.0
1189.73,178.0,207.0,1174.07,98.0,202.0
1190.99,97.0,315.0,1178.98,253.0,258.0
1193.8,370.0,324.0,1192.56,342.0,197.0
1194.89,103.0,94.0,1194.24,235.0,301.0
1196.41,146.0,170.0,1196.71,74.0,69.0
1205.84,318.0,220.0,1205.92,392.0,300.0
1206.84,358.0,308.0,1212.25,261.0,324.0
1214.72,356.0,293.0,1219.82,77.0,248.0
1220.29,198.0,201.0,1220.31,85.0,261.0
1221.05,167.0,211.0,1230.17,178.0,344.0
1224.07,145.0,51.0,1233.62,338.0,108.0
1225.67,78.0,329.0,1237.09,198.0,220.0
1228.6,334.0,183.0,1237.27,90.0,336.0
1232.88,105.0,46.0,1238.29,227.0,103.0
1234.37,53.0,358.0,1239.22,263.0,219.0
1237.09,387.0,325.0,1241.33,330.0,266.0
1241.15,225.0,135.0,1245.36,274.0,320.0
1247.87,227.0,80.0,1246.14,319.0,38.0
1248.9,375.0,369.0,1251.25,159.0,56.0
1250.96,104.0,264.0,1253.11,256.0,197.0
1254.33,133.0,87.0,1255.34,345.0,73.0
1256.22,63.0,331.0,1256.33,167.0,36.0
1258.42,134.0,67.0,1259.99,63.0,139.0
1262.89,323.0,114.0,1261.53,93.0,354.0
1264.12,255.0,131.0,1262.32,61.0,113.0
1265.35,258.0,135.0,1269.07,273.0,332.0
1268.1,240.0,136.0,1271.72,82.0,99.0
1270.43,52.0,314.0,1272.92,142.0,317.0
1271.77,60.0,85.0,1273.48,76.0,128.0
1282.79,47.0,10.0,1277.9,248.0,178.0
1283.25,41.0,328.0,1279.92,332.0,58.0
1285.08,184.0,180.0,1281.37,31.0,263.0
1285.93,100.0,224.0,1282.04,109.0,345.0
1286.57,79.0,285.0,1282.67,203.0,30.0
1286.93,74.0,201.0,1287.78,254.0,200.0
1286.96,229.0,79.0,1289.64,16.0,351.0
1289.32,65.0,363.0,1290.76,121.0,365.0
1289.36,362.0,352.0,1294.84,365.0,92.0
1289.54,206.0,282.0,1295.04,136.0,311.0
1293.61,213.0,56.0,1299.31,102.0,28.0
1297.35,97.0,22.0,1303.44,65.0,55.0
1298.13,157.0,144.0,1305.13,282.0,224.0
