,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,398.0,349.0,2964.27,398.0,383.0,2963.82
2,59.0,274.0,1418.5,58.0,148.0,1418.76
3,397.0,377.0,1393.07,397.0,367.0,1394.16
4,385.0,389.0,1409.35,386.0,361.0,1409.87
5,147.0,171.0,988.41,148.0,179.0,987.78
6,76.0,279.0,1422.93,77.0,190.0,1422.19
7,151.0,257.0,1416.04,151.0,43.0,1417.71
8,22.0,251.0,2932.42,22.0,9.0,2934.16
9,27.0,312.0,2912.2,29.0,31.0,2912.62
10,294.0,59.0,1309.47,293.0,217.0,1307.68
11,238.0,171.0,52.4,238.0,227.0,54.59
12,29.0,157.0,2940.18,27.0,360.0,2941.28
13,168.0,301.0,115.89,168.0,249.0,118.18
14,57.0,235.0,1444.08,57.0,348.0,1446.46
15,396.0,379.0,1471.79,396.0,310.0,1474.45
16,21.0,375.0,2910.29,19.0,378.0,2908.53
17,200.0,247.0,1420.46,200.0,156.0,1423.33
18,216.0,227.0,97.12,217.0,273.0,100.19
19,134.0,201.0,869.69,136.0,76.0,872.28
20,29.0,78.0,2929.41,26.0,380.0,2928.06
21,369.0,352.0,796.46,366.0,323.0,795.0
22,296.0,360.0,2940.51,298.0,7.0,2943.28
23,325.0,41.0,701.73,328.0,223.0,699.89
24,222.0,127.0,2903.3,224.0,263.0,2900.35
25,322.0,310.0,429.26,321.0,216.0,432.7
26,6.0,103.0,2901.98,6.0,396.0,2898.35
27,70.0,46.0,2929.82,72.0,297.0,2926.69
28,149.0,120.0,988.99,152.0,190.0,986.71
29,391.0,376.0,1455.66,395.0,333.0,1455.99
30,63.0,287.0,1274.53,60.0,85.0,1271.77
31,186.0,343.0,1429.35,188.0,98.0,1425.67
32,298.0,112.0,166.26,301.0,218.0,163.32
33,338.0,3.0,1741.78,342.0,46.0,1743.09
34,394.0,358.0,1385.06,391.0,298.0,1382.01
35,15.0,192.0,2910.12,18.0,376.0,2906.92
36,190.0,164.0,950.27,192.0,129.0,946.31
37,19.0,84.0,2940.79,20.0,391.0,2936.46
38,155.0,236.0,41.89,159.0,209.0,39.68
39,24.0,291.0,2969.85,24.0,385.0,2965.02
40,50.0,371.0,2919.49,54.0,266.0,2916.72
41,307.0,149.0,1028.1,304.0,152.0,1024.12
42,37.0,329.0,1434.76,32.0,75.0,1434.38
43,3.0,124.0,2916.91,3.0,399.0,2921.95
44,225.0,89.0,1252.56,227.0,80.0,1247.87
45,71.0,60.0,1416.11,66.0,334.0,1414.67
46,13.0,28.0,2944.94,9.0,393.0,2948.35
47,219.0,307.0,1122.06,214.0,91.0,1123.9
48,39.0,56.0,1439.22,38.0,167.0,1444.5
49,141.0,240.0,950.84,141.0,72.0,945.42
50,180.0,240.0,1093.26,176.0,197.0,1097.07
51,89.0,99.0,993.68,93.0,140.0,997.58
52,8.0,216.0,2935.52,13.0,5.0,2938.43
53,62.0,118.0,1284.36,65.0,363.0,1289.32
54,389.0,393.0,2972.42,383.0,372.0,2971.7
55,168.0,335.0,1425.3,174.0,107.0,1424.34
56,282.0,43.0,2919.37,287.0,296.0,2915.87
57,117.0,104.0,1175.55,111.0,314.0,1174.41
58,80.0,303.0,805.42,86.0,356.0,804.28
59,244.0,124.0,21.85,250.0,128.0,20.57
60,186.0,137.0,749.12,181.0,188.0,745.52
61,277.0,133.0,189.46,272.0,165.0,185.83
62,394.0,400.0,3065.96,400.0,374.0,3064.25
63,48.0,276.0,1415.51,46.0,260.0,1421.46
64,49.0,25.0,2934.15,49.0,16.0,2940.45
65,229.0,79.0,1293.32,229.0,79.0,1286.96
66,42.0,253.0,1349.25,38.0,19.0,1354.24
67,262.0,213.0,2911.46,266.0,257.0,2906.37
68,96.0,244.0,1155.53,91.0,30.0,1151.24
69,378.0,364.0,837.36,373.0,368.0,841.88
70,196.0,247.0,969.71,190.0,96.0,972.82
71,12.0,352.0,2994.44,5.0,99.0,2994.42
72,201.0,122.0,1300.37,207.0,109.0,1303.99
73,354.0,97.0,461.83,358.0,294.0,455.92
74,301.0,222.0,2994.83,300.0,1.0,3001.94
75,93.0,339.0,1197.01,97.0,315.0,1190.99
76,17.0,313.0,1359.46,10.0,391.0,1357.37
77,373.0,357.0,380.19,370.0,316.0,387.07
78,13.0,87.0,2907.56,14.0,386.0,2900.11
79,247.0,359.0,2959.75,249.0,154.0,2967.04
80,66.0,68.0,1426.47,67.0,275.0,1434.15
81,265.0,190.0,2953.09,270.0,210.0,2946.94
82,167.0,285.0,1432.22,175.0,64.0,1432.44
83,393.0,383.0,1447.89,385.0,346.0,1449.07
84,252.0,295.0,2904.72,244.0,55.0,2905.98
85,98.0,256.0,1422.03,90.0,238.0,1420.35
86,101.0,139.0,1442.23,107.0,20.0,1436.54
87,134.0,175.0,133.52,142.0,301.0,135.75
88,84.0,17.0,1411.49,76.0,283.0,1413.78
89,157.0,250.0,995.8,163.0,186.0,1001.64
90,121.0,32.0,1313.35,113.0,259.0,1315.95
91,382.0,374.0,1426.68,389.0,357.0,1421.91
92,279.0,188.0,1037.94,274.0,241.0,1031.02
93,153.0,50.0,1032.79,157.0,79.0,1040.35
94,101.0,332.0,259.82,95.0,365.0,253.47
95,18.0,340.0,1445.78,17.0,392.0,1437.09
96,375.0,380.0,2947.17,382.0,312.0,2941.65
97,46.0,303.0,742.69,40.0,354.0,735.97
98,359.0,7.0,2913.74,366.0,382.0,2908.06
99,98.0,289.0,1417.52,107.0,95.0,1416.9
100,264.0,187.0,50.69,256.0,187.0,55.23
101,378.0,362.0,1235.03,387.0,325.0,1237.09
102,283.0,230.0,39.87,276.0,255.0,46.01
103,267.0,217.0,267.94,264.0,200.0,276.89
104,320.0,76.0,1253.87,323.0,114.0,1262.89
105,53.0,399.0,2922.01,50.0,373.0,2912.93
106,176.0,86.0,2914.03,178.0,153.0,2923.4
107,54.0,114.0,1259.99,63.0,331.0,1256.22
108,231.0,267.0,84.69,241.0,127.0,84.06
109,292.0,21.0,2975.2,283.0,171.0,2970.73
110,336.0,40.0,1368.32,326.0,162.0,1366.99
111,130.0,36.0,1061.73,134.0,304.0,1052.28
112,362.0,333.0,916.44,352.0,333.0,914.03
113,345.0,38.0,1068.72,348.0,301.0,1078.6
114,127.0,314.0,347.3,132.0,321.0,338.25
115,215.0,282.0,824.43,217.0,234.0,834.69
116,191.0,65.0,1228.24,198.0,201.0,1220.29
117,261.0,293.0,1334.24,269.0,205.0,1327.23
118,150.0,219.0,871.0,148.0,82.0,881.46
119,57.0,270.0,1286.5,47.0,10.0,1282.79
120,159.0,75.0,910.24,167.0,310.0,917.32
121,310.0,149.0,403.77,306.0,230.0,413.75
122,368.0,346.0,892.06,376.0,354.0,884.73
123,251.0,48.0,1253.95,255.0,131.0,1264.12
124,288.0,66.0,210.9,287.0,163.0,200.01
125,163.0,83.0,1108.97,154.0,248.0,1115.19
126,143.0,258.0,1249.86,133.0,87.0,1254.33
127,371.0,389.0,1108.11,375.0,356.0,1118.35
128,20.0,345.0,1363.13,9.0,395.0,1363.71
129,77.0,346.0,2972.88,82.0,244.0,2982.72
130,380.0,391.0,1435.05,391.0,352.0,1433.93
131,234.0,130.0,1360.19,244.0,40.0,1355.04
132,38.0,347.0,2916.41,30.0,197.0,2924.53
133,335.0,297.0,348.97,324.0,221.0,352.03
134,219.0,154.0,2973.77,230.0,63.0,2970.5
135,111.0,268.0,993.15,111.0,259.0,981.63
136,237.0,100.0,1279.23,240.0,136.0,1268.1
137,355.0,91.0,2905.47,351.0,204.0,2894.61
138,182.0,197.0,118.58,186.0,153.0,107.44
139,280.0,327.0,428.18,268.0,160.0,428.36
140,334.0,12.0,610.24,346.0,146.0,611.34
141,115.0,370.0,2959.02,121.0,26.0,2969.48
142,56.0,284.0,755.26,68.0,340.0,753.7
143,340.0,29.0,1218.07,334.0,183.0,1228.6
144,26.0,206.0,1297.63,35.0,377.0,1305.76
145,124.0,391.0,2915.05,136.0,284.0,2912.86
146,128.0,140.0,270.21,116.0,55.0,268.01
147,360.0,333.0,1333.09,350.0,252.0,1340.09
148,10.0,15.0,1339.27,20.0,389.0,1346.35
149,321.0,178.0,563.72,310.0,216.0,557.97
150,225.0,242.0,308.09,216.0,246.0,316.72
151,128.0,289.0,1030.78,130.0,36.0,1018.4
152,221.0,204.0,180.99,211.0,176.0,188.57
153,133.0,330.0,2974.41,124.0,28.0,2983.44
