,0
25.15,264.0
28.0,198.0
31.07,287.0
32.7,176.0
34.31,183.0
36.55,207.0
39.11,249.0
41.48,155.0
42.66,250.0
48.67,165.0
50.83,281.0
53.6,271.0
57.42,150.0
60.15,111.0
65.09,238.0
66.69,290.0
75.56,301.0
77.16,199.0
85.3,244.0
88.27,148.0
93.44,177.0
96.99,203.0
100.7,247.0
108.42,300.0
113.72,143.0
114.88,253.0
121.01,221.0
122.66,162.0
124.94,77.0
126.42,215.0
129.42,175.0
134.01,231.0
137.75,244.0
143.36,132.0
148.55,278.0
150.86,151.0
153.75,275.0
154.87,236.0
161.44,202.0
166.38,294.0
181.18,237.0
182.84,325.0
191.5,226.0
194.15,177.0
204.21,191.0
212.58,223.0
222.28,99.0
226.75,297.0
232.67,234.0
239.64,263.0
240.16,297.0
248.61,128.0
254.0,95.0
262.83,126.0
266.0,290.0
267.44,226.0
278.07,311.0
282.41,263.0
289.58,158.0
296.52,91.0
300.77,209.0
303.45,337.0
308.65,168.0
309.76,321.0
313.02,319.0
323.07,254.0
335.27,350.0
345.36,169.0
354.54,242.0
357.54,353.0
367.79,127.0
375.16,382.0
381.15,323.0
382.14,138.0
386.81,343.0
388.72,330.0
394.55,82.0
410.15,173.0
414.44,379.0
419.04,340.0
424.55,276.0
426.47,140.0
446.27,340.0
454.64,380.0
469.83,353.0
477.41,314.0
482.6,347.0
491.7,223.0
493.37,293.0
498.63,150.0
507.97,285.0
511.1,129.0
532.68,147.0
552.45,34.0
553.33,373.0
571.39,334.0
583.85,74.0
591.05,317.0
596.51,228.0
602.62,360.0
637.15,329.0
647.35,384.0
665.6,338.0
708.15,123.0
709.31,333.0
720.11,305.0
724.2,135.0
724.73,23.0
728.77,201.0
733.09,217.0
740.23,101.0
740.62,56.0
741.3,118.0
744.31,117.0
745.64,251.0
761.42,216.0
771.77,28.0
774.44,19.0
779.46,96.0
791.96,364.0
792.55,260.0
802.06,232.0
806.15,159.0
815.49,261.0
822.63,135.0
827.46,181.0
838.35,79.0
842.22,351.0
844.05,296.0
861.74,153.0
865.75,272.0
869.93,22.0
879.51,62.0
882.97,319.0
883.49,321.0
885.52,105.0
896.08,160.0
898.7,265.0
902.3,205.0
903.09,192.0
914.02,368.0
923.05,186.0
923.56,179.0
932.8,120.0
939.08,376.0
941.44,17.0
960.34,205.0
961.25,84.0
963.3,288.0
969.53,200.0
972.67,67.0
979.28,162.0
979.97,170.0
982.48,83.0
984.15,240.0
988.78,155.0
994.37,197.0
997.14,154.0
1002.16,14.0
1004.98,184.0
1008.28,87.0
1015.27,328.0
1016.2,60.0
1019.19,104.0
1022.97,327.0
1025.04,156.0
1026.38,140.0
1028.36,303.0
1030.83,8.0
1034.45,42.0
1036.0,309.0
1042.56,285.0
1044.83,164.0
1047.21,313.0
1051.54,345.0
1053.83,367.0
1056.07,376.0
1058.04,59.0
1059.55,179.0
1065.29,188.0
1068.57,188.0
1071.55,125.0
1074.98,370.0
1077.99,190.0
1090.51,199.0
1099.23,101.0
1103.13,10.0
1105.35,304.0
1107.75,254.0
1115.25,375.0
1121.12,224.0
1123.97,392.0
1130.01,36.0
1142.26,218.0
1150.16,98.0
1164.49,171.0
1166.08,167.0
1180.39,134.0
1190.53,209.0
1193.22,372.0
1194.86,32.0
1196.98,266.0
1207.0,269.0
1207.09,299.0
1210.52,235.0
1212.58,366.0
1215.75,258.0
1220.17,119.0
1225.29,105.0
1229.39,243.0
1234.95,59.0
1235.98,383.0
1240.52,114.0
1246.56,142.0
1247.73,280.0
1248.81,272.0
1251.64,354.0
1254.64,195.0
1258.58,212.0
1259.3,160.0
1261.98,208.0
1263.03,164.0
1264.62,70.0
1268.32,317.0
1272.11,131.0
1273.48,30.0
1278.1,247.0
1279.13,230.0
1282.96,82.0
1284.48,268.0
1285.27,174.0
1285.45,230.0
1286.26,27.0
1288.7,81.0
1289.75,332.0
1290.47,270.0
1291.45,281.0
1294.79,212.0
1295.53,261.0
1297.42,63.0
1297.72,108.0
1306.47,26.0
1307.08,144.0
1316.57,292.0
1318.34,229.0
1319.95,186.0
1329.08,8.0
1333.07,38.0
1335.98,19.0
1337.72,326.0
1338.71,364.0
1342.68,89.0
1345.3,219.0
1350.03,273.0
1351.0,324.0
1352.75,4.0
1353.25,301.0
1356.48,88.0
1357.02,5.0
1358.92,256.0
1359.63,98.0
1360.32,346.0
1364.16,76.0
1365.92,323.0
1367.09,4.0
1375.79,356.0
1377.28,362.0
1380.3,49.0
1385.95,396.0
1387.79,127.0
1394.53,388.0
1402.96,349.0
1405.07,338.0
1407.2,314.0
1410.12,383.0
1411.14,85.0
1413.02,29.0
1414.87,121.0
1415.85,93.0
1417.11,361.0
1417.34,107.0
1417.92,195.0
1418.41,109.0
1419.62,78.0
1419.78,342.0
1420.01,94.0
1421.89,221.0
1423.08,143.0
1423.52,378.0
1423.57,72.0
1423.72,255.0
1425.27,68.0
1426.88,72.0
1428.17,386.0
1428.29,89.0
1429.06,54.0
1431.1,65.0
1431.56,32.0
1433.68,55.0
1435.0,387.0
1436.33,20.0
1436.71,288.0
1438.43,121.0
1439.84,50.0
1440.09,48.0
1440.73,145.0
1443.53,275.0
1444.36,138.0
1446.16,391.0
1446.9,66.0
1450.18,394.0
1451.66,44.0
1455.13,396.0
1473.65,398.0
1665.4,53.0
1666.82,113.0
1735.99,342.0
1762.89,335.0
2893.4,360.0
2899.86,2.0
2901.09,185.0
2901.86,293.0
2903.72,94.0
2903.9,210.0
2905.13,245.0
2905.79,51.0
2905.97,45.0
2906.78,115.0
2907.17,123.0
2907.41,25.0
2909.67,62.0
2911.3,9.0
2912.94,136.0
2913.14,21.0
2914.6,43.0
2915.24,15.0
2917.31,258.0
2917.77,371.0
2918.5,47.0
2919.22,194.0
2919.6,107.0
2920.62,213.0
2921.42,103.0
2921.82,69.0
2923.22,74.0
2925.58,307.0
2927.28,7.0
2928.8,397.0
2930.13,373.0
2930.86,236.0
2935.62,57.0
2935.75,240.0
2936.61,3.0
2938.49,279.0
2938.58,284.0
2940.51,91.0
2940.58,180.0
2941.39,34.0
2942.2,356.0
2942.35,357.0
2942.57,368.0
2946.06,54.0
2946.47,13.0
2951.86,41.0
2954.19,193.0
2954.66,12.0
2958.73,218.0
2961.67,252.0
2963.44,12.0
2963.76,381.0
2964.33,282.0
2965.1,41.0
2967.72,305.0
2967.76,307.0
2969.69,131.0
2973.58,67.0
2973.6,348.0
2974.27,148.0
2978.0,76.0
2981.32,315.0
2983.82,169.0
2988.98,38.0
2992.91,47.0
2994.4,311.0
2998.1,344.0
2998.16,17.0
2998.4,24.0
2999.24,331.0
3001.26,0.0
3009.75,112.0
3012.26,309.0
3015.17,39.0
3030.97,110.0
3033.4,359.0
3035.66,401.0
3037.39,37.0
3038.88,394.0
3045.67,399.0
3059.39,401.0
3062.65,390.0
3067.14,391.0
3080.95,387.0
