5WN,5CNTZ,5CNTR,9WN,9CNTZ,9CNTR
24.82,225.0,206.0,17.16,185.0,272.0
26.8,265.0,232.0,20.23,212.0,249.0
33.26,165.0,225.0,23.07,260.0,223.0
35.73,200.0,186.0,26.32,271.0,229.0
41.34,95.0,347.0,30.23,174.0,302.0
41.96,283.0,159.0,30.67,267.0,292.0
45.99,237.0,204.0,35.06,91.0,236.0
47.52,207.0,116.0,36.82,301.0,266.0
48.89,185.0,214.0,39.2,120.0,192.0
52.51,123.0,272.0,42.26,211.0,320.0
54.31,208.0,147.0,45.87,298.0,263.0
57.79,130.0,121.0,48.4,169.0,293.0
61.05,211.0,208.0,48.97,143.0,225.0
61.58,249.0,145.0,51.06,97.0,188.0
65.5,250.0,217.0,55.06,279.0,238.0
67.77,155.0,167.0,61.22,239.0,202.0
71.98,258.0,112.0,69.45,210.0,206.0
79.25,269.0,199.0,69.62,243.0,212.0
82.23,219.0,282.0,74.42,284.0,235.0
84.4,84.0,306.0,76.18,198.0,121.0
87.62,94.0,264.0,81.36,140.0,177.0
91.03,259.0,134.0,85.49,266.0,245.0
92.21,152.0,120.0,91.05,132.0,344.0
93.78,112.0,190.0,97.1,321.0,233.0
101.33,237.0,177.0,100.14,130.0,97.0
108.69,59.0,263.0,105.62,202.0,271.0
109.85,243.0,190.0,107.91,165.0,266.0
112.17,251.0,150.0,108.5,52.0,165.0
118.3,159.0,93.0,112.17,124.0,119.0
121.84,242.0,276.0,119.01,182.0,309.0
123.78,169.0,186.0,121.45,224.0,238.0
130.9,322.0,131.0,128.08,243.0,175.0
134.43,147.0,326.0,135.5,102.0,156.0
138.35,37.0,372.0,138.2,219.0,220.0
149.12,240.0,165.0,143.43,157.0,250.0
156.04,238.0,231.0,145.25,79.0,144.0
157.95,295.0,121.0,156.61,197.0,172.0
167.15,302.0,153.0,158.51,143.0,126.0
169.66,199.0,331.0,162.91,226.0,81.0
169.81,275.0,210.0,169.63,314.0,185.0
179.66,94.0,42.0,171.74,238.0,70.0
184.26,309.0,128.0,189.91,347.0,293.0
189.48,269.0,174.0,193.27,75.0,57.0
193.14,18.0,371.0,197.48,297.0,179.0
199.41,202.0,286.0,199.16,42.0,130.0
208.28,73.0,43.0,213.96,312.0,163.0
214.72,334.0,117.0,230.75,308.0,207.0
227.64,280.0,172.0,239.99,170.0,336.0
230.04,245.0,47.0,246.59,289.0,257.0
237.0,235.0,290.0,248.19,324.0,306.0
246.95,294.0,131.0,254.17,154.0,201.0
253.2,266.0,169.0,257.65,187.0,217.0
254.3,242.0,246.0,259.03,103.0,360.0
261.88,232.0,33.0,262.98,272.0,225.0
270.94,26.0,390.0,264.77,209.0,273.0
274.35,52.0,201.0,268.67,195.0,164.0
275.51,63.0,199.0,272.23,81.0,384.0
278.66,166.0,65.0,273.36,18.0,141.0
280.93,323.0,239.0,275.52,74.0,130.0
288.52,337.0,315.0,280.66,364.0,338.0
292.54,231.0,267.0,281.61,291.0,160.0
299.71,317.0,176.0,291.0,282.0,136.0
300.91,191.0,250.0,297.75,117.0,382.0
305.35,134.0,274.0,299.44,340.0,324.0
321.72,174.0,193.0,313.81,54.0,154.0
326.89,230.0,44.0,318.29,359.0,340.0
335.97,156.0,195.0,325.91,191.0,234.0
337.95,213.0,142.0,332.18,228.0,204.0
342.36,298.0,125.0,336.88,293.0,275.0
348.05,264.0,133.0,343.74,315.0,260.0
350.17,191.0,238.0,352.83,292.0,282.0
352.27,160.0,170.0,357.89,317.0,257.0
355.02,347.0,226.0,361.52,111.0,90.0
362.5,357.0,274.0,373.05,328.0,279.0
380.37,272.0,242.0,380.9,361.0,332.0
382.56,360.0,171.0,400.56,257.0,304.0
405.35,345.0,108.0,415.55,322.0,198.0
