5CNTZ,5CNTR,5WN,9WN,9CNTZ,9CNTR
225.0,206.0,24.82,17.16,185.0,272.0
265.0,232.0,26.8,20.23,212.0,249.0
165.0,225.0,33.26,23.07,260.0,223.0
200.0,186.0,35.73,26.32,271.0,229.0
95.0,347.0,41.34,30.23,174.0,302.0
283.0,159.0,41.96,30.67,267.0,292.0
237.0,204.0,45.99,35.06,91.0,236.0
207.0,116.0,47.52,36.82,301.0,266.0
185.0,214.0,48.89,39.2,120.0,192.0
123.0,272.0,52.51,42.26,211.0,320.0
208.0,147.0,54.31,45.87,298.0,263.0
130.0,121.0,57.79,48.4,169.0,293.0
211.0,208.0,61.05,48.97,143.0,225.0
249.0,145.0,61.58,51.06,97.0,188.0
250.0,217.0,65.5,55.06,279.0,238.0
155.0,167.0,67.77,61.22,239.0,202.0
258.0,112.0,71.98,69.45,210.0,206.0
269.0,199.0,79.25,69.62,243.0,212.0
219.0,282.0,82.23,74.42,284.0,235.0
84.0,306.0,84.4,76.18,198.0,121.0
94.0,264.0,87.62,81.36,140.0,177.0
259.0,134.0,91.03,85.49,266.0,245.0
152.0,120.0,92.21,91.05,132.0,344.0
112.0,190.0,93.78,97.1,321.0,233.0
237.0,177.0,101.33,100.14,130.0,97.0
59.0,263.0,108.69,105.62,202.0,271.0
243.0,190.0,109.85,107.91,165.0,266.0
251.0,150.0,112.17,108.5,52.0,165.0
159.0,93.0,118.3,112.17,124.0,119.0
242.0,276.0,121.84,119.01,182.0,309.0
169.0,186.0,123.78,121.45,224.0,238.0
322.0,131.0,130.9,128.08,243.0,175.0
147.0,326.0,134.43,135.5,102.0,156.0
37.0,372.0,138.35,138.2,219.0,220.0
240.0,165.0,149.12,143.43,157.0,250.0
238.0,231.0,156.04,145.25,79.0,144.0
295.0,121.0,157.95,156.61,197.0,172.0
302.0,153.0,167.15,158.51,143.0,126.0
199.0,331.0,169.66,162.91,226.0,81.0
275.0,210.0,169.81,169.63,314.0,185.0
94.0,42.0,179.66,171.74,238.0,70.0
309.0,128.0,184.26,189.91,347.0,293.0
269.0,174.0,189.48,193.27,75.0,57.0
18.0,371.0,193.14,197.48,297.0,179.0
202.0,286.0,199.41,199.16,42.0,130.0
73.0,43.0,208.28,213.96,312.0,163.0
334.0,117.0,214.72,230.75,308.0,207.0
280.0,172.0,227.64,239.99,170.0,336.0
245.0,47.0,230.04,246.59,289.0,257.0
235.0,290.0,237.0,248.19,324.0,306.0
294.0,131.0,246.95,254.17,154.0,201.0
266.0,169.0,253.2,257.65,187.0,217.0
242.0,246.0,254.3,259.03,103.0,360.0
232.0,33.0,261.88,262.98,272.0,225.0
26.0,390.0,270.94,264.77,209.0,273.0
52.0,201.0,274.35,268.67,195.0,164.0
63.0,199.0,275.51,272.23,81.0,384.0
166.0,65.0,278.66,273.36,18.0,141.0
323.0,239.0,280.93,275.52,74.0,130.0
337.0,315.0,288.52,280.66,364.0,338.0
231.0,267.0,292.54,281.61,291.0,160.0
317.0,176.0,299.71,291.0,282.0,136.0
191.0,250.0,300.91,297.75,117.0,382.0
134.0,274.0,305.35,299.44,340.0,324.0
174.0,193.0,321.72,313.81,54.0,154.0
230.0,44.0,326.89,318.29,359.0,340.0
156.0,195.0,335.97,325.91,191.0,234.0
213.0,142.0,337.95,332.18,228.0,204.0
298.0,125.0,342.36,336.88,293.0,275.0
264.0,133.0,348.05,343.74,315.0,260.0
191.0,238.0,350.17,352.83,292.0,282.0
160.0,170.0,352.27,357.89,317.0,257.0
347.0,226.0,355.02,361.52,111.0,90.0
357.0,274.0,362.5,373.05,328.0,279.0
272.0,242.0,380.37,380.9,361.0,332.0
360.0,171.0,382.56,400.56,257.0,304.0
345.0,108.0,405.35,415.55,322.0,198.0
255.0,45.0,412.97,419.46,314.0,112.0
361.0,101.0,418.76,427.67,328.0,262.0
313.0,252.0,443.14,434.25,286.0,197.0
328.0,251.0,446.83,440.29,221.0,314.0
247.0,141.0,453.58,442.1,309.0,185.0
29.0,390.0,455.8,446.67,356.0,324.0
312.0,159.0,457.47,451.92,281.0,180.0
181.0,162.0,462.07,456.24,41.0,228.0
342.0,123.0,466.2,457.42,333.0,302.0
139.0,288.0,468.96,458.35,319.0,215.0
173.0,107.0,475.41,489.08,341.0,245.0
353.0,173.0,486.78,493.36,56.0,54.0
310.0,104.0,492.92,512.04,291.0,269.0
281.0,260.0,520.39,522.22,337.0,277.0
117.0,26.0,525.6,543.71,199.0,322.0
284.0,282.0,541.5,555.2,185.0,313.0
121.0,19.0,555.07,559.23,59.0,11.0
307.0,36.0,556.05,569.11,371.0,290.0
61.0,5.0,576.15,581.26,342.0,217.0
330.0,136.0,591.75,582.85,363.0,311.0
290.0,160.0,600.6,589.03,65.0,22.0
320.0,215.0,605.04,593.14,225.0,258.0
382.0,60.0,618.24,624.7,326.0,85.0
363.0,93.0,628.83,652.24,350.0,102.0
355.0,213.0,649.81,675.05,382.0,355.0
396.0,212.0,660.16,688.38,343.0,45.0
333.0,86.0,687.47,702.86,353.0,119.0
336.0,62.0,696.02,722.29,115.0,368.0
48.0,22.0,717.45,726.09,38.0,53.0
132.0,24.0,721.88,727.1,152.0,44.0
223.0,313.0,725.72,730.19,262.0,148.0
230.0,278.0,729.16,731.06,214.0,29.0
104.0,363.0,730.93,733.33,24.0,82.0
25.0,336.0,731.53,736.03,115.0,358.0
175.0,354.0,736.48,740.25,43.0,79.0
119.0,31.0,738.08,741.86,295.0,101.0
39.0,228.0,748.96,743.39,168.0,40.0
204.0,344.0,754.48,748.95,156.0,338.0
217.0,338.0,758.66,760.7,175.0,161.0
66.0,81.0,764.55,761.66,74.0,114.0
288.0,219.0,768.1,767.75,89.0,67.0
45.0,52.0,772.83,773.71,236.0,260.0
129.0,360.0,800.47,798.13,350.0,335.0
20.0,367.0,801.38,798.44,121.0,111.0
390.0,258.0,801.89,803.68,93.0,174.0
144.0,30.0,809.92,804.17,138.0,301.0
315.0,71.0,813.97,809.98,182.0,320.0
299.0,334.0,820.77,822.89,192.0,288.0
58.0,64.0,825.46,825.77,157.0,71.0
398.0,75.0,834.6,832.85,223.0,289.0
36.0,327.0,845.55,838.9,355.0,342.0
215.0,118.0,851.66,840.26,24.0,106.0
138.0,360.0,854.5,842.39,57.0,48.0
193.0,296.0,859.44,854.87,279.0,134.0
59.0,266.0,864.68,859.56,219.0,316.0
128.0,297.0,873.31,862.15,180.0,327.0
115.0,109.0,876.54,865.68,37.0,99.0
194.0,236.0,880.79,874.73,303.0,226.0
379.0,195.0,886.23,894.07,374.0,356.0
140.0,34.0,888.8,897.37,248.0,156.0
291.0,124.0,895.54,898.31,148.0,49.0
304.0,254.0,896.51,904.63,287.0,232.0
334.0,58.0,907.09,918.59,51.0,82.0
376.0,183.0,915.29,919.36,354.0,341.0
146.0,348.0,921.72,920.86,264.0,312.0
47.0,153.0,927.98,923.04,245.0,253.0
117.0,207.0,935.97,932.37,248.0,256.0
106.0,212.0,937.23,941.22,60.0,213.0
388.0,85.0,949.48,942.17,113.0,299.0
193.0,308.0,951.82,942.7,340.0,335.0
123.0,139.0,954.29,945.98,53.0,68.0
115.0,333.0,959.65,957.47,10.0,150.0
108.0,235.0,960.92,965.7,146.0,56.0
103.0,96.0,964.37,975.64,267.0,210.0
181.0,90.0,968.15,978.95,207.0,152.0
225.0,341.0,972.7,979.6,141.0,83.0
197.0,369.0,979.16,983.55,86.0,51.0
248.0,292.0,982.67,986.37,128.0,71.0
69.0,8.0,983.37,986.49,181.0,297.0
88.0,114.0,992.82,990.98,205.0,306.0
142.0,268.0,993.2,996.87,152.0,105.0
126.0,358.0,1001.96,999.83,200.0,252.0
245.0,151.0,1002.58,1003.06,277.0,116.0
35.0,229.0,1007.04,1004.18,162.0,326.0
220.0,296.0,1012.52,1006.46,34.0,78.0
150.0,23.0,1015.62,1020.06,307.0,162.0
185.0,340.0,1021.6,1021.88,183.0,188.0
189.0,324.0,1023.42,1022.24,145.0,326.0
