0,3
0.0,0.0
386.0,386.0
14.0,15.0
240.0,241.0
320.0,319.0
383.0,383.0
9.0,7.0
104.0,106.0
66.0,68.0
393.0,391.0
375.0,375.0
103.0,105.0
46.0,44.0
163.0,162.0
107.0,106.0
188.0,188.0
395.0,392.0
397.0,400.0
206.0,203.0
310.0,307.0
4.0,1.0
344.0,346.0
362.0,359.0
13.0,13.0
270.0,273.0
90.0,91.0
3.0,5.0
24.0,20.0
266.0,270.0
385.0,389.0
50.0,46.0
202.0,198.0
35.0,32.0
391.0,395.0
144.0,141.0
323.0,326.0
1.0,1.0
398.0,394.0
18.0,14.0
107.0,104.0
235.0,238.0
334.0,330.0
396.0,397.0
9.0,4.0
175.0,174.0
40.0,43.0
43.0,38.0
375.0,379.0
342.0,338.0
352.0,354.0
171.0,174.0
165.0,169.0
378.0,372.0
339.0,345.0
281.0,275.0
157.0,163.0
292.0,298.0
217.0,223.0
218.0,217.0
146.0,145.0
30.0,35.0
238.0,239.0
242.0,249.0
224.0,231.0
86.0,93.0
170.0,177.0
6.0,12.0
77.0,80.0
93.0,89.0
58.0,65.0
43.0,49.0
297.0,300.0
276.0,268.0
302.0,309.0
288.0,287.0
38.0,46.0
172.0,180.0
67.0,62.0
321.0,328.0
195.0,202.0
200.0,192.0
19.0,16.0
17.0,10.0
324.0,317.0
293.0,284.0
304.0,311.0
400.0,397.0
268.0,276.0
372.0,363.0
20.0,13.0
191.0,200.0
72.0,73.0
16.0,7.0
358.0,356.0
276.0,279.0
376.0,374.0
280.0,289.0
95.0,103.0
20.0,18.0
336.0,335.0
336.0,334.0
306.0,314.0
148.0,152.0
68.0,74.0
140.0,148.0
317.0,308.0
350.0,358.0
250.0,260.0
332.0,337.0
287.0,297.0
41.0,31.0
209.0,211.0
177.0,183.0
326.0,330.0
136.0,136.0
97.0,97.0
168.0,165.0
178.0,187.0
167.0,165.0
370.0,361.0
11.0,18.0
174.0,178.0
121.0,132.0
389.0,378.0
300.0,310.0
255.0,247.0
215.0,207.0
1.0,3.0
116.0,124.0
370.0,381.0
82.0,84.0
32.0,42.0
109.0,102.0
355.0,366.0
223.0,212.0
157.0,150.0
125.0,122.0
186.0,182.0
256.0,262.0
55.0,68.0
52.0,39.0
295.0,291.0
50.0,40.0
181.0,168.0
138.0,148.0
84.0,77.0
389.0,376.0
76.0,87.0
195.0,197.0
99.0,108.0
244.0,231.0
134.0,139.0
334.0,347.0
207.0,193.0
382.0,368.0
301.0,314.0
221.0,210.0
241.0,243.0
87.0,94.0
347.0,341.0
362.0,364.0
351.0,360.0
118.0,121.0
81.0,86.0
262.0,277.0
230.0,221.0
264.0,267.0
298.0,283.0
249.0,243.0
258.0,254.0
264.0,272.0
377.0,367.0
277.0,293.0
366.0,350.0
190.0,181.0
130.0,143.0
57.0,48.0
78.0,88.0
311.0,295.0
142.0,157.0
249.0,253.0
122.0,134.0
240.0,251.0
184.0,169.0
72.0,81.0
71.0,84.0
65.0,63.0
47.0,34.0
111.0,128.0
211.0,219.0
120.0,107.0
133.0,119.0
154.0,150.0
75.0,57.0
274.0,258.0
373.0,355.0
365.0,354.0
101.0,111.0
25.0,8.0
359.0,363.0
347.0,359.0
113.0,131.0
203.0,190.0
328.0,343.0
268.0,286.0
319.0,332.0
178.0,163.0
77.0,60.0
358.0,351.0
216.0,228.0
401.0,382.0
332.0,347.0
235.0,233.0
138.0,138.0
128.0,143.0
141.0,146.0
244.0,254.0
173.0,152.0
392.0,377.0
381.0,365.0
368.0,384.0
124.0,145.0
328.0,321.0
145.0,127.0
204.0,185.0
217.0,224.0
274.0,277.0
197.0,175.0
214.0,212.0
66.0,85.0
252.0,240.0
5.0,28.0
61.0,67.0
89.0,71.0
221.0,214.0
57.0,79.0
382.0,382.0
129.0,130.0
344.0,324.0
69.0,60.0
29.0,5.0
346.0,326.0
100.0,124.0
261.0,281.0
119.0,125.0
374.0,399.0
53.0,28.0
245.0,267.0
153.0,161.0
301.0,282.0
47.0,22.0
96.0,70.0
213.0,205.0
38.0,64.0
187.0,198.0
232.0,259.0
208.0,189.0
188.0,207.0
141.0,113.0
229.0,256.0
198.0,177.0
53.0,24.0
329.0,301.0
369.0,340.0
219.0,248.0
225.0,199.0
200.0,227.0
211.0,226.0
116.0,117.0
343.0,370.0
164.0,140.0
87.0,115.0
281.0,251.0
36.0,35.0
312.0,340.0
341.0,369.0
285.0,303.0
132.0,111.0
316.0,295.0
256.0,266.0
269.0,271.0
180.0,156.0
356.0,328.0
33.0,58.0
60.0,29.0
193.0,226.0
151.0,118.0
318.0,305.0
314.0,333.0
258.0,292.0
159.0,185.0
330.0,298.0
308.0,321.0
61.0,94.0
113.0,133.0
49.0,83.0
202.0,215.0
84.0,52.0
314.0,350.0
166.0,157.0
254.0,291.0
272.0,246.0
304.0,342.0
360.0,322.0
396.0,374.0
160.0,132.0
225.0,262.0
290.0,312.0
316.0,348.0
97.0,127.0
248.0,236.0
54.0,95.0
391.0,392.0
160.0,117.0
236.0,279.0
228.0,271.0
208.0,221.0
124.0,154.0
310.0,337.0
260.0,219.0
356.0,332.0
83.0,37.0
226.0,257.0
33.0,79.0
192.0,205.0
348.0,319.0
238.0,209.0
122.0,75.0
22.0,72.0
232.0,191.0
64.0,115.0
196.0,173.0
261.0,225.0
233.0,284.0
340.0,394.0
27.0,77.0
290.0,233.0
45.0,101.0
283.0,264.0
285.0,317.0
337.0,388.0
182.0,241.0
42.0,97.0
295.0,234.0
5.0,49.0
227.0,289.0
109.0,51.0
114.0,50.0
306.0,371.0
91.0,26.0
93.0,53.0
251.0,195.0
179.0,245.0
287.0,217.0
323.0,311.0
380.0,315.0
298.0,229.0
63.0,30.0
26.0,98.0
90.0,41.0
101.0,26.0
136.0,182.0
36.0,114.0
266.0,187.0
279.0,303.0
387.0,305.0
167.0,248.0
12.0,100.0
350.0,324.0
79.0,166.0
155.0,65.0
146.0,236.0
149.0,56.0
74.0,137.0
127.0,158.0
7.0,109.0
103.0,54.0
176.0,258.0
29.0,141.0
134.0,20.0
272.0,170.0
247.0,264.0
111.0,22.0
327.0,202.0
28.0,155.0
148.0,24.0
