5WN,5CNTZ,5CNTR,7WN,7CNTZ,7CNTR
24.82,225.0,206.0,20.11,281.0,289.0
26.8,265.0,232.0,22.84,321.0,328.0
33.26,165.0,225.0,29.17,93.0,132.0
35.73,200.0,186.0,30.79,157.0,210.0
41.34,95.0,347.0,33.88,166.0,265.0
41.96,283.0,159.0,35.3,215.0,285.0
45.99,237.0,204.0,37.88,286.0,264.0
47.52,207.0,116.0,40.22,296.0,268.0
48.89,185.0,214.0,44.19,191.0,206.0
52.51,123.0,272.0,48.6,223.0,216.0
54.31,208.0,147.0,50.18,234.0,198.0
57.79,130.0,121.0,51.58,260.0,289.0
61.05,211.0,208.0,55.33,186.0,180.0
61.58,249.0,145.0,58.04,177.0,253.0
65.5,250.0,217.0,63.05,135.0,249.0
67.77,155.0,167.0,63.92,186.0,201.0
71.98,258.0,112.0,68.18,291.0,267.0
79.25,269.0,199.0,72.95,310.0,300.0
82.23,219.0,282.0,78.54,281.0,245.0
84.4,84.0,306.0,82.57,86.0,326.0
87.62,94.0,264.0,87.11,272.0,217.0
91.03,259.0,134.0,90.76,130.0,249.0
92.21,152.0,120.0,92.87,163.0,253.0
93.78,112.0,190.0,94.67,183.0,129.0
101.33,237.0,177.0,97.03,209.0,130.0
108.69,59.0,263.0,100.51,165.0,104.0
109.85,243.0,190.0,103.28,170.0,136.0
112.17,251.0,150.0,109.47,314.0,259.0
118.3,159.0,93.0,115.84,301.0,240.0
121.84,242.0,276.0,122.28,174.0,178.0
123.78,169.0,186.0,124.43,104.0,100.0
130.9,322.0,131.0,128.07,198.0,278.0
134.43,147.0,326.0,135.58,217.0,262.0
138.35,37.0,372.0,140.04,106.0,301.0
149.12,240.0,165.0,141.84,136.0,150.0
156.04,238.0,231.0,147.47,156.0,72.0
157.95,295.0,121.0,153.85,259.0,167.0
167.15,302.0,153.0,160.08,99.0,292.0
169.66,199.0,331.0,161.73,158.0,142.0
169.81,275.0,210.0,167.2,195.0,92.0
179.66,94.0,42.0,171.32,285.0,167.0
184.26,309.0,128.0,181.0,255.0,242.0
189.48,269.0,174.0,188.24,336.0,303.0
193.14,18.0,371.0,195.79,314.0,195.0
199.41,202.0,286.0,201.66,266.0,147.0
208.28,73.0,43.0,207.77,90.0,74.0
214.72,334.0,117.0,213.75,319.0,322.0
227.64,280.0,172.0,216.72,286.0,306.0
230.04,245.0,47.0,230.62,262.0,177.0
237.0,235.0,290.0,234.92,249.0,151.0
246.95,294.0,131.0,244.33,295.0,290.0
253.2,266.0,169.0,245.38,295.0,268.0
254.3,242.0,246.0,247.05,124.0,292.0
261.88,232.0,33.0,248.31,94.0,149.0
270.94,26.0,390.0,257.56,289.0,282.0
274.35,52.0,201.0,260.52,178.0,325.0
275.51,63.0,199.0,267.81,27.0,334.0
278.66,166.0,65.0,273.79,352.0,349.0
280.93,323.0,239.0,274.33,139.0,152.0
288.52,337.0,315.0,275.69,82.0,77.0
292.54,231.0,267.0,284.43,244.0,244.0
