1CNTZ,1CNTR,1WN,2WN,2CNTZ,2CNTR
244.0,124.0,21.85,15.15,205.0,252.0
156.0,144.0,26.12,19.15,250.0,298.0
246.0,260.0,28.91,23.94,125.0,338.0
259.0,273.0,29.71,24.62,235.0,265.0
283.0,195.0,34.32,29.68,291.0,168.0
283.0,230.0,39.87,31.83,313.0,151.0
195.0,139.0,40.35,34.43,278.0,245.0
155.0,236.0,41.89,34.78,321.0,128.0
292.0,232.0,43.53,37.74,288.0,161.0
210.0,196.0,46.6,40.11,218.0,211.0
264.0,187.0,50.69,44.24,298.0,103.0
238.0,171.0,52.4,46.29,293.0,130.0
302.0,181.0,55.22,53.41,202.0,192.0
285.0,154.0,61.94,55.67,191.0,312.0
266.0,174.0,63.93,58.77,249.0,257.0
248.0,181.0,66.41,60.37,263.0,152.0
288.0,212.0,67.45,62.55,236.0,191.0
198.0,161.0,71.79,70.2,338.0,88.0
275.0,159.0,75.97,75.24,169.0,373.0
231.0,267.0,84.69,77.11,214.0,264.0
125.0,316.0,86.03,79.43,201.0,198.0
147.0,295.0,87.35,86.88,275.0,173.0
198.0,310.0,88.94,93.67,211.0,189.0
272.0,255.0,94.97,99.43,305.0,98.0
216.0,227.0,97.12,108.54,146.0,363.0
245.0,157.0,99.86,109.77,165.0,285.0
270.0,116.0,106.12,115.58,239.0,109.0
168.0,301.0,115.89,121.02,206.0,318.0
298.0,141.0,117.3,122.71,272.0,165.0
182.0,197.0,118.58,124.05,256.0,167.0
275.0,109.0,122.32,128.31,245.0,212.0
201.0,122.0,127.88,133.16,352.0,65.0
134.0,175.0,133.52,138.01,265.0,211.0
230.0,129.0,139.8,140.66,139.0,340.0
165.0,225.0,141.41,149.95,137.0,382.0
193.0,127.0,159.33,153.06,73.0,266.0
106.0,337.0,161.67,158.4,151.0,230.0
298.0,112.0,166.26,164.89,343.0,96.0
218.0,147.0,171.48,167.51,312.0,120.0
317.0,82.0,177.13,170.15,316.0,99.0
221.0,204.0,180.99,174.04,260.0,161.0
324.0,198.0,187.27,180.11,253.0,130.0
277.0,133.0,189.46,191.6,295.0,134.0
308.0,117.0,198.93,208.3,322.0,67.0
288.0,66.0,210.9,212.96,329.0,69.0
203.0,70.0,214.8,216.7,94.0,366.0
286.0,67.0,224.01,220.34,150.0,344.0
80.0,325.0,227.07,225.27,286.0,93.0
324.0,166.0,236.86,227.25,212.0,233.0
302.0,107.0,246.19,230.45,216.0,208.0
329.0,135.0,248.86,242.36,277.0,105.0
114.0,54.0,253.55,256.46,201.0,242.0
230.0,271.0,257.69,260.83,103.0,399.0
101.0,332.0,259.82,261.78,297.0,150.0
103.0,306.0,262.64,262.06,301.0,158.0
267.0,217.0,267.94,273.84,123.0,220.0
128.0,140.0,270.21,279.92,242.0,157.0
92.0,265.0,275.96,287.21,176.0,186.0
241.0,231.0,277.54,291.84,193.0,237.0
220.0,63.0,280.49,299.77,365.0,86.0
374.0,385.0,282.96,301.62,160.0,362.0
319.0,222.0,287.64,308.78,357.0,75.0
344.0,320.0,298.09,309.54,237.0,136.0
164.0,300.0,304.07,316.22,289.0,114.0
225.0,242.0,308.09,325.24,346.0,90.0
391.0,367.0,323.98,329.87,185.0,234.0
81.0,17.0,329.32,331.71,155.0,189.0
366.0,356.0,339.5,347.54,224.0,312.0
289.0,179.0,343.55,352.84,310.0,99.0
127.0,314.0,347.3,355.21,348.0,64.0
335.0,297.0,348.97,361.2,350.0,67.0
204.0,342.0,360.04,363.07,191.0,197.0
329.0,223.0,366.56,369.73,192.0,323.0
304.0,217.0,375.17,375.95,380.0,20.0
373.0,357.0,380.19,385.43,338.0,68.0
100.0,37.0,388.77,387.71,334.0,77.0
26.0,305.0,394.48,406.25,324.0,95.0
310.0,149.0,403.77,415.53,329.0,112.0
343.0,204.0,424.15,418.6,259.0,227.0
280.0,327.0,428.18,421.51,262.0,230.0
322.0,310.0,429.26,433.68,302.0,160.0
123.0,34.0,443.85,438.09,300.0,175.0
382.0,341.0,445.03,447.65,331.0,87.0
337.0,84.0,453.02,455.17,327.0,79.0
369.0,336.0,454.79,462.63,333.0,77.0
354.0,97.0,461.83,470.33,293.0,133.0
300.0,220.0,469.05,475.9,360.0,66.0
341.0,104.0,492.76,490.23,278.0,102.0
86.0,23.0,502.98,496.92,351.0,42.0
174.0,226.0,511.71,514.69,199.0,166.0
158.0,250.0,518.25,515.25,133.0,276.0
328.0,81.0,520.11,530.15,286.0,91.0
144.0,6.0,533.12,532.17,16.0,343.0
340.0,31.0,551.76,533.55,257.0,109.0
321.0,178.0,563.72,557.4,339.0,35.0
123.0,368.0,565.0,566.68,82.0,116.0
365.0,111.0,573.44,568.55,304.0,56.0
87.0,377.0,579.75,574.36,128.0,121.0
372.0,308.0,582.75,587.48,320.0,47.0
130.0,6.0,593.94,605.09,360.0,28.0
334.0,12.0,610.24,609.91,344.0,25.0
384.0,361.0,673.02,649.61,335.0,15.0
326.0,46.0,690.66,650.27,366.0,31.0
325.0,41.0,701.73,715.93,85.0,262.0
69.0,25.0,713.4,719.82,308.0,163.0
297.0,38.0,714.0,723.88,28.0,359.0
114.0,287.0,724.94,728.92,207.0,303.0
102.0,267.0,726.19,729.66,27.0,244.0
111.0,97.0,728.08,732.08,118.0,381.0
87.0,325.0,733.51,733.59,110.0,185.0
203.0,162.0,735.59,740.37,188.0,200.0
118.0,186.0,740.45,749.08,51.0,315.0
46.0,303.0,742.69,754.5,242.0,139.0
186.0,137.0,749.12,757.38,89.0,289.0
243.0,180.0,750.67,758.82,135.0,292.0
56.0,284.0,755.26,762.92,102.0,360.0
162.0,68.0,774.46,765.15,292.0,118.0
235.0,77.0,775.78,775.15,210.0,107.0
196.0,89.0,786.64,794.51,377.0,34.0
369.0,352.0,796.46,796.58,270.0,104.0
313.0,96.0,797.5,801.77,44.0,301.0
78.0,187.0,804.74,803.78,196.0,216.0
80.0,303.0,805.42,808.71,163.0,323.0
177.0,163.0,815.34,820.9,208.0,136.0
51.0,26.0,819.96,828.07,107.0,228.0
215.0,282.0,824.43,830.92,185.0,327.0
55.0,323.0,831.44,841.68,225.0,256.0
378.0,364.0,837.36,841.98,362.0,97.0
104.0,298.0,856.62,842.8,112.0,290.0
145.0,86.0,857.22,848.37,197.0,88.0
107.0,327.0,868.28,857.11,79.0,378.0
134.0,201.0,869.69,868.25,281.0,176.0
150.0,219.0,871.0,876.32,141.0,241.0
180.0,71.0,875.24,883.88,225.0,308.0
93.0,173.0,886.37,884.24,171.0,368.0
368.0,346.0,892.06,886.32,364.0,80.0
249.0,116.0,892.95,887.87,165.0,204.0
271.0,129.0,899.83,894.89,156.0,178.0
307.0,62.0,900.66,897.4,104.0,279.0
159.0,75.0,910.24,912.27,267.0,193.0
362.0,333.0,916.44,913.87,331.0,63.0
116.0,293.0,921.74,913.9,363.0,38.0
227.0,136.0,928.69,932.28,147.0,215.0
90.0,101.0,932.67,934.87,168.0,258.0
291.0,150.0,935.36,940.82,369.0,59.0
187.0,308.0,938.94,943.17,113.0,368.0
336.0,321.0,939.99,945.08,162.0,205.0
190.0,164.0,950.27,945.57,87.0,319.0
141.0,240.0,950.84,955.66,260.0,217.0
196.0,247.0,969.71,964.68,180.0,275.0
181.0,71.0,971.02,967.23,148.0,153.0
209.0,111.0,975.49,978.95,53.0,172.0
95.0,320.0,978.76,979.8,66.0,144.0
184.0,52.0,979.95,988.5,63.0,249.0
147.0,171.0,988.41,990.14,136.0,346.0
149.0,120.0,988.99,991.39,234.0,272.0
111.0,268.0,993.15,995.71,158.0,148.0
89.0,99.0,993.68,1000.82,166.0,355.0
157.0,250.0,995.8,1003.24,195.0,335.0
34.0,315.0,1009.09,1006.58,178.0,154.0
239.0,73.0,1015.54,1007.65,323.0,78.0
73.0,246.0,1016.7,1012.89,230.0,248.0
190.0,60.0,1017.72,1014.5,31.0,334.0
85.0,158.0,1019.55,1016.52,80.0,247.0
293.0,184.0,1026.07,1026.41,272.0,201.0
307.0,149.0,1028.1,1029.14,248.0,217.0
128.0,289.0,1030.78,1029.64,171.0,370.0
149.0,95.0,1032.47,1032.04,123.0,243.0
153.0,50.0,1032.79,1033.57,222.0,237.0
279.0,188.0,1037.94,1039.69,252.0,126.0
278.0,262.0,1039.59,1040.5,116.0,225.0
359.0,365.0,1040.43,1043.4,227.0,260.0
153.0,125.0,1049.81,1045.28,160.0,156.0
7.0,209.0,1051.58,1051.51,236.0,84.0
357.0,324.0,1054.88,1052.86,379.0,37.0
318.0,164.0,1055.69,1054.64,47.0,340.0
274.0,252.0,1057.43,1055.75,214.0,263.0
130.0,36.0,1061.73,1057.24,373.0,49.0
350.0,202.0,1062.69,1063.1,179.0,298.0
250.0,237.0,1065.92,1067.63,316.0,61.0
345.0,38.0,1068.72,1068.88,138.0,180.0
139.0,92.0,1070.44,1078.13,346.0,103.0
206.0,213.0,1080.13,1079.34,266.0,143.0
212.0,202.0,1081.11,1080.74,216.0,240.0
180.0,240.0,1093.26,1089.66,102.0,294.0
33.0,91.0,1097.1,1092.57,189.0,317.0
347.0,13.0,1099.8,1098.28,162.0,219.0
34.0,317.0,1102.47,1102.27,132.0,329.0
371.0,389.0,1108.11,1109.82,311.0,48.0
163.0,83.0,1108.97,1118.12,314.0,145.0
184.0,106.0,1116.54,1118.49,311.0,153.0
352.0,355.0,1121.04,1122.86,175.0,282.0
219.0,307.0,1122.06,1123.95,384.0,17.0
262.0,109.0,1131.74,1138.11,219.0,111.0
109.0,35.0,1151.09,1148.2,94.0,305.0
96.0,244.0,1155.53,1149.85,244.0,172.0
255.0,132.0,1161.56,1156.67,142.0,239.0
117.0,104.0,1175.55,1159.4,92.0,184.0
177.0,283.0,1175.94,1178.63,120.0,372.0
234.0,208.0,1179.71,1183.47,115.0,188.0
349.0,371.0,1189.67,1187.89,183.0,321.0
210.0,182.0,1190.26,1194.11,370.0,44.0
388.0,366.0,1194.88,1197.65,80.0,236.0
93.0,339.0,1197.01,1206.38,355.0,82.0
170.0,144.0,1205.09,1207.19,325.0,125.0
212.0,137.0,1206.33,1210.62,137.0,124.0
340.0,29.0,1218.07,1218.21,353.0,76.0
39.0,335.0,1224.9,1220.42,245.0,255.0
191.0,65.0,1228.24,1222.86,186.0,287.0
32.0,298.0,1232.18,1224.28,200.0,116.0
378.0,362.0,1235.03,1228.97,349.0,32.0
75.0,93.0,1240.34,1233.7,18.0,350.0
194.0,236.0,1242.1,1234.29,61.0,371.0
251.0,279.0,1242.29,1237.09,378.0,28.0
343.0,290.0,1243.39,1241.29,246.0,223.0
143.0,258.0,1249.86,1247.87,114.0,141.0
225.0,89.0,1252.56,1249.24,373.0,85.0
320.0,76.0,1253.87,1252.59,158.0,270.0
251.0,48.0,1253.95,1258.97,62.0,229.0
331.0,23.0,1257.4,1261.09,174.0,258.0
54.0,114.0,1259.99,1261.86,228.0,145.0
113.0,301.0,1261.68,1262.53,222.0,147.0
178.0,261.0,1266.51,1262.96,130.0,225.0
109.0,43.0,1269.63,1263.7,182.0,241.0
63.0,287.0,1274.53,1265.99,173.0,277.0
315.0,44.0,1275.3,1270.23,321.0,19.0
266.0,193.0,1277.28,1273.2,21.0,273.0
269.0,73.0,1277.85,1280.69,154.0,129.0
237.0,100.0,1279.23,1283.07,23.0,321.0
62.0,118.0,1284.36,1283.8,115.0,339.0
164.0,260.0,1285.2,1284.62,209.0,271.0
57.0,270.0,1286.5,1286.0,44.0,387.0
346.0,318.0,1287.51,1289.18,256.0,220.0
58.0,169.0,1288.81,1290.08,129.0,209.0
120.0,170.0,1289.33,1290.3,66.0,284.0
256.0,197.0,1290.15,1290.34,76.0,307.0
229.0,79.0,1293.32,1291.11,375.0,57.0
65.0,50.0,1297.02,1294.44,90.0,199.0
26.0,206.0,1297.63,1296.2,252.0,176.0
201.0,122.0,1300.37,1302.45,20.0,331.0
174.0,55.0,1301.74,1304.78,154.0,342.0
121.0,318.0,1307.46,1308.06,240.0,300.0
294.0,59.0,1309.47,1308.94,228.0,283.0
51.0,228.0,1312.27,1312.1,145.0,111.0
121.0,32.0,1313.35,1313.42,11.0,231.0
171.0,339.0,1318.14,1328.4,87.0,376.0
16.0,233.0,1330.66,1328.55,285.0,182.0
360.0,333.0,1333.09,1331.63,4.0,252.0
261.0,293.0,1334.24,1336.37,101.0,268.0
281.0,62.0,1336.5,1339.53,374.0,50.0
304.0,40.0,1337.8,1340.13,98.0,262.0
10.0,15.0,1339.27,1340.42,51.0,222.0
305.0,142.0,1347.64,1341.37,295.0,52.0
42.0,253.0,1349.25,1346.07,304.0,40.0
286.0,210.0,1350.46,1351.1,59.0,378.0
317.0,105.0,1352.65,1353.59,38.0,336.0
135.0,249.0,1354.28,1354.98,92.0,260.0
315.0,145.0,1354.37,1355.32,109.0,311.0
67.0,98.0,1356.78,1355.86,239.0,204.0
82.0,155.0,1358.18,1357.64,68.0,394.0
17.0,313.0,1359.46,1362.12,248.0,72.0
234.0,130.0,1360.19,1363.53,72.0,394.0
20.0,345.0,1363.13,1364.03,299.0,137.0
142.0,264.0,1363.32,1364.51,368.0,61.0
136.0,233.0,1363.49,1365.4,81.0,388.0
336.0,40.0,1368.32,1368.28,337.0,17.0
363.0,16.0,1378.37,1378.09,355.0,5.0
61.0,388.0,1384.59,1384.3,33.0,139.0
394.0,358.0,1385.06,1384.36,14.0,163.0
137.0,5.0,1390.93,1386.65,382.0,7.0
398.0,393.0,1391.74,1392.29,284.0,33.0
397.0,377.0,1393.07,1395.14,397.0,51.0
311.0,151.0,1396.72,1409.99,317.0,45.0
385.0,389.0,1409.35,1410.28,383.0,53.0
313.0,28.0,1409.84,1410.64,30.0,269.0
84.0,17.0,1411.49,1412.77,72.0,233.0
188.0,225.0,1414.82,1416.19,145.0,280.0
48.0,276.0,1415.51,1416.28,126.0,297.0
151.0,257.0,1416.04,1416.79,175.0,171.0
71.0,60.0,1416.11,1417.0,280.0,167.0
98.0,289.0,1417.52,1417.36,370.0,71.0
59.0,274.0,1418.5,1418.13,121.0,348.0
364.0,115.0,1419.92,1418.3,118.0,315.0
35.0,147.0,1420.08,1419.94,106.0,374.0
200.0,247.0,1420.46,1421.09,189.0,274.0
357.0,238.0,1420.97,1421.67,25.0,299.0
98.0,256.0,1422.03,1421.88,120.0,376.0
76.0,279.0,1422.93,1423.17,33.0,207.0
75.0,167.0,1424.27,1423.86,289.0,190.0
168.0,335.0,1425.3,1424.15,389.0,43.0
66.0,68.0,1426.47,1424.59,261.0,203.0
382.0,374.0,1426.68,1426.49,96.0,131.0
73.0,243.0,1427.65,1428.66,25.0,222.0
216.0,351.0,1428.41,1428.98,70.0,392.0
89.0,190.0,1428.81,1429.21,70.0,395.0
186.0,343.0,1429.35,1429.47,388.0,42.0
46.0,397.0,1429.51,1430.35,68.0,389.0
95.0,120.0,1430.34,1431.15,84.0,206.0
374.0,383.0,1431.15,1434.75,397.0,37.0
237.0,57.0,1431.71,1435.86,49.0,365.0
333.0,153.0,1432.09,1436.97,220.0,337.0
167.0,285.0,1432.22,1437.42,133.0,365.0
241.0,220.0,1434.46,1437.89,13.0,310.0
37.0,329.0,1434.76,1439.74,111.0,391.0
380.0,391.0,1435.05,1440.12,20.0,291.0
39.0,56.0,1439.22,1442.44,84.0,357.0
101.0,139.0,1442.23,1443.01,353.0,10.0
57.0,235.0,1444.08,1443.48,168.0,141.0
132.0,362.0,1444.62,1447.3,392.0,26.0
18.0,340.0,1445.78,1447.86,98.0,379.0
20.0,206.0,1446.58,1448.6,255.0,270.0
393.0,383.0,1447.89,1451.25,385.0,24.0
391.0,376.0,1455.66,1456.68,393.0,18.0
396.0,379.0,1471.79,1473.88,395.0,9.0
65.0,384.0,1660.04,1664.26,91.0,58.0
155.0,4.0,1663.64,1667.13,0.0,251.0
338.0,3.0,1741.78,1742.45,335.0,22.0
331.0,185.0,1756.02,1760.77,307.0,8.0
0.0,273.0,2900.65,2862.7,372.0,132.0
258.0,193.0,2901.32,2882.68,358.0,4.0
232.0,282.0,2901.54,2898.54,40.0,393.0
6.0,103.0,2901.98,2900.2,283.0,295.0
6.0,270.0,2902.63,2901.16,55.0,358.0
222.0,127.0,2903.3,2901.2,40.0,374.0
4.0,133.0,2904.6,2901.69,194.0,122.0
252.0,295.0,2904.72,2903.52,99.0,126.0
355.0,91.0,2905.47,2904.1,107.0,187.0
1.0,199.0,2906.64,2906.0,206.0,283.0
13.0,87.0,2907.56,2906.31,14.0,305.0
15.0,192.0,2910.12,2907.82,35.0,350.0
21.0,375.0,2910.29,2909.89,9.0,316.0
262.0,213.0,2911.46,2910.2,36.0,386.0
257.0,209.0,2911.64,2910.36,366.0,158.0
27.0,312.0,2912.2,2911.61,142.0,201.0
359.0,7.0,2913.74,2912.51,220.0,287.0
176.0,86.0,2914.03,2912.75,48.0,303.0
124.0,391.0,2915.05,2914.52,63.0,348.0
38.0,347.0,2916.41,2915.35,282.0,280.0
3.0,124.0,2916.91,2915.7,46.0,354.0
282.0,43.0,2919.37,2917.48,31.0,346.0
50.0,371.0,2919.49,2918.13,57.0,362.0
53.0,399.0,2922.01,2918.78,9.0,291.0
227.0,52.0,2922.96,2921.42,153.0,329.0
351.0,33.0,2928.61,2922.38,55.0,399.0
29.0,78.0,2929.41,2923.03,309.0,293.0
70.0,46.0,2929.82,2924.36,17.0,382.0
309.0,19.0,2930.97,2924.73,27.0,327.0
22.0,251.0,2932.42,2924.94,7.0,332.0
254.0,175.0,2934.07,2926.81,41.0,387.0
49.0,25.0,2934.15,2927.47,391.0,1.0
173.0,275.0,2935.1,2935.73,182.0,117.0
8.0,216.0,2935.52,2936.42,275.0,249.0
146.0,277.0,2938.53,2937.3,39.0,383.0
214.0,349.0,2939.73,2940.12,231.0,30.0
29.0,157.0,2940.18,2941.52,52.0,354.0
296.0,360.0,2940.51,2941.59,377.0,25.0
19.0,84.0,2940.79,2942.65,36.0,351.0
4.0,166.0,2942.86,2944.49,16.0,325.0
13.0,28.0,2944.94,2945.53,264.0,73.0
375.0,380.0,2947.17,2946.43,268.0,107.0
31.0,48.0,2950.76,2946.8,274.0,93.0
265.0,190.0,2953.09,2947.03,230.0,120.0
170.0,76.0,2954.0,2948.41,10.0,326.0
364.0,243.0,2957.16,2949.64,23.0,357.0
115.0,370.0,2959.02,2950.11,42.0,385.0
247.0,359.0,2959.75,2952.82,143.0,170.0
68.0,331.0,2961.11,2954.03,327.0,183.0
10.0,176.0,2962.92,2955.25,357.0,1.0
381.0,56.0,2964.13,2963.29,151.0,178.0
398.0,349.0,2964.27,2963.82,398.0,83.0
389.0,394.0,2965.68,2963.91,58.0,306.0
24.0,291.0,2969.85,2964.3,58.0,353.0
389.0,393.0,2972.42,2965.41,76.0,345.0
77.0,346.0,2972.88,2966.23,318.0,195.0
219.0,154.0,2973.77,2968.11,177.0,179.0
133.0,330.0,2974.41,2971.06,392.0,60.0
160.0,257.0,2974.68,2972.63,204.0,196.0
292.0,21.0,2975.2,2974.27,5.0,331.0
353.0,21.0,2977.68,2981.67,2.0,101.0
41.0,8.0,2980.01,2984.19,232.0,13.0
223.0,214.0,2980.71,2991.28,343.0,3.0
208.0,281.0,2986.84,2993.52,65.0,401.0
138.0,19.0,2988.99,2994.26,128.0,397.0
43.0,396.0,2992.64,2996.11,270.0,15.0
12.0,352.0,2994.44,2998.21,46.0,401.0
301.0,222.0,2994.83,3000.71,299.0,115.0
24.0,387.0,2996.06,3002.34,96.0,91.0
44.0,401.0,2999.37,3002.66,125.0,396.0
106.0,11.0,3002.87,3003.49,3.0,254.0
271.0,9.0,3014.53,3008.8,341.0,12.0
255.0,10.0,3014.73,3011.58,7.0,214.0
61.0,354.0,3016.9,3012.92,77.0,48.0
352.0,1.0,3018.94,3016.38,340.0,147.0
376.0,367.0,3039.84,3028.62,1.0,313.0
42.0,381.0,3039.94,3032.93,394.0,3.0
207.0,1.0,3047.95,3034.12,74.0,22.0
387.0,399.0,3060.8,3037.86,387.0,34.0
394.0,400.0,3065.96,3042.93,388.0,11.0
399.0,397.0,3073.16,3060.58,400.0,7.0
402.0,373.0,3078.18,3064.59,399.0,40.0
385.0,380.0,3089.77,3066.05,402.0,55.0
400.0,265.0,3099.47,3086.1,382.0,70.0
