,0
0,
1,
2,
3,
4,
5,
6,0.05145664356226287
7,0.043681908304557204
8,0.04272999643333395
9,0.05278141142880809
10,0.04348137733231129
11,0.04573325589860676
12,0.044965008523609615
13,0.04226160852713792
14,0.039529890090578175
15,0.040318630298074656
16,0.05070250324878982
17,0.048365308434567725
18,0.041073623709238956
19,0.04445979480601752
20,0.03705307579803946
21,0.05577431334992359
22,0.04425842850684866
23,0.04892248366707518
24,0.03968616044526783
25,0.036676950449183954
26,0.04110028575606687
27,0.03760976601971054
28,0.037928366955985664
29,0.03843038537158481
30,0.040722930621518966
31,0.029892096801446725
32,0.035540211082048315
33,0.042019698460418455
34,0.06351343784696534
35,0.040550967882051696
36,0.02814362385769105
37,0.04489659661919352
38,0.04432893875444185
39,0.03409632975058718
40,0.029882669646025234
41,0.052391246117707777
42,0.0410826216384438
43,0.03522457853209505
44,0.03299067307949696
45,0.039453087371363965
46,0.04240197569599574
47,0.031747441660884626
48,0.03497892601340992
49,0.030172486671478642
50,0.027170407958880392
51,0.03619945517178602
52,0.02568213377736371
53,0.048748879882856366
54,0.02454938329688884
55,0.03555159237787405
56,0.030557772614855722
57,0.03390335165107324
58,0.037995239378575296
59,0.061134753677367315
60,0.043739797986211554
61,0.05168676667803934
62,0.03759432629535562
63,0.03891931770193665
64,0.06711008476961045
65,0.03961123632960202
66,0.045034584751982354
67,0.03396503765222169
68,0.07512846432290894
69,0.031599870866650184
70,0.030542790515451525
71,0.06119354336020167
72,0.03364038482595754
73,0.03133455478459477
74,0.07371979635930906
75,0.0564718815034435
76,0.032829137841361454
77,0.061238958808582496
78,0.04057541283679589
79,0.03784184081937426
80,0.04526918595156815
81,0.04413368044655322
82,0.04630221576752941
83,0.04363579027676666
84,0.027821822061456943
85,0.04599830149533459
86,0.058232176261783807
87,0.05104007847013645
88,0.03749487383062498
89,0.029397658494964198
90,0.04421800171327134
91,0.03747018074026833
92,0.05312890456628769
93,0.036206994279289424
94,0.05647632421517769
95,0.035726111197947746
96,0.04016839682676816
97,0.05102180175777913
98,0.0386240331059983
99,0.042108344802801415
100,0.024283944213083025
101,0.04459460767200052
102,0.045341211132480304
103,0.05616149655199525
104,0.05288603713341709
105,0.01747493309790573
106,0.04832171629248048
107,0.03894724172969745
108,0.05257769840774325
109,0.01963259310489422
110,0.04389933312170711
111,0.02746122853823255
112,0.02841198082622038
113,0.06627488652349402
114,0.023186518965368583
115,0.02983668684548943
116,0.06910691676043446
117,0.024270393554545962
118,0.02266132506425665
119,0.0324795694812797
120,0.020794246863844724
121,0.027238529129769824
122,0.06664330443149243
123,0.026876845276010294
124,0.028364243429831525
125,0.02190312727017567
126,0.06118252789099587
127,0.03374444510632789
128,0.029403201900569043
129,0.0254615567799436
130,0.044074216302838
131,0.060752303515598245
132,0.02921083733079965
133,0.03507280289600607
134,0.05063225891240602
