1WN,1CNTZ,1CNTR,9WN,9CNTZ,9CNTR
21.85,244.0,124.0,17.16,185.0,272.0
26.12,156.0,144.0,20.23,212.0,249.0
28.91,246.0,260.0,23.07,260.0,223.0
29.71,259.0,273.0,26.32,271.0,229.0
34.32,283.0,195.0,30.23,174.0,302.0
39.87,283.0,230.0,30.67,267.0,292.0
40.35,195.0,139.0,35.06,91.0,236.0
41.89,155.0,236.0,36.82,301.0,266.0
43.53,292.0,232.0,39.2,120.0,192.0
46.6,210.0,196.0,42.26,211.0,320.0
50.69,264.0,187.0,45.87,298.0,263.0
52.4,238.0,171.0,48.4,169.0,293.0
55.22,302.0,181.0,48.97,143.0,225.0
61.94,285.0,154.0,51.06,97.0,188.0
63.93,266.0,174.0,55.06,279.0,238.0
66.41,248.0,181.0,61.22,239.0,202.0
67.45,288.0,212.0,69.45,210.0,206.0
71.79,198.0,161.0,69.62,243.0,212.0
75.97,275.0,159.0,74.42,284.0,235.0
84.69,231.0,267.0,76.18,198.0,121.0
86.03,125.0,316.0,81.36,140.0,177.0
87.35,147.0,295.0,85.49,266.0,245.0
88.94,198.0,310.0,91.05,132.0,344.0
94.97,272.0,255.0,97.1,321.0,233.0
97.12,216.0,227.0,100.14,130.0,97.0
99.86,245.0,157.0,105.62,202.0,271.0
106.12,270.0,116.0,107.91,165.0,266.0
115.89,168.0,301.0,108.5,52.0,165.0
117.3,298.0,141.0,112.17,124.0,119.0
118.58,182.0,197.0,119.01,182.0,309.0
122.32,275.0,109.0,121.45,224.0,238.0
127.88,201.0,122.0,128.08,243.0,175.0
133.52,134.0,175.0,135.5,102.0,156.0
139.8,230.0,129.0,138.2,219.0,220.0
141.41,165.0,225.0,143.43,157.0,250.0
159.33,193.0,127.0,145.25,79.0,144.0
161.67,106.0,337.0,156.61,197.0,172.0
166.26,298.0,112.0,158.51,143.0,126.0
171.48,218.0,147.0,162.91,226.0,81.0
177.13,317.0,82.0,169.63,314.0,185.0
180.99,221.0,204.0,171.74,238.0,70.0
187.27,324.0,198.0,189.91,347.0,293.0
189.46,277.0,133.0,193.27,75.0,57.0
198.93,308.0,117.0,197.48,297.0,179.0
210.9,288.0,66.0,199.16,42.0,130.0
214.8,203.0,70.0,213.96,312.0,163.0
224.01,286.0,67.0,230.75,308.0,207.0
227.07,80.0,325.0,239.99,170.0,336.0
236.86,324.0,166.0,246.59,289.0,257.0
246.19,302.0,107.0,248.19,324.0,306.0
248.86,329.0,135.0,254.17,154.0,201.0
253.55,114.0,54.0,257.65,187.0,217.0
257.69,230.0,271.0,259.03,103.0,360.0
259.82,101.0,332.0,262.98,272.0,225.0
262.64,103.0,306.0,264.77,209.0,273.0
267.94,267.0,217.0,268.67,195.0,164.0
270.21,128.0,140.0,272.23,81.0,384.0
275.96,92.0,265.0,273.36,18.0,141.0
277.54,241.0,231.0,275.52,74.0,130.0
280.49,220.0,63.0,280.66,364.0,338.0
282.96,374.0,385.0,281.61,291.0,160.0
287.64,319.0,222.0,291.0,282.0,136.0
298.09,344.0,320.0,297.75,117.0,382.0
304.07,164.0,300.0,299.44,340.0,324.0
308.09,225.0,242.0,313.81,54.0,154.0
323.98,391.0,367.0,318.29,359.0,340.0
329.32,81.0,17.0,325.91,191.0,234.0
339.5,366.0,356.0,332.18,228.0,204.0
343.55,289.0,179.0,336.88,293.0,275.0
347.3,127.0,314.0,343.74,315.0,260.0
348.97,335.0,297.0,352.83,292.0,282.0
360.04,204.0,342.0,357.89,317.0,257.0
366.56,329.0,223.0,361.52,111.0,90.0
375.17,304.0,217.0,373.05,328.0,279.0
380.19,373.0,357.0,380.9,361.0,332.0
388.77,100.0,37.0,400.56,257.0,304.0
394.48,26.0,305.0,415.55,322.0,198.0
403.77,310.0,149.0,419.46,314.0,112.0
424.15,343.0,204.0,427.67,328.0,262.0
428.18,280.0,327.0,434.25,286.0,197.0
429.26,322.0,310.0,440.29,221.0,314.0
443.85,123.0,34.0,442.1,309.0,185.0
445.03,382.0,341.0,446.67,356.0,324.0
453.02,337.0,84.0,451.92,281.0,180.0
454.79,369.0,336.0,456.24,41.0,228.0
461.83,354.0,97.0,457.42,333.0,302.0
