3CNTZ,3CNTR,3WN,5WN,5CNTZ,5CNTR
262.0,299.0,23.34,24.82,225.0,206.0
249.0,221.0,24.58,26.8,265.0,232.0
182.0,208.0,26.85,33.26,165.0,225.0
223.0,237.0,31.24,35.73,200.0,186.0
273.0,225.0,35.45,41.34,95.0,347.0
277.0,137.0,39.54,41.96,283.0,159.0
271.0,115.0,44.9,45.99,237.0,204.0
243.0,232.0,46.04,47.52,207.0,116.0
155.0,309.0,47.92,48.89,185.0,214.0
118.0,111.0,52.97,52.51,123.0,272.0
201.0,217.0,54.18,54.31,208.0,147.0
222.0,277.0,54.82,57.79,130.0,121.0
169.0,273.0,56.46,61.05,211.0,208.0
239.0,219.0,60.98,61.58,249.0,145.0
290.0,197.0,64.06,65.5,250.0,217.0
256.0,208.0,65.89,67.77,155.0,167.0
140.0,305.0,70.53,71.98,258.0,112.0
150.0,229.0,76.22,79.25,269.0,199.0
278.0,194.0,77.61,82.23,219.0,282.0
347.0,90.0,80.13,84.4,84.0,306.0
132.0,175.0,84.71,87.62,94.0,264.0
216.0,228.0,85.69,91.03,259.0,134.0
231.0,171.0,94.96,92.21,152.0,120.0
218.0,178.0,99.4,93.78,112.0,190.0
167.0,130.0,110.24,101.33,237.0,177.0
148.0,129.0,116.27,108.69,59.0,263.0
81.0,185.0,118.11,109.85,243.0,190.0
191.0,211.0,121.49,112.17,251.0,150.0
184.0,154.0,123.28,118.3,159.0,93.0
161.0,293.0,125.47,121.84,242.0,276.0
123.0,171.0,128.78,123.78,169.0,186.0
142.0,151.0,130.55,130.9,322.0,131.0
273.0,124.0,135.77,134.43,147.0,326.0
294.0,174.0,137.47,138.35,37.0,372.0
163.0,376.0,147.23,149.12,240.0,165.0
236.0,324.0,148.2,156.04,238.0,231.0
134.0,279.0,158.72,157.95,295.0,121.0
209.0,248.0,161.03,167.15,302.0,153.0
261.0,145.0,172.17,169.66,199.0,331.0
41.0,121.0,177.07,169.81,275.0,210.0
252.0,254.0,186.14,179.66,94.0,42.0
319.0,139.0,187.07,184.26,309.0,128.0
241.0,314.0,193.79,189.48,269.0,174.0
191.0,290.0,200.66,193.14,18.0,371.0
329.0,121.0,206.68,199.41,202.0,286.0
226.0,202.0,227.14,208.28,73.0,43.0
164.0,320.0,229.66,214.72,334.0,117.0
302.0,162.0,234.98,227.64,280.0,172.0
85.0,161.0,239.37,230.04,245.0,47.0
350.0,100.0,246.35,237.0,235.0,290.0
213.0,230.0,250.52,246.95,294.0,131.0
175.0,165.0,252.88,253.2,266.0,169.0
264.0,353.0,258.7,254.3,242.0,246.0
231.0,374.0,263.54,261.88,232.0,33.0
256.0,215.0,266.03,270.94,26.0,390.0
149.0,204.0,268.18,274.35,52.0,201.0
125.0,290.0,278.01,275.51,63.0,199.0
357.0,105.0,279.47,278.66,166.0,65.0
369.0,39.0,281.86,280.93,323.0,239.0
239.0,193.0,282.12,288.52,337.0,315.0
89.0,258.0,298.11,292.54,231.0,267.0
221.0,91.0,300.58,299.71,317.0,176.0
345.0,74.0,301.88,300.91,191.0,250.0
247.0,261.0,316.6,305.35,134.0,274.0
351.0,73.0,320.96,321.72,174.0,193.0
328.0,134.0,328.07,326.89,230.0,44.0
104.0,228.0,335.95,335.97,156.0,195.0
365.0,66.0,340.48,337.95,213.0,142.0
179.0,312.0,343.56,342.36,298.0,125.0
144.0,311.0,345.5,348.05,264.0,133.0
305.0,92.0,353.44,350.17,191.0,238.0
246.0,129.0,354.17,352.27,160.0,170.0
203.0,162.0,355.03,355.02,347.0,226.0
343.0,114.0,374.32,362.5,357.0,274.0
352.0,70.0,382.41,380.37,272.0,242.0
162.0,307.0,386.26,382.56,360.0,171.0
317.0,122.0,401.86,405.35,345.0,108.0
310.0,109.0,407.92,412.97,255.0,45.0
341.0,140.0,413.86,418.76,361.0,101.0
363.0,53.0,427.68,443.14,313.0,252.0
62.0,191.0,438.91,446.83,328.0,251.0
312.0,148.0,439.58,453.58,247.0,141.0
376.0,27.0,443.95,455.8,29.0,390.0
178.0,384.0,449.56,457.47,312.0,159.0
372.0,60.0,450.05,462.07,181.0,162.0
360.0,82.0,475.36,466.2,342.0,123.0
303.0,180.0,479.29,468.96,139.0,288.0
206.0,263.0,483.36,475.41,173.0,107.0
270.0,164.0,491.28,486.78,353.0,173.0
323.0,156.0,498.25,492.92,310.0,104.0
298.0,142.0,507.13,520.39,281.0,260.0
43.0,238.0,510.94,525.6,117.0,26.0
244.0,84.0,514.86,541.5,284.0,282.0
26.0,381.0,534.17,555.07,121.0,19.0
286.0,96.0,558.92,556.05,307.0,36.0
387.0,28.0,578.68,576.15,61.0,5.0
326.0,102.0,593.72,591.75,330.0,136.0
357.0,132.0,605.2,600.6,290.0,160.0
40.0,386.0,605.6,605.04,320.0,215.0
214.0,63.0,617.55,618.24,382.0,60.0
314.0,176.0,660.02,628.83,363.0,93.0
