,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,19.0,393.0,2924.35,22.0,395.0,2925.16
2,92.0,110.0,1439.62,88.0,111.0,1434.91
3,86.0,360.0,1445.4,83.0,363.0,1450.02
4,41.0,154.0,929.54,47.0,153.0,927.98
5,136.0,319.0,1274.02,142.0,317.0,1272.92
6,367.0,69.0,1427.53,370.0,75.0,1425.51
7,237.0,150.0,1008.93,245.0,151.0,1002.58
8,329.0,121.0,206.68,334.0,117.0,214.72
9,278.0,194.0,77.61,269.0,199.0,79.25
10,231.0,171.0,94.96,237.0,177.0,101.33
11,256.0,208.0,65.89,250.0,217.0,65.5
12,253.0,48.0,2972.26,259.0,49.0,2982.12
13,191.0,290.0,200.66,202.0,286.0,199.41
14,62.0,317.0,1437.71,56.0,309.0,1430.73
15,217.0,305.0,1082.47,214.0,293.0,1079.4
16,100.0,391.0,2904.45,92.0,382.0,2899.03
17,44.0,89.0,1415.47,41.0,102.0,1415.82
18,273.0,225.0,35.45,265.0,232.0,26.8
19,35.0,237.0,758.53,39.0,228.0,748.96
20,47.0,383.0,1421.93,42.0,370.0,1422.14
21,345.0,96.0,1236.71,338.0,108.0,1233.62
22,152.0,288.0,1427.64,140.0,289.0,1419.72
23,373.0,68.0,1432.33,383.0,62.0,1423.71
24,89.0,351.0,2947.44,80.0,355.0,2936.68
25,201.0,217.0,54.18,211.0,208.0,61.05
26,319.0,139.0,187.07,309.0,128.0,184.26
27,98.0,343.0,1248.41,90.0,336.0,1237.27
28,36.0,57.0,2958.17,30.0,48.0,2969.63
29,96.0,336.0,1278.17,109.0,345.0,1282.04
30,118.0,111.0,52.97,130.0,121.0,57.79
31,332.0,256.0,2954.05,321.0,250.0,2965.42
32,167.0,158.0,1439.99,170.0,156.0,1422.33
33,347.0,135.0,1058.12,335.0,135.0,1044.47
34,3.0,71.0,2908.83,21.0,68.0,2910.13
35,284.0,302.0,2957.86,268.0,298.0,2949.59
36,103.0,362.0,1287.35,121.0,365.0,1290.76
37,402.0,12.0,3059.73,387.0,4.0,3051.94
38,8.0,319.0,2899.93,8.0,300.0,2901.75
39,276.0,205.0,1237.03,263.0,219.0,1239.22
40,246.0,129.0,354.17,264.0,133.0,348.05
41,141.0,306.0,2938.56,157.0,317.0,2941.46
42,195.0,157.0,1416.27,199.0,155.0,1435.86
43,124.0,366.0,728.02,104.0,363.0,730.93
44,56.0,379.0,2914.89,36.0,380.0,2919.5
45,118.0,377.0,2910.77,102.0,366.0,2903.52
46,25.0,398.0,3017.79,8.0,400.0,3005.73
47,312.0,148.0,439.58,312.0,159.0,457.47
48,139.0,80.0,2901.0,132.0,63.0,2911.3
49,7.0,375.0,2995.0,28.0,378.0,2994.38
50,307.0,224.0,1310.13,301.0,244.0,1314.07
51,239.0,219.0,60.98,237.0,204.0,45.99
52,279.0,331.0,2910.46,287.0,350.0,2916.11
53,121.0,327.0,1288.85,136.0,311.0,1295.04
54,277.0,137.0,39.54,283.0,159.0,41.96
55,182.0,208.0,26.85,185.0,214.0,48.89
56,233.0,196.0,1251.99,256.0,197.0,1253.11
57,133.0,95.0,1423.95,146.0,81.0,1437.87
58,307.0,260.0,1241.34,330.0,266.0,1241.33
59,21.0,164.0,2929.68,32.0,143.0,2931.71
60,342.0,167.0,1412.93,356.0,171.0,1431.78
61,175.0,327.0,1298.96,195.0,322.0,1311.05
62,122.0,376.0,2902.75,98.0,375.0,2904.84
63,128.0,367.0,979.1,126.0,358.0,1001.96
64,205.0,245.0,2939.67,222.0,236.0,2924.06
65,292.0,213.0,1113.69,305.0,223.0,1132.34
66,245.0,60.0,2932.61,228.0,70.0,2917.29
67,302.0,162.0,234.98,280.0,172.0,227.64
68,235.0,25.0,2985.55,254.0,19.0,3001.26
69,167.0,130.0,110.24,152.0,120.0,92.21
70,199.0,57.0,1386.86,206.0,61.0,1362.41
71,157.0,355.0,755.15,175.0,354.0,736.48
72,215.0,254.0,1425.73,240.0,247.0,1425.09
73,377.0,70.0,1286.99,365.0,92.0,1294.84
74,132.0,175.0,84.71,112.0,190.0,93.78
75,250.0,113.0,2944.28,262.0,136.0,2951.44
76,229.0,281.0,966.16,248.0,292.0,982.67
77,109.0,260.0,1426.02,96.0,276.0,1444.27
78,281.0,183.0,1361.87,277.0,182.0,1334.3
79,222.0,277.0,54.82,219.0,282.0,82.23
80,203.0,162.0,355.03,213.0,142.0,337.95
81,249.0,221.0,24.58,225.0,206.0,24.82
82,247.0,261.0,316.6,231.0,267.0,292.54
83,145.0,322.0,935.82,146.0,348.0,921.72
84,218.0,178.0,99.4,243.0,190.0,109.85
85,51.0,16.0,2901.18,79.0,8.0,2893.77
86,271.0,115.0,44.9,258.0,112.0,71.98
87,190.0,329.0,1053.23,189.0,352.0,1033.66
88,357.0,132.0,605.2,330.0,136.0,591.75
89,67.0,288.0,1044.51,38.0,289.0,1054.53
90,78.0,356.0,1234.66,93.0,354.0,1261.53
91,78.0,312.0,1416.47,67.0,341.0,1420.65
92,273.0,124.0,135.77,295.0,121.0,157.95
93,36.0,136.0,1275.73,63.0,139.0,1259.99
94,247.0,330.0,753.75,217.0,338.0,758.66
95,317.0,122.0,401.86,345.0,108.0,405.35
96,30.0,395.0,1381.33,3.0,398.0,1365.36
97,126.0,348.0,2902.06,136.0,319.0,2909.81
98,86.0,388.0,2925.86,80.0,359.0,2914.63
99,77.0,240.0,862.67,59.0,266.0,864.68
100,305.0,100.0,2980.97,288.0,77.0,2994.93
101,371.0,326.0,2921.98,352.0,307.0,2939.53
102,73.0,91.0,1009.61,88.0,114.0,992.82
103,198.0,35.0,1314.34,203.0,30.0,1282.67
104,229.0,318.0,950.15,225.0,341.0,972.7
105,339.0,135.0,1021.49,317.0,149.0,1040.96
106,151.0,38.0,2913.28,183.0,32.0,2916.95
107,125.0,290.0,278.01,134.0,274.0,305.35
108,213.0,230.0,250.52,242.0,246.0,254.3
109,191.0,211.0,121.49,169.0,186.0,123.78
110,313.0,257.0,2936.64,295.0,269.0,2962.16
111,96.0,298.0,863.28,128.0,297.0,873.31
112,360.0,98.0,1059.77,328.0,105.0,1067.52
113,227.0,83.0,2985.69,219.0,115.0,2978.78
114,138.0,240.0,1011.92,142.0,268.0,993.2
115,209.0,248.0,161.03,238.0,231.0,156.04
116,171.0,300.0,1446.15,153.0,310.0,1419.0
117,317.0,337.0,2951.22,349.0,342.0,2962.73
118,328.0,134.0,328.07,298.0,125.0,342.36
119,52.0,169.0,1156.31,76.0,149.0,1170.92
120,59.0,256.0,1164.19,74.0,227.0,1152.56
121,261.0,145.0,172.17,269.0,174.0,189.48
122,154.0,295.0,2968.53,187.0,285.0,2964.16
123,43.0,16.0,2944.46,43.0,14.0,2979.28
124,333.0,117.0,2960.15,309.0,138.0,2943.56
