,0
0,3.9
1,7.58
2,8.49
3,11.48
4,12.83
5,13.94
6,15.15
7,19.15
8,23.94
9,24.62
10,29.68
11,31.83
12,34.43
13,34.78
14,37.74
15,40.11
16,44.24
17,46.29
18,53.41
19,55.67
20,58.77
21,60.37
22,62.55
23,70.2
24,75.24
25,77.11
26,79.43
27,86.88
28,93.67
29,99.43
30,108.54
31,109.77
32,115.58
33,121.02
34,122.71
35,124.05
36,128.31
37,133.16
38,138.01
39,140.66
40,149.95
41,153.06
42,158.4
43,164.89
44,167.51
45,170.15
46,174.04
47,180.11
48,191.6
49,208.3
50,212.96
51,216.7
52,220.34
53,225.27
54,227.25
55,230.45
56,242.36
57,256.46
58,260.83
59,261.78
60,262.06
61,273.84
62,279.92
63,287.21
64,291.84
65,299.77
66,301.62
67,308.78
68,309.54
69,316.22
70,325.24
71,329.87
72,331.71
73,347.54
74,352.84
75,355.21
76,361.2
77,363.07
78,369.73
79,375.95
80,385.43
81,387.71
82,406.25
83,415.53
84,418.6
85,421.51
86,433.68
87,438.09
88,447.65
89,455.17
90,462.63
91,470.33
92,475.9
93,490.23
94,496.92
95,514.69
96,515.25
97,530.15
98,532.17
99,533.55
100,557.4
101,566.68
102,568.55
103,574.36
104,587.48
105,605.09
106,609.91
107,649.61
108,650.27
109,715.93
110,719.82
111,723.88
112,728.92
113,729.66
114,732.08
115,733.59
116,740.37
117,749.08
118,754.5
119,757.38
120,758.82
121,762.92
122,765.15
123,775.15
124,794.51
125,796.58
126,801.77
127,803.78
128,808.71
129,820.9
130,828.07
131,830.92
132,841.68
133,841.98
134,842.8
135,848.37
136,857.11
137,868.25
138,876.32
139,883.88
140,884.24
141,886.32
142,887.87
143,894.89
144,897.4
145,912.27
146,913.87
147,913.9
148,932.28
149,934.87
150,940.82
151,943.17
152,945.08
153,945.57
154,955.66
155,964.68
156,967.23
157,978.95
158,979.8
159,988.5
160,990.14
161,991.39
162,995.71
163,1000.82
164,1003.24
165,1006.58
166,1007.65
167,1012.89
168,1014.5
169,1016.52
170,1026.41
171,1029.14
172,1029.64
173,1032.04
174,1033.57
175,1039.69
176,1040.5
177,1043.4
178,1045.28
179,1051.51
180,1052.86
181,1054.64
182,1055.75
183,1057.24
184,1063.1
185,1067.63
186,1068.88
187,1078.13
188,1079.34
189,1080.74
190,1089.66
191,1092.57
192,1098.28
193,1102.27
194,1109.82
195,1118.12
196,1118.49
197,1122.86
198,1123.95
199,1138.11
200,1148.2
201,1149.85
202,1156.67
203,1159.4
204,1178.63
205,1183.47
206,1187.89
207,1194.11
208,1197.65
209,1206.38
210,1207.19
211,1210.62
212,1218.21
213,1220.42
214,1222.86
215,1224.28
216,1228.97
217,1233.7
218,1234.29
219,1237.09
220,1241.29
221,1247.87
222,1249.24
223,1252.59
224,1258.97
225,1261.09
226,1261.86
227,1262.53
228,1262.96
229,1263.7
230,1265.99
231,1270.23
232,1273.2
233,1280.69
234,1283.07
235,1283.8
236,1284.62
237,1286.0
238,1289.18
239,1290.08
240,1290.3
241,1290.34
242,1291.11
243,1294.44
244,1296.2
245,1302.45
246,1304.78
247,1308.06
248,1308.94
249,1312.1
250,1313.42
251,1328.4
252,1328.55
253,1331.63
254,1336.37
255,1339.53
256,1340.13
257,1340.42
258,1341.37
259,1346.07
260,1351.1
261,1353.59
262,1354.98
263,1355.32
264,1355.86
265,1357.64
266,1362.12
267,1363.53
268,1364.03
269,1364.51
270,1365.4
271,1368.28
272,1378.09
273,1384.3
274,1384.36
275,1386.65
276,1392.29
277,1395.14
278,1409.99
279,1410.28
280,1410.64
281,1412.77
282,1416.19
283,1416.28
284,1416.79
285,1417.0
286,1417.36
287,1418.13
288,1418.3
289,1419.94
290,1421.09
291,1421.67
292,1421.88
293,1423.17
294,1423.86
295,1424.15
296,1424.59
297,1426.49
298,1428.66
299,1428.98
300,1429.21
301,1429.47
302,1430.35
303,1431.15
304,1434.75
305,1435.86
306,1436.97
307,1437.42
308,1437.89
309,1439.74
310,1440.12
311,1442.44
312,1443.01
313,1443.48
314,1447.3
315,1447.86
316,1448.6
317,1451.25
318,1456.68
319,1473.88
320,1664.26
321,1667.13
322,1742.45
323,1760.77
324,2862.7
325,2882.68
326,2898.54
327,2900.2
328,2901.16
329,2901.2
330,2901.69
331,2903.52
332,2904.1
333,2906.0
334,2906.31
335,2907.82
336,2909.89
337,2910.2
338,2910.36
339,2911.61
340,2912.51
341,2912.75
342,2914.52
343,2915.35
344,2915.7
345,2917.48
346,2918.13
347,2918.78
348,2921.42
349,2922.38
350,2923.03
351,2924.36
352,2924.73
353,2924.94
354,2926.81
355,2927.47
356,2935.73
357,2936.42
358,2937.3
359,2940.12
360,2941.52
361,2941.59
362,2942.65
363,2944.49
364,2945.53
365,2946.43
366,2946.8
367,2947.03
368,2948.41
369,2949.64
370,2950.11
371,2952.82
372,2954.03
373,2955.25
374,2963.29
375,2963.82
376,2963.91
377,2964.3
378,2965.41
379,2966.23
380,2968.11
381,2971.06
382,2972.63
383,2974.27
384,2981.67
385,2984.19
386,2991.28
387,2993.52
388,2994.26
389,2996.11
390,2998.21
391,3000.71
392,3002.34
393,3002.66
394,3003.49
395,3008.8
396,3011.58
397,3012.92
398,3016.38
399,3028.62
400,3032.93
401,3034.12
402,3037.86
403,3042.93
404,3060.58
405,3064.59
406,3066.05
407,3086.1
