7CNTR
289.0
328.0
132.0
210.0
265.0
285.0
264.0
268.0
206.0
216.0
198.0
289.0
180.0
253.0
249.0
201.0
267.0
300.0
245.0
326.0
217.0
249.0
253.0
129.0
130.0
104.0
136.0
259.0
240.0
178.0
100.0
278.0
262.0
301.0
150.0
72.0
167.0
292.0
142.0
92.0
167.0
242.0
303.0
195.0
147.0
74.0
322.0
306.0
177.0
151.0
290.0
268.0
292.0
149.0
282.0
325.0
334.0
349.0
152.0
77.0
244.0
345.0
144.0
251.0
118.0
88.0
382.0
355.0
357.0
202.0
223.0
317.0
367.0
300.0
286.0
59.0
46.0
221.0
314.0
320.0
347.0
97.0
272.0
349.0
328.0
280.0
115.0
297.0
280.0
282.0
230.0
2.0
326.0
62.0
257.0
212.0
48.0
360.0
185.0
196.0
154.0
390.0
48.0
114.0
1.0
173.0
316.0
277.0
49.0
276.0
116.0
124.0
78.0
65.0
204.0
311.0
23.0
103.0
343.0
107.0
374.0
106.0
25.0
82.0
11.0
376.0
223.0
84.0
332.0
189.0
25.0
324.0
36.0
213.0
84.0
360.0
50.0
225.0
284.0
255.0
371.0
122.0
29.0
342.0
381.0
43.0
162.0
186.0
85.0
214.0
242.0
41.0
90.0
124.0
123.0
47.0
338.0
89.0
193.0
9.0
251.0
332.0
237.0
15.0
201.0
31.0
68.0
274.0
247.0
58.0
156.0
101.0
275.0
337.0
169.0
387.0
340.0
310.0
285.0
322.0
75.0
278.0
180.0
55.0
34.0
209.0
189.0
133.0
106.0
377.0
304.0
148.0
352.0
62.0
8.0
294.0
220.0
319.0
38.0
380.0
262.0
128.0
44.0
385.0
157.0
30.0
298.0
247.0
257.0
213.0
371.0
331.0
26.0
154.0
59.0
171.0
333.0
32.0
198.0
295.0
139.0
144.0
287.0
270.0
307.0
221.0
21.0
45.0
241.0
228.0
339.0
187.0
34.0
27.0
205.0
315.0
263.0
90.0
32.0
160.0
373.0
70.0
208.0
66.0
81.0
96.0
172.0
344.0
129.0
52.0
303.0
4.0
145.0
359.0
270.0
87.0
176.0
307.0
206.0
113.0
170.0
72.0
369.0
195.0
191.0
182.0
227.0
396.0
141.0
99.0
380.0
378.0
392.0
173.0
54.0
226.0
138.0
138.0
175.0
234.0
295.0
227.0
272.0
216.0
137.0
394.0
109.0
165.0
200.0
231.0
125.0
97.0
80.0
396.0
190.0
335.0
183.0
377.0
117.0
233.0
388.0
121.0
111.0
237.0
260.0
207.0
309.0
60.0
132.0
391.0
73.0
345.0
385.0
386.0
100.0
110.0
12.0
183.0
364.0
296.0
308.0
364.0
68.0
76.0
161.0
354.0
314.0
235.0
8.0
166.0
384.0
5.0
21.0
350.0
159.0
156.0
230.0
35.0
41.0
321.0
238.0
4.0
134.0
94.0
23.0
351.0
109.0
354.0
57.0
255.0
117.0
142.0
347.0
0.0
362.0
368.0
6.0
14.0
159.0
232.0
149.0
16.0
18.0
370.0
243.0
330.0
338.0
19.0
38.0
54.0
91.0
401.0
312.0
103.0
95.0
258.0
398.0
70.0
19.0
80.0
192.0
63.0
52.0
66.0
127.0
362.0
366.0
219.0
39.0
119.0
178.0
187.0
357.0
13.0
163.0
13.0
394.0
399.0
398.0
373.0
402.0
392.0
