6WN,6CNTZ,6CNTR,7WN,7CNTZ,7CNTR
25.15,264.0,231.0,20.11,281.0,289.0
28.0,198.0,247.0,22.84,321.0,328.0
31.07,287.0,212.0,29.17,93.0,132.0
32.7,176.0,267.0,30.79,157.0,210.0
34.31,183.0,255.0,33.88,166.0,265.0
36.55,207.0,303.0,35.3,215.0,285.0
39.11,249.0,266.0,37.88,286.0,264.0
41.48,155.0,226.0,40.22,296.0,268.0
42.66,250.0,234.0,44.19,191.0,206.0
48.67,165.0,209.0,48.6,223.0,216.0
50.83,281.0,241.0,50.18,234.0,198.0
53.6,271.0,192.0,51.58,260.0,289.0
57.42,150.0,201.0,55.33,186.0,180.0
60.15,111.0,140.0,58.04,177.0,253.0
65.09,238.0,166.0,63.05,135.0,249.0
66.69,290.0,188.0,63.92,186.0,201.0
75.56,301.0,286.0,68.18,291.0,267.0
77.16,199.0,164.0,72.95,310.0,300.0
85.3,244.0,217.0,78.54,281.0,245.0
88.27,148.0,173.0,82.57,86.0,326.0
93.44,177.0,171.0,87.11,272.0,217.0
96.99,203.0,147.0,90.76,130.0,249.0
100.7,247.0,249.0,92.87,163.0,253.0
108.42,300.0,257.0,94.67,183.0,129.0
113.72,143.0,319.0,97.03,209.0,130.0
114.88,253.0,211.0,100.51,165.0,104.0
121.01,221.0,116.0,103.28,170.0,136.0
122.66,162.0,56.0,109.47,314.0,259.0
124.94,77.0,122.0,115.84,301.0,240.0
126.42,215.0,125.0,122.28,174.0,178.0
129.42,175.0,321.0,124.43,104.0,100.0
134.01,231.0,255.0,128.07,198.0,278.0
137.75,244.0,181.0,135.58,217.0,262.0
143.36,132.0,149.0,140.04,106.0,301.0
148.55,278.0,176.0,141.84,136.0,150.0
150.86,151.0,129.0,147.47,156.0,72.0
153.75,275.0,120.0,153.85,259.0,167.0
154.87,236.0,307.0,160.08,99.0,292.0
161.44,202.0,282.0,161.73,158.0,142.0
166.38,294.0,169.0,167.2,195.0,92.0
181.18,237.0,178.0,171.32,285.0,167.0
182.84,325.0,246.0,181.0,255.0,242.0
191.5,226.0,218.0,188.24,336.0,303.0
194.15,177.0,208.0,195.79,314.0,195.0
204.21,191.0,213.0,201.66,266.0,147.0
212.58,223.0,160.0,207.77,90.0,74.0
222.28,99.0,212.0,213.75,319.0,322.0
226.75,297.0,126.0,216.72,286.0,306.0
232.67,234.0,182.0,230.62,262.0,177.0
239.64,263.0,241.0,234.92,249.0,151.0
240.16,297.0,182.0,244.33,295.0,290.0
248.61,128.0,343.0,245.38,295.0,268.0
254.0,95.0,136.0,247.05,124.0,292.0
262.83,126.0,361.0,248.31,94.0,149.0
266.0,290.0,202.0,257.56,289.0,282.0
267.44,226.0,174.0,260.52,178.0,325.0
278.07,311.0,107.0,267.81,27.0,334.0
282.41,263.0,150.0,273.79,352.0,349.0
289.58,158.0,145.0,274.33,139.0,152.0
296.52,91.0,224.0,275.69,82.0,77.0
300.77,209.0,227.0,284.43,244.0,244.0
303.45,337.0,354.0,295.34,348.0,345.0
308.65,168.0,230.0,296.94,170.0,144.0
309.76,321.0,305.0,304.28,282.0,251.0
313.02,319.0,282.0,307.58,181.0,118.0
