,0
20.85,218.0
24.14,161.0
28.36,236.0
30.75,192.0
31.84,224.0
34.15,226.0
37.08,154.0
40.38,236.0
42.78,279.0
42.84,247.0
46.62,102.0
49.9,194.0
55.14,56.0
56.53,192.0
57.89,250.0
62.48,197.0
69.66,149.0
74.11,202.0
76.63,118.0
80.87,203.0
83.71,245.0
84.72,142.0
85.85,231.0
97.05,383.0
103.08,340.0
104.63,336.0
108.47,113.0
116.12,168.0
119.68,176.0
123.31,269.0
130.85,250.0
132.36,121.0
137.76,130.0
139.57,220.0
145.73,114.0
156.82,98.0
163.76,241.0
165.21,160.0
170.2,84.0
177.98,280.0
183.9,102.0
186.88,67.0
194.45,100.0
207.92,104.0
213.47,334.0
216.06,127.0
223.17,84.0
232.84,301.0
242.07,78.0
247.12,255.0
247.51,370.0
251.08,204.0
261.95,289.0
269.51,296.0
270.94,324.0
272.55,383.0
279.23,314.0
280.17,22.0
285.16,154.0
293.5,44.0
298.07,135.0
302.6,180.0
317.67,177.0
323.52,146.0
328.18,62.0
333.21,205.0
340.2,183.0
342.13,196.0
351.45,183.0
352.0,144.0
357.71,166.0
363.59,91.0
366.71,159.0
371.64,75.0
383.92,33.0
384.98,291.0
407.28,63.0
411.71,67.0
425.39,239.0
430.3,189.0
434.51,227.0
435.64,152.0
446.37,82.0
449.96,47.0
458.97,45.0
460.69,30.0
485.39,32.0
487.13,242.0
490.95,100.0
493.27,167.0
506.59,121.0
516.51,375.0
548.65,370.0
549.76,95.0
561.16,23.0
579.63,362.0
584.51,109.0
597.3,51.0
612.53,213.0
632.53,80.0
644.22,140.0
658.28,8.0
671.02,190.0
701.94,94.0
711.94,179.0
715.86,266.0
720.06,228.0
725.58,357.0
728.43,368.0
729.93,106.0
732.25,324.0
737.37,316.0
739.73,368.0
751.06,292.0
753.0,175.0
763.11,346.0
772.79,256.0
778.21,359.0
786.78,208.0
798.91,13.0
801.24,172.0
803.46,215.0
808.22,294.0
816.06,157.0
828.63,211.0
829.51,348.0
835.04,65.0
835.42,321.0
836.22,71.0
847.15,314.0
847.26,334.0
856.31,119.0
862.71,344.0
869.58,137.0
872.52,261.0
888.56,310.0
890.47,25.0
893.17,254.0
898.04,285.0
905.95,258.0
911.72,306.0
919.14,49.0
919.74,246.0
928.83,170.0
929.42,209.0
931.08,282.0
948.92,7.0
950.93,295.0
952.22,185.0
965.15,158.0
971.1,169.0
971.44,374.0
976.88,155.0
980.39,395.0
982.25,352.0
991.85,339.0
992.39,200.0
993.43,127.0
1005.92,319.0
1007.37,331.0
1009.2,232.0
1009.91,304.0
1010.81,248.0
1017.4,325.0
1022.6,252.0
1024.23,216.0
1026.36,89.0
1029.77,146.0
1030.76,340.0
1035.09,211.0
1040.6,278.0
1041.09,200.0
1042.14,188.0
1045.32,40.0
1045.5,69.0
1049.92,252.0
1050.39,135.0
1052.2,109.0
1053.99,332.0
1057.02,120.0
1069.42,25.0
1071.79,123.0
1078.32,198.0
1085.14,328.0
1094.48,244.0
1095.05,234.0
1097.1,221.0
1098.23,268.0
1106.07,230.0
1117.42,11.0
1119.05,19.0
1125.74,215.0
1127.83,194.0
1135.53,126.0
1144.03,303.0
1155.69,307.0
1156.9,181.0
1173.29,133.0
1178.83,377.0
1184.15,53.0
1193.46,16.0
1198.55,264.0
1200.61,235.0
1207.18,229.0
1207.6,52.0
1208.47,264.0
1213.37,319.0
1228.52,249.0
1233.25,362.0
1238.57,159.0
1240.41,72.0
1240.43,263.0
1241.51,268.0
1246.59,306.0
1248.36,98.0
1249.32,300.0
1250.76,139.0
1251.69,87.0
1255.55,110.0
1257.22,297.0
1261.44,297.0
1265.18,128.0
1266.15,344.0
1269.5,131.0
1274.08,260.0
1274.3,224.0
1277.62,270.0
1282.1,347.0
1282.37,360.0
1285.2,124.0
1287.19,271.0
1288.58,341.0
1290.01,90.0
1292.04,187.0
1292.51,310.0
1295.5,164.0
1296.5,285.0
1298.1,93.0
1299.24,77.0
1300.32,36.0
1303.93,299.0
1306.55,133.0
1308.22,355.0
1311.61,301.0
1313.39,49.0
1315.15,277.0
1319.26,96.0
1329.71,208.0
1337.04,198.0
1339.5,151.0
1340.95,61.0
1341.82,185.0
1348.01,327.0
1350.53,349.0
1352.92,327.0
1354.29,113.0
1355.31,142.0
1355.64,42.0
1358.31,288.0
1358.67,395.0
1360.47,275.0
1360.65,284.0
1361.87,262.0
1362.33,289.0
1363.14,379.0
1374.05,41.0
1376.64,116.0
1385.14,388.0
1386.8,22.0
1387.6,73.0
1393.78,4.0
1396.37,9.0
1405.08,18.0
1410.43,365.0
1412.41,230.0
1412.55,69.0
1413.26,254.0
1414.34,312.0
1415.22,60.0
1416.31,355.0
1418.0,219.0
1418.37,27.0
1418.48,165.0
1419.24,163.0
1419.84,333.0
1421.72,81.0
1422.45,281.0
1423.47,364.0
1425.31,330.0
1426.07,38.0
1426.55,72.0
1427.13,291.0
