8CNTZ,8CNTR,8WN,9WN,9CNTZ,9CNTR
97.0,329.0,23.75,17.16,185.0,272.0
134.0,287.0,24.4,20.23,212.0,249.0
108.0,283.0,26.13,23.07,260.0,223.0
276.0,240.0,28.62,26.32,271.0,229.0
254.0,167.0,33.52,30.23,174.0,302.0
279.0,194.0,36.44,30.67,267.0,292.0
173.0,220.0,38.11,35.06,91.0,236.0
149.0,245.0,41.82,36.82,301.0,266.0
304.0,188.0,46.17,39.2,120.0,192.0
145.0,205.0,46.97,42.26,211.0,320.0
270.0,296.0,50.7,45.87,298.0,263.0
114.0,212.0,56.93,48.4,169.0,293.0
235.0,241.0,59.65,48.97,143.0,225.0
312.0,96.0,64.18,51.06,97.0,188.0
296.0,147.0,67.88,55.06,279.0,238.0
321.0,228.0,68.71,61.22,239.0,202.0
299.0,185.0,76.51,69.45,210.0,206.0
102.0,270.0,80.73,69.62,243.0,212.0
231.0,224.0,86.52,74.42,284.0,235.0
162.0,234.0,88.51,76.18,198.0,121.0
202.0,147.0,89.63,81.36,140.0,177.0
0.0,0.0,94.12,85.49,266.0,245.0
265.0,93.0,98.73,91.05,132.0,344.0
250.0,208.0,100.8,97.1,321.0,233.0
266.0,134.0,101.89,100.14,130.0,97.0
221.0,55.0,103.32,105.62,202.0,271.0
199.0,108.0,110.45,107.91,165.0,266.0
140.0,133.0,113.49,108.5,52.0,165.0
128.0,230.0,114.93,112.17,124.0,119.0
74.0,312.0,122.8,119.01,182.0,309.0
309.0,114.0,126.66,121.45,224.0,238.0
274.0,92.0,128.58,128.08,243.0,175.0
90.0,294.0,131.06,135.5,102.0,156.0
164.0,209.0,138.33,138.2,219.0,220.0
238.0,236.0,140.47,143.43,157.0,250.0
301.0,204.0,141.46,145.25,79.0,144.0
285.0,243.0,142.37,156.61,197.0,172.0
279.0,141.0,156.02,158.51,143.0,126.0
169.0,206.0,167.26,162.91,226.0,81.0
90.0,281.0,172.53,169.63,314.0,185.0
308.0,109.0,179.7,171.74,238.0,70.0
105.0,259.0,191.05,189.91,347.0,293.0
187.0,245.0,196.78,193.27,75.0,57.0
287.0,164.0,200.24,197.48,297.0,179.0
258.0,153.0,206.19,199.16,42.0,130.0
204.0,176.0,209.28,213.96,312.0,163.0
305.0,74.0,214.17,230.75,308.0,207.0
324.0,81.0,224.37,239.99,170.0,336.0
221.0,283.0,237.13,246.59,289.0,257.0
59.0,314.0,243.81,248.19,324.0,306.0
336.0,112.0,254.12,254.17,154.0,201.0
34.0,364.0,258.84,257.65,187.0,217.0
69.0,349.0,263.74,259.03,103.0,360.0
84.0,331.0,265.72,262.98,272.0,225.0
138.0,249.0,266.38,264.77,209.0,273.0
272.0,102.0,275.86,268.67,195.0,164.0
352.0,85.0,278.87,272.23,81.0,384.0
315.0,128.0,281.23,273.36,18.0,141.0
268.0,137.0,286.18,275.52,74.0,130.0
316.0,139.0,290.4,280.66,364.0,338.0
343.0,130.0,291.59,281.61,291.0,160.0
