1CNTZ,1CNTR,1WN,5WN,5CNTZ,5CNTR
244.0,124.0,21.85,24.82,225.0,206.0
156.0,144.0,26.12,26.8,265.0,232.0
246.0,260.0,28.91,33.26,165.0,225.0
259.0,273.0,29.71,35.73,200.0,186.0
283.0,195.0,34.32,41.34,95.0,347.0
283.0,230.0,39.87,41.96,283.0,159.0
195.0,139.0,40.35,45.99,237.0,204.0
155.0,236.0,41.89,47.52,207.0,116.0
292.0,232.0,43.53,48.89,185.0,214.0
210.0,196.0,46.6,52.51,123.0,272.0
264.0,187.0,50.69,54.31,208.0,147.0
238.0,171.0,52.4,57.79,130.0,121.0
302.0,181.0,55.22,61.05,211.0,208.0
285.0,154.0,61.94,61.58,249.0,145.0
266.0,174.0,63.93,65.5,250.0,217.0
248.0,181.0,66.41,67.77,155.0,167.0
288.0,212.0,67.45,71.98,258.0,112.0
198.0,161.0,71.79,79.25,269.0,199.0
275.0,159.0,75.97,82.23,219.0,282.0
231.0,267.0,84.69,84.4,84.0,306.0
125.0,316.0,86.03,87.62,94.0,264.0
147.0,295.0,87.35,91.03,259.0,134.0
198.0,310.0,88.94,92.21,152.0,120.0
272.0,255.0,94.97,93.78,112.0,190.0
216.0,227.0,97.12,101.33,237.0,177.0
245.0,157.0,99.86,108.69,59.0,263.0
270.0,116.0,106.12,109.85,243.0,190.0
168.0,301.0,115.89,112.17,251.0,150.0
298.0,141.0,117.3,118.3,159.0,93.0
182.0,197.0,118.58,121.84,242.0,276.0
275.0,109.0,122.32,123.78,169.0,186.0
201.0,122.0,127.88,130.9,322.0,131.0
134.0,175.0,133.52,134.43,147.0,326.0
230.0,129.0,139.8,138.35,37.0,372.0
165.0,225.0,141.41,149.12,240.0,165.0
193.0,127.0,159.33,156.04,238.0,231.0
106.0,337.0,161.67,157.95,295.0,121.0
298.0,112.0,166.26,167.15,302.0,153.0
218.0,147.0,171.48,169.66,199.0,331.0
317.0,82.0,177.13,169.81,275.0,210.0
221.0,204.0,180.99,179.66,94.0,42.0
324.0,198.0,187.27,184.26,309.0,128.0
277.0,133.0,189.46,189.48,269.0,174.0
308.0,117.0,198.93,193.14,18.0,371.0
288.0,66.0,210.9,199.41,202.0,286.0
203.0,70.0,214.8,208.28,73.0,43.0
286.0,67.0,224.01,214.72,334.0,117.0
80.0,325.0,227.07,227.64,280.0,172.0
324.0,166.0,236.86,230.04,245.0,47.0
302.0,107.0,246.19,237.0,235.0,290.0
329.0,135.0,248.86,246.95,294.0,131.0
114.0,54.0,253.55,253.2,266.0,169.0
230.0,271.0,257.69,254.3,242.0,246.0
101.0,332.0,259.82,261.88,232.0,33.0
103.0,306.0,262.64,270.94,26.0,390.0
267.0,217.0,267.94,274.35,52.0,201.0
128.0,140.0,270.21,275.51,63.0,199.0
92.0,265.0,275.96,278.66,166.0,65.0
241.0,231.0,277.54,280.93,323.0,239.0
220.0,63.0,280.49,288.52,337.0,315.0
374.0,385.0,282.96,292.54,231.0,267.0
319.0,222.0,287.64,299.71,317.0,176.0
344.0,320.0,298.09,300.91,191.0,250.0
164.0,300.0,304.07,305.35,134.0,274.0
225.0,242.0,308.09,321.72,174.0,193.0
391.0,367.0,323.98,326.89,230.0,44.0
81.0,17.0,329.32,335.97,156.0,195.0
366.0,356.0,339.5,337.95,213.0,142.0
289.0,179.0,343.55,342.36,298.0,125.0
127.0,314.0,347.3,348.05,264.0,133.0
335.0,297.0,348.97,350.17,191.0,238.0
204.0,342.0,360.04,352.27,160.0,170.0
329.0,223.0,366.56,355.02,347.0,226.0
304.0,217.0,375.17,362.5,357.0,274.0
373.0,357.0,380.19,380.37,272.0,242.0
100.0,37.0,388.77,382.56,360.0,171.0
26.0,305.0,394.48,405.35,345.0,108.0
310.0,149.0,403.77,412.97,255.0,45.0
343.0,204.0,424.15,418.76,361.0,101.0
280.0,327.0,428.18,443.14,313.0,252.0
322.0,310.0,429.26,446.83,328.0,251.0
123.0,34.0,443.85,453.58,247.0,141.0
382.0,341.0,445.03,455.8,29.0,390.0
337.0,84.0,453.02,457.47,312.0,159.0
369.0,336.0,454.79,462.07,181.0,162.0
354.0,97.0,461.83,466.2,342.0,123.0
300.0,220.0,469.05,468.96,139.0,288.0
341.0,104.0,492.76,475.41,173.0,107.0
86.0,23.0,502.98,486.78,353.0,173.0
174.0,226.0,511.71,492.92,310.0,104.0
158.0,250.0,518.25,520.39,281.0,260.0
328.0,81.0,520.11,525.6,117.0,26.0
144.0,6.0,533.12,541.5,284.0,282.0
340.0,31.0,551.76,555.07,121.0,19.0
321.0,178.0,563.72,556.05,307.0,36.0
123.0,368.0,565.0,576.15,61.0,5.0
365.0,111.0,573.44,591.75,330.0,136.0
87.0,377.0,579.75,600.6,290.0,160.0
372.0,308.0,582.75,605.04,320.0,215.0
