1CNTR
124.0
144.0
260.0
273.0
195.0
230.0
139.0
236.0
232.0
196.0
187.0
171.0
181.0
154.0
174.0
181.0
212.0
161.0
159.0
267.0
316.0
295.0
310.0
255.0
227.0
157.0
116.0
301.0
141.0
197.0
109.0
122.0
175.0
129.0
225.0
127.0
337.0
112.0
147.0
82.0
204.0
198.0
133.0
117.0
66.0
70.0
67.0
325.0
166.0
107.0
135.0
54.0
271.0
332.0
306.0
217.0
140.0
265.0
231.0
63.0
385.0
222.0
320.0
300.0
242.0
367.0
17.0
356.0
179.0
314.0
297.0
342.0
223.0
217.0
357.0
37.0
305.0
149.0
204.0
327.0
310.0
34.0
341.0
84.0
336.0
97.0
220.0
104.0
23.0
226.0
250.0
81.0
6.0
31.0
178.0
368.0
111.0
377.0
308.0
6.0
12.0
361.0
46.0
41.0
25.0
38.0
287.0
267.0
97.0
325.0
162.0
186.0
303.0
137.0
180.0
284.0
68.0
77.0
89.0
352.0
96.0
187.0
303.0
163.0
26.0
282.0
323.0
364.0
298.0
86.0
327.0
201.0
219.0
71.0
173.0
346.0
116.0
129.0
62.0
75.0
333.0
293.0
136.0
101.0
150.0
308.0
321.0
164.0
240.0
247.0
71.0
111.0
320.0
52.0
171.0
120.0
268.0
99.0
250.0
315.0
73.0
246.0
60.0
158.0
184.0
149.0
289.0
95.0
50.0
188.0
262.0
365.0
125.0
209.0
324.0
164.0
252.0
36.0
202.0
237.0
38.0
92.0
213.0
202.0
240.0
91.0
13.0
317.0
389.0
83.0
106.0
355.0
307.0
109.0
35.0
244.0
132.0
104.0
283.0
208.0
371.0
182.0
366.0
339.0
144.0
137.0
29.0
335.0
65.0
298.0
362.0
93.0
236.0
279.0
290.0
258.0
89.0
76.0
48.0
23.0
114.0
301.0
261.0
43.0
287.0
44.0
193.0
73.0
100.0
118.0
260.0
270.0
318.0
169.0
170.0
197.0
79.0
50.0
206.0
122.0
55.0
318.0
59.0
228.0
32.0
339.0
233.0
333.0
293.0
62.0
40.0
15.0
142.0
253.0
210.0
105.0
249.0
145.0
98.0
155.0
313.0
130.0
345.0
264.0
233.0
40.0
16.0
388.0
358.0
5.0
393.0
377.0
151.0
389.0
28.0
17.0
225.0
276.0
257.0
60.0
289.0
274.0
115.0
147.0
247.0
238.0
256.0
279.0
167.0
335.0
68.0
374.0
243.0
351.0
190.0
343.0
397.0
120.0
383.0
57.0
153.0
285.0
220.0
329.0
391.0
56.0
139.0
235.0
362.0
340.0
206.0
383.0
376.0
379.0
384.0
4.0
3.0
185.0
273.0
193.0
282.0
103.0
270.0
127.0
133.0
295.0
91.0
199.0
87.0
192.0
375.0
213.0
209.0
312.0
7.0
86.0
391.0
347.0
124.0
43.0
371.0
399.0
52.0
33.0
78.0
46.0
19.0
251.0
175.0
25.0
275.0
216.0
277.0
349.0
157.0
360.0
84.0
166.0
28.0
380.0
48.0
190.0
76.0
243.0
370.0
359.0
331.0
176.0
56.0
349.0
394.0
291.0
393.0
346.0
154.0
330.0
257.0
21.0
21.0
8.0
214.0
281.0
19.0
396.0
352.0
222.0
387.0
401.0
11.0
9.0
10.0
354.0
1.0
367.0
381.0
1.0
399.0
400.0
397.0
373.0
380.0
265.0
