1WN,1CNTZ,1CNTR,5WN,5CNTZ,5CNTR
21.85,244.0,124.0,24.82,225.0,206.0
26.12,156.0,144.0,26.8,265.0,232.0
28.91,246.0,260.0,33.26,165.0,225.0
29.71,259.0,273.0,35.73,200.0,186.0
34.32,283.0,195.0,41.34,95.0,347.0
39.87,283.0,230.0,41.96,283.0,159.0
40.35,195.0,139.0,45.99,237.0,204.0
41.89,155.0,236.0,47.52,207.0,116.0
43.53,292.0,232.0,48.89,185.0,214.0
46.6,210.0,196.0,52.51,123.0,272.0
50.69,264.0,187.0,54.31,208.0,147.0
52.4,238.0,171.0,57.79,130.0,121.0
55.22,302.0,181.0,61.05,211.0,208.0
61.94,285.0,154.0,61.58,249.0,145.0
63.93,266.0,174.0,65.5,250.0,217.0
66.41,248.0,181.0,67.77,155.0,167.0
67.45,288.0,212.0,71.98,258.0,112.0
71.79,198.0,161.0,79.25,269.0,199.0
75.97,275.0,159.0,82.23,219.0,282.0
84.69,231.0,267.0,84.4,84.0,306.0
86.03,125.0,316.0,87.62,94.0,264.0
87.35,147.0,295.0,91.03,259.0,134.0
88.94,198.0,310.0,92.21,152.0,120.0
94.97,272.0,255.0,93.78,112.0,190.0
97.12,216.0,227.0,101.33,237.0,177.0
99.86,245.0,157.0,108.69,59.0,263.0
106.12,270.0,116.0,109.85,243.0,190.0
115.89,168.0,301.0,112.17,251.0,150.0
117.3,298.0,141.0,118.3,159.0,93.0
118.58,182.0,197.0,121.84,242.0,276.0
122.32,275.0,109.0,123.78,169.0,186.0
127.88,201.0,122.0,130.9,322.0,131.0
133.52,134.0,175.0,134.43,147.0,326.0
139.8,230.0,129.0,138.35,37.0,372.0
141.41,165.0,225.0,149.12,240.0,165.0
159.33,193.0,127.0,156.04,238.0,231.0
161.67,106.0,337.0,157.95,295.0,121.0
166.26,298.0,112.0,167.15,302.0,153.0
171.48,218.0,147.0,169.66,199.0,331.0
177.13,317.0,82.0,169.81,275.0,210.0
180.99,221.0,204.0,179.66,94.0,42.0
187.27,324.0,198.0,184.26,309.0,128.0
189.46,277.0,133.0,189.48,269.0,174.0
198.93,308.0,117.0,193.14,18.0,371.0
210.9,288.0,66.0,199.41,202.0,286.0
214.8,203.0,70.0,208.28,73.0,43.0
224.01,286.0,67.0,214.72,334.0,117.0
227.07,80.0,325.0,227.64,280.0,172.0
236.86,324.0,166.0,230.04,245.0,47.0
246.19,302.0,107.0,237.0,235.0,290.0
248.86,329.0,135.0,246.95,294.0,131.0
253.55,114.0,54.0,253.2,266.0,169.0
257.69,230.0,271.0,254.3,242.0,246.0
259.82,101.0,332.0,261.88,232.0,33.0
262.64,103.0,306.0,270.94,26.0,390.0
267.94,267.0,217.0,274.35,52.0,201.0
270.21,128.0,140.0,275.51,63.0,199.0
275.96,92.0,265.0,278.66,166.0,65.0
277.54,241.0,231.0,280.93,323.0,239.0
