1WN,1CNTZ,1CNTR,10WN,10CNTZ,10CNTR
21.85,244.0,124.0,20.85,254.0,218.0
26.12,156.0,144.0,24.14,260.0,161.0
28.91,246.0,260.0,28.36,166.0,236.0
29.71,259.0,273.0,30.75,219.0,192.0
34.32,283.0,195.0,31.84,208.0,224.0
39.87,283.0,230.0,34.15,205.0,226.0
40.35,195.0,139.0,37.08,258.0,154.0
41.89,155.0,236.0,40.38,227.0,236.0
43.53,292.0,232.0,42.78,95.0,279.0
46.6,210.0,196.0,42.84,126.0,247.0
50.69,264.0,187.0,46.62,319.0,102.0
52.4,238.0,171.0,49.9,247.0,194.0
55.22,302.0,181.0,55.14,354.0,56.0
61.94,285.0,154.0,56.53,132.0,192.0
63.93,266.0,174.0,57.89,147.0,250.0
66.41,248.0,181.0,62.48,264.0,197.0
67.45,288.0,212.0,69.66,289.0,149.0
71.79,198.0,161.0,74.11,144.0,202.0
75.97,275.0,159.0,76.63,328.0,118.0
84.69,231.0,267.0,80.87,185.0,203.0
86.03,125.0,316.0,83.71,192.0,245.0
87.35,147.0,295.0,84.72,267.0,142.0
88.94,198.0,310.0,85.85,119.0,231.0
94.97,272.0,255.0,97.05,160.0,383.0
97.12,216.0,227.0,103.08,167.0,340.0
99.86,245.0,157.0,104.63,96.0,336.0
106.12,270.0,116.0,108.47,269.0,113.0
115.89,168.0,301.0,116.12,276.0,168.0
117.3,298.0,141.0,119.68,275.0,176.0
118.58,182.0,197.0,123.31,144.0,269.0
122.32,275.0,109.0,130.85,271.0,250.0
127.88,201.0,122.0,132.36,217.0,121.0
133.52,134.0,175.0,137.76,257.0,130.0
139.8,230.0,129.0,139.57,139.0,220.0
141.41,165.0,225.0,145.73,280.0,114.0
159.33,193.0,127.0,156.82,242.0,98.0
161.67,106.0,337.0,163.76,188.0,241.0
166.26,298.0,112.0,165.21,183.0,160.0
171.48,218.0,147.0,170.2,307.0,84.0
177.13,317.0,82.0,177.98,72.0,280.0
180.99,221.0,204.0,183.9,288.0,102.0
187.27,324.0,198.0,186.88,330.0,67.0
189.46,277.0,133.0,194.45,309.0,100.0
198.93,308.0,117.0,207.92,210.0,104.0
210.9,288.0,66.0,213.47,124.0,334.0
214.8,203.0,70.0,216.06,278.0,127.0
224.01,286.0,67.0,223.17,325.0,84.0
227.07,80.0,325.0,232.84,151.0,301.0
236.86,324.0,166.0,242.07,255.0,78.0
246.19,302.0,107.0,247.12,238.0,255.0
248.86,329.0,135.0,247.51,143.0,370.0
253.55,114.0,54.0,251.08,196.0,204.0
257.69,230.0,271.0,261.95,39.0,289.0
259.82,101.0,332.0,269.51,129.0,296.0
262.64,103.0,306.0,270.94,153.0,324.0
267.94,267.0,217.0,272.55,5.0,383.0
270.21,128.0,140.0,279.23,152.0,314.0
275.96,92.0,265.0,280.17,373.0,22.0
277.54,241.0,231.0,285.16,266.0,154.0
280.49,220.0,63.0,293.5,364.0,44.0
282.96,374.0,385.0,298.07,251.0,135.0
287.64,319.0,222.0,302.6,205.0,180.0
298.09,344.0,320.0,317.67,162.0,177.0
304.07,164.0,300.0,323.52,306.0,146.0
308.09,225.0,242.0,328.18,358.0,62.0
323.98,391.0,367.0,333.21,278.0,205.0
329.32,81.0,17.0,340.2,302.0,183.0
339.5,366.0,356.0,342.13,190.0,196.0
343.55,289.0,179.0,351.45,258.0,183.0
347.3,127.0,314.0,352.0,245.0,144.0
348.97,335.0,297.0,357.71,299.0,166.0
360.04,204.0,342.0,363.59,348.0,91.0
366.56,329.0,223.0,366.71,141.0,159.0
