1WN,1CNTZ,1CNTR,4WN,4CNTZ,4CNTR
21.85,244.0,124.0,20.57,250.0,128.0
26.12,156.0,144.0,23.35,228.0,289.0
28.91,246.0,260.0,24.81,223.0,178.0
29.71,259.0,273.0,29.16,329.0,267.0
34.32,283.0,195.0,31.97,209.0,279.0
39.87,283.0,230.0,33.23,330.0,230.0
40.35,195.0,139.0,35.07,171.0,275.0
41.89,155.0,236.0,39.68,159.0,209.0
43.53,292.0,232.0,42.95,245.0,166.0
46.6,210.0,196.0,44.25,165.0,195.0
50.69,264.0,187.0,46.01,276.0,255.0
52.4,238.0,171.0,51.98,187.0,109.0
55.22,302.0,181.0,54.59,238.0,227.0
61.94,285.0,154.0,55.23,256.0,187.0
63.93,266.0,174.0,58.99,130.0,145.0
66.41,248.0,181.0,63.56,164.0,223.0
67.45,288.0,212.0,73.02,42.0,387.0
71.79,198.0,161.0,78.98,221.0,213.0
75.97,275.0,159.0,81.01,354.0,274.0
84.69,231.0,267.0,84.06,241.0,127.0
86.03,125.0,316.0,91.85,84.0,91.0
87.35,147.0,295.0,94.82,233.0,122.0
88.94,198.0,310.0,100.19,217.0,273.0
94.97,272.0,255.0,104.34,116.0,322.0
97.12,216.0,227.0,107.44,186.0,153.0
99.86,245.0,157.0,110.7,195.0,244.0
106.12,270.0,116.0,113.49,249.0,239.0
115.89,168.0,301.0,117.38,160.0,231.0
117.3,298.0,141.0,118.18,168.0,249.0
118.58,182.0,197.0,123.67,129.0,112.0
122.32,275.0,109.0,126.48,109.0,52.0
127.88,201.0,122.0,129.58,308.0,290.0
133.52,134.0,175.0,132.8,293.0,202.0
139.8,230.0,129.0,135.75,142.0,301.0
141.41,165.0,225.0,138.96,308.0,162.0
159.33,193.0,127.0,142.83,195.0,53.0
161.67,106.0,337.0,149.71,33.0,389.0
166.26,298.0,112.0,157.36,260.0,102.0
171.48,218.0,147.0,163.32,301.0,218.0
177.13,317.0,82.0,168.34,235.0,125.0
180.99,221.0,204.0,172.35,128.0,329.0
187.27,324.0,198.0,176.81,332.0,291.0
189.46,277.0,133.0,182.36,290.0,183.0
198.93,308.0,117.0,185.83,272.0,165.0
210.9,288.0,66.0,188.57,211.0,176.0
214.8,203.0,70.0,200.01,287.0,163.0
224.01,286.0,67.0,207.45,122.0,50.0
227.07,80.0,325.0,220.93,124.0,269.0
236.86,324.0,166.0,226.08,317.0,99.0
246.19,302.0,107.0,233.15,251.0,96.0
248.86,329.0,135.0,239.3,266.0,115.0
253.55,114.0,54.0,250.12,280.0,213.0
257.69,230.0,271.0,253.47,95.0,365.0
259.82,101.0,332.0,257.55,72.0,72.0
262.64,103.0,306.0,260.9,344.0,277.0
267.94,267.0,217.0,264.95,11.0,397.0
270.21,128.0,140.0,268.01,116.0,55.0
275.96,92.0,265.0,276.89,264.0,200.0
277.54,241.0,231.0,286.22,254.0,124.0
280.49,220.0,63.0,295.24,362.0,326.0
282.96,374.0,385.0,304.3,238.0,239.0
287.64,319.0,222.0,308.28,301.0,253.0
298.09,344.0,320.0,310.98,312.0,251.0
304.07,164.0,300.0,316.72,216.0,246.0
308.09,225.0,242.0,332.59,347.0,287.0
323.98,391.0,367.0,333.82,277.0,177.0
