2CNTZ,2CNTR,2WN,3WN,3CNTZ,3CNTR
205.0,252.0,15.15,23.34,262.0,299.0
250.0,298.0,19.15,24.58,249.0,221.0
125.0,338.0,23.94,26.85,182.0,208.0
235.0,265.0,24.62,31.24,223.0,237.0
291.0,168.0,29.68,35.45,273.0,225.0
313.0,151.0,31.83,39.54,277.0,137.0
278.0,245.0,34.43,44.9,271.0,115.0
321.0,128.0,34.78,46.04,243.0,232.0
288.0,161.0,37.74,47.92,155.0,309.0
218.0,211.0,40.11,52.97,118.0,111.0
298.0,103.0,44.24,54.18,201.0,217.0
293.0,130.0,46.29,54.82,222.0,277.0
202.0,192.0,53.41,56.46,169.0,273.0
191.0,312.0,55.67,60.98,239.0,219.0
249.0,257.0,58.77,64.06,290.0,197.0
263.0,152.0,60.37,65.89,256.0,208.0
236.0,191.0,62.55,70.53,140.0,305.0
338.0,88.0,70.2,76.22,150.0,229.0
169.0,373.0,75.24,77.61,278.0,194.0
214.0,264.0,77.11,80.13,347.0,90.0
201.0,198.0,79.43,84.71,132.0,175.0
275.0,173.0,86.88,85.69,216.0,228.0
211.0,189.0,93.67,94.96,231.0,171.0
305.0,98.0,99.43,99.4,218.0,178.0
146.0,363.0,108.54,110.24,167.0,130.0
165.0,285.0,109.77,116.27,148.0,129.0
239.0,109.0,115.58,118.11,81.0,185.0
206.0,318.0,121.02,121.49,191.0,211.0
272.0,165.0,122.71,123.28,184.0,154.0
256.0,167.0,124.05,125.47,161.0,293.0
245.0,212.0,128.31,128.78,123.0,171.0
352.0,65.0,133.16,130.55,142.0,151.0
265.0,211.0,138.01,135.77,273.0,124.0
139.0,340.0,140.66,137.47,294.0,174.0
137.0,382.0,149.95,147.23,163.0,376.0
73.0,266.0,153.06,148.2,236.0,324.0
151.0,230.0,158.4,158.72,134.0,279.0
343.0,96.0,164.89,161.03,209.0,248.0
312.0,120.0,167.51,172.17,261.0,145.0
316.0,99.0,170.15,177.07,41.0,121.0
260.0,161.0,174.04,186.14,252.0,254.0
