2WN,2CNTZ,2CNTR,3WN,3CNTZ,3CNTR
15.15,205.0,252.0,23.34,262.0,299.0
19.15,250.0,298.0,24.58,249.0,221.0
23.94,125.0,338.0,26.85,182.0,208.0
24.62,235.0,265.0,31.24,223.0,237.0
29.68,291.0,168.0,35.45,273.0,225.0
31.83,313.0,151.0,39.54,277.0,137.0
34.43,278.0,245.0,44.9,271.0,115.0
34.78,321.0,128.0,46.04,243.0,232.0
37.74,288.0,161.0,47.92,155.0,309.0
40.11,218.0,211.0,52.97,118.0,111.0
44.24,298.0,103.0,54.18,201.0,217.0
46.29,293.0,130.0,54.82,222.0,277.0
53.41,202.0,192.0,56.46,169.0,273.0
55.67,191.0,312.0,60.98,239.0,219.0
58.77,249.0,257.0,64.06,290.0,197.0
60.37,263.0,152.0,65.89,256.0,208.0
62.55,236.0,191.0,70.53,140.0,305.0
70.2,338.0,88.0,76.22,150.0,229.0
75.24,169.0,373.0,77.61,278.0,194.0
77.11,214.0,264.0,80.13,347.0,90.0
79.43,201.0,198.0,84.71,132.0,175.0
86.88,275.0,173.0,85.69,216.0,228.0
93.67,211.0,189.0,94.96,231.0,171.0
99.43,305.0,98.0,99.4,218.0,178.0
108.54,146.0,363.0,110.24,167.0,130.0
109.77,165.0,285.0,116.27,148.0,129.0
115.58,239.0,109.0,118.11,81.0,185.0
121.02,206.0,318.0,121.49,191.0,211.0
122.71,272.0,165.0,123.28,184.0,154.0
124.05,256.0,167.0,125.47,161.0,293.0
128.31,245.0,212.0,128.78,123.0,171.0
133.16,352.0,65.0,130.55,142.0,151.0
138.01,265.0,211.0,135.77,273.0,124.0
140.66,139.0,340.0,137.47,294.0,174.0
149.95,137.0,382.0,147.23,163.0,376.0
153.06,73.0,266.0,148.2,236.0,324.0
158.4,151.0,230.0,158.72,134.0,279.0
164.89,343.0,96.0,161.03,209.0,248.0
167.51,312.0,120.0,172.17,261.0,145.0
170.15,316.0,99.0,177.07,41.0,121.0
174.04,260.0,161.0,186.14,252.0,254.0
180.11,253.0,130.0,187.07,319.0,139.0
191.6,295.0,134.0,193.79,241.0,314.0
208.3,322.0,67.0,200.66,191.0,290.0
212.96,329.0,69.0,206.68,329.0,121.0
216.7,94.0,366.0,227.14,226.0,202.0
220.34,150.0,344.0,229.66,164.0,320.0
225.27,286.0,93.0,234.98,302.0,162.0
227.25,212.0,233.0,239.37,85.0,161.0
230.45,216.0,208.0,246.35,350.0,100.0
242.36,277.0,105.0,250.52,213.0,230.0
256.46,201.0,242.0,252.88,175.0,165.0
260.83,103.0,399.0,258.7,264.0,353.0
261.78,297.0,150.0,263.54,231.0,374.0
262.06,301.0,158.0,266.03,256.0,215.0
273.84,123.0,220.0,268.18,149.0,204.0
279.92,242.0,157.0,278.01,125.0,290.0
287.21,176.0,186.0,279.47,357.0,105.0
291.84,193.0,237.0,281.86,369.0,39.0
299.77,365.0,86.0,282.12,239.0,193.0
301.62,160.0,362.0,298.11,89.0,258.0
308.78,357.0,75.0,300.58,221.0,91.0
309.54,237.0,136.0,301.88,345.0,74.0
316.22,289.0,114.0,316.6,247.0,261.0
325.24,346.0,90.0,320.96,351.0,73.0
329.87,185.0,234.0,328.07,328.0,134.0
331.71,155.0,189.0,335.95,104.0,228.0
347.54,224.0,312.0,340.48,365.0,66.0
352.84,310.0,99.0,343.56,179.0,312.0
355.21,348.0,64.0,345.5,144.0,311.0
361.2,350.0,67.0,353.44,305.0,92.0
363.07,191.0,197.0,354.17,246.0,129.0
369.73,192.0,323.0,355.03,203.0,162.0
375.95,380.0,20.0,374.32,343.0,114.0
385.43,338.0,68.0,382.41,352.0,70.0
387.71,334.0,77.0,386.26,162.0,307.0
406.25,324.0,95.0,401.86,317.0,122.0
415.53,329.0,112.0,407.92,310.0,109.0
418.6,259.0,227.0,413.86,341.0,140.0
421.51,262.0,230.0,427.68,363.0,53.0
433.68,302.0,160.0,438.91,62.0,191.0
438.09,300.0,175.0,439.58,312.0,148.0
447.65,331.0,87.0,443.95,376.0,27.0
455.17,327.0,79.0,449.56,178.0,384.0
462.63,333.0,77.0,450.05,372.0,60.0
470.33,293.0,133.0,475.36,360.0,82.0
475.9,360.0,66.0,479.29,303.0,180.0
490.23,278.0,102.0,483.36,206.0,263.0
496.92,351.0,42.0,491.28,270.0,164.0
514.69,199.0,166.0,498.25,323.0,156.0
515.25,133.0,276.0,507.13,298.0,142.0
530.15,286.0,91.0,510.94,43.0,238.0
532.17,16.0,343.0,514.86,244.0,84.0
533.55,257.0,109.0,534.17,26.0,381.0
