6CNTZ,6CNTR,6WN,8WN,8CNTZ,8CNTR
264.0,231.0,25.15,23.75,97.0,329.0
198.0,247.0,28.0,24.4,134.0,287.0
287.0,212.0,31.07,26.13,108.0,283.0
176.0,267.0,32.7,28.62,276.0,240.0
183.0,255.0,34.31,33.52,254.0,167.0
207.0,303.0,36.55,36.44,279.0,194.0
249.0,266.0,39.11,38.11,173.0,220.0
155.0,226.0,41.48,41.82,149.0,245.0
250.0,234.0,42.66,46.17,304.0,188.0
165.0,209.0,48.67,46.97,145.0,205.0
281.0,241.0,50.83,50.7,270.0,296.0
271.0,192.0,53.6,56.93,114.0,212.0
150.0,201.0,57.42,59.65,235.0,241.0
111.0,140.0,60.15,64.18,312.0,96.0
238.0,166.0,65.09,67.88,296.0,147.0
290.0,188.0,66.69,68.71,321.0,228.0
301.0,286.0,75.56,76.51,299.0,185.0
199.0,164.0,77.16,80.73,102.0,270.0
244.0,217.0,85.3,86.52,231.0,224.0
148.0,173.0,88.27,88.51,162.0,234.0
177.0,171.0,93.44,89.63,202.0,147.0
203.0,147.0,96.99,94.12,0.0,0.0
247.0,249.0,100.7,98.73,265.0,93.0
300.0,257.0,108.42,100.8,250.0,208.0
143.0,319.0,113.72,101.89,266.0,134.0
253.0,211.0,114.88,103.32,221.0,55.0
221.0,116.0,121.01,110.45,199.0,108.0
162.0,56.0,122.66,113.49,140.0,133.0
77.0,122.0,124.94,114.93,128.0,230.0
215.0,125.0,126.42,122.8,74.0,312.0
175.0,321.0,129.42,126.66,309.0,114.0
231.0,255.0,134.01,128.58,274.0,92.0
244.0,181.0,137.75,131.06,90.0,294.0
132.0,149.0,143.36,138.33,164.0,209.0
278.0,176.0,148.55,140.47,238.0,236.0
151.0,129.0,150.86,141.46,301.0,204.0
275.0,120.0,153.75,142.37,285.0,243.0
236.0,307.0,154.87,156.02,279.0,141.0
202.0,282.0,161.44,167.26,169.0,206.0
294.0,169.0,166.38,172.53,90.0,281.0
237.0,178.0,181.18,179.7,308.0,109.0
325.0,246.0,182.84,191.05,105.0,259.0
226.0,218.0,191.5,196.78,187.0,245.0
177.0,208.0,194.15,200.24,287.0,164.0
191.0,213.0,204.21,206.19,258.0,153.0
223.0,160.0,212.58,209.28,204.0,176.0
99.0,212.0,222.28,214.17,305.0,74.0
297.0,126.0,226.75,224.37,324.0,81.0
234.0,182.0,232.67,237.13,221.0,283.0
263.0,241.0,239.64,243.81,59.0,314.0
297.0,182.0,240.16,254.12,336.0,112.0
128.0,343.0,248.61,258.84,34.0,364.0
95.0,136.0,254.0,263.74,69.0,349.0
126.0,361.0,262.83,265.72,84.0,331.0
290.0,202.0,266.0,266.38,138.0,249.0
226.0,174.0,267.44,275.86,272.0,102.0
311.0,107.0,278.07,278.87,352.0,85.0
263.0,150.0,282.41,281.23,315.0,128.0
158.0,145.0,289.58,286.18,268.0,137.0
91.0,224.0,296.52,290.4,316.0,139.0
209.0,227.0,300.77,291.59,343.0,130.0
337.0,354.0,303.45,300.18,247.0,131.0
168.0,230.0,308.65,304.75,18.0,375.0
321.0,305.0,309.76,309.15,239.0,176.0
319.0,282.0,313.02,311.56,211.0,187.0
254.0,91.0,323.07,315.92,302.0,152.0
350.0,293.0,335.27,318.23,384.0,23.0
169.0,216.0,345.36,337.19,315.0,181.0
242.0,230.0,354.54,338.27,328.0,148.0
353.0,356.0,357.54,345.38,260.0,186.0
127.0,112.0,367.79,347.56,331.0,107.0
382.0,350.0,375.16,358.8,118.0,198.0
323.0,159.0,381.15,366.51,292.0,96.0
138.0,110.0,382.14,367.79,294.0,160.0
343.0,290.0,386.81,379.05,380.0,43.0
330.0,162.0,388.72,396.16,20.0,371.0
82.0,394.0,394.55,400.98,254.0,257.0
173.0,276.0,410.15,411.94,347.0,182.0
379.0,364.0,414.44,424.13,234.0,300.0
340.0,179.0,419.04,433.87,200.0,291.0
276.0,96.0,424.55,442.47,367.0,74.0
140.0,136.0,426.47,447.68,380.0,37.0
340.0,240.0,446.27,453.2,305.0,301.0
380.0,348.0,454.64,457.52,351.0,100.0
353.0,300.0,469.83,460.43,308.0,119.0
314.0,170.0,477.41,467.75,320.0,150.0
347.0,295.0,482.6,469.85,228.0,164.0
223.0,168.0,491.7,479.83,12.0,384.0
293.0,99.0,493.37,482.93,342.0,178.0
150.0,271.0,498.63,484.82,159.0,196.0
285.0,76.0,507.97,498.45,355.0,205.0
129.0,91.0,511.1,517.78,148.0,104.0
147.0,176.0,532.68,521.14,150.0,115.0
