,0,0
20.57,0.000225,0.0007463967585512523
23.35,0.000116,0.0004905665669585423
24.81,8.9e-05,0.0003196955442930997
29.16,0.000616,0.002533422019418667
31.97,0.000202,0.0008452980867877069
33.23,0.000201,0.0007765666691253709
35.07,1.9e-05,7.893624233339764e-05
39.68,9.4e-05,0.00035411120543402266
42.95,0.000105,0.0003696257636563545
44.25,5.8e-05,0.00021380135846472162
46.01,0.000389,0.0015605785938948976
51.98,1e-05,3.228047979436151e-05
54.59,8.2e-05,0.00031461341651100493
55.23,4.4e-05,0.00016033900052306137
58.99,4.1e-05,0.00013910578387389043
63.56,1.5e-05,5.7353083613454096e-05
73.02,1.9e-05,0.00012174453665885665
78.98,0.000142,0.0005375162265026472
81.01,0.000591,0.002446135772332319
84.06,0.000529,0.0017507667918674884
91.85,0.00011,0.00034049651563106137
94.82,0.000473,0.001551491847472555
100.19,7.5e-05,0.0003096256907430551
104.34,5.5e-05,0.00025865276689044254
107.44,0.000323,0.0011201290392054946
110.7,0.000143,0.0005620873323185822
113.49,0.000287,0.0011161299093574509
117.38,6e-06,2.3227297711508816e-05
118.18,0.000124,0.0004930822307548756
123.67,6.8e-05,0.00022010824916481408
126.48,3.9e-05,0.00011073856750679105
129.58,0.001073,0.00455288939183157
132.8,0.000463,0.0017227704750819844
135.75,6e-05,0.00026456059168422907
138.96,0.00079,0.0027691379870137343
142.83,8.4e-05,0.00024126168741264817
149.71,5e-06,3.287567050540913e-05
157.36,3e-05,9.551358930558932e-05
163.32,0.000859,0.0032683539533337087
168.34,4.6e-05,0.0001519165300705742
172.35,0.000143,0.000698435253636104
176.81,0.001004,0.004308789059361205
182.36,0.001162,0.004214320290435551
185.83,0.000578,0.0020309675812062796
188.57,0.000261,0.0009344421267854287
200.01,0.000417,0.0014633018801116682
207.45,6.7e-05,0.00018881142470710777
220.93,6.9e-05,0.0002839900745961756
226.08,0.000685,0.0021703668973433584
233.15,0.000602,0.0018818225138200594
239.3,0.001041,0.003373500832563554
250.12,0.000313,0.0011837184729086207
253.47,3.8e-05,0.0002063613274978993
257.55,1.2e-05,3.562396041196877e-05
260.9,0.000413,0.00172142695274585
264.95,3e-06,2.4567179018394957e-05
268.01,2.7e-05,7.792378374716987e-05
276.89,0.000305,0.0011301555699534448
286.22,0.000539,0.0017790541805896393
295.24,7e-05,0.00034118451396815874
304.3,0.000124,0.0004822411566247085
308.28,0.000172,0.0006873640767444605
310.98,0.000189,0.0007528058062744131
316.72,0.000407,0.0016059936424226622
332.59,0.000196,0.0008275068963979883
333.82,0.000375,0.0013450918741511277
338.25,0.000221,0.0010286634544511752
347.96,0.000386,0.0013164187295278277
352.03,0.001692,0.00644942781763249
356.31,0.00052,0.002019199734941295
356.85,0.000795,0.003551663718426342
366.51,0.004334,0.01764360298877867
373.99,0.000252,0.0011633972053446966
387.07,0.000542,0.002501266261381862
392.65,0.00038,0.0012114175140118776
398.27,0.000964,0.003514295915920491
402.31,6.7e-05,0.00019683794660739747
406.02,0.000104,0.0005578918274823296
413.75,0.000399,0.001541470115462778
416.17,0.000475,0.002118276348791913
428.36,0.0002,0.0007004205582476092
432.7,0.004652,0.01763151888564486
446.03,0.001551,0.0055113679961775065
455.92,0.002072,0.009040623043886784
459.59,0.00135,0.005403135576224573
466.68,9.4e-05,0.00031103212176630145
475.67,0.000346,0.0015831581700558404
485.01,0.007882,0.03183445514513123
491.79,0.003403,0.012368827401514126
500.19,0.000288,0.0008791084169274161
507.08,0.000157,0.0007969920048452554
524.5,0.000471,0.001805247280830177
552.83,0.007633,0.029568859961355994
557.0,0.000734,0.002235704871802477
557.97,0.025228,0.09561037474932188
566.52,0.000967,0.0028097104814758817
567.66,0.00094,0.0024642889785586393
570.37,0.003711,0.014415073857109807
581.71,0.001895,0.005540887417036975
601.06,0.016281,0.0686897486745542
611.34,0.003578,0.01216508712581609
651.61,0.000973,0.005040065777685846
656.26,0.000616,0.0013692020586910962
699.89,0.001032,0.003934093769671904
723.46,0.001039,0.0033659947961042166
726.75,0.000466,0.0013914207161848957
727.44,0.001114,0.0036799133355895344
727.96,0.000731,0.0036948293447842465
