4WN,4CNTZ,4CNTR,8WN,8CNTZ,8CNTR
20.57,250.0,128.0,23.75,97.0,329.0
23.35,228.0,289.0,24.4,134.0,287.0
24.81,223.0,178.0,26.13,108.0,283.0
29.16,329.0,267.0,28.62,276.0,240.0
31.97,209.0,279.0,33.52,254.0,167.0
33.23,330.0,230.0,36.44,279.0,194.0
35.07,171.0,275.0,38.11,173.0,220.0
39.68,159.0,209.0,41.82,149.0,245.0
42.95,245.0,166.0,46.17,304.0,188.0
44.25,165.0,195.0,46.97,145.0,205.0
46.01,276.0,255.0,50.7,270.0,296.0
51.98,187.0,109.0,56.93,114.0,212.0
54.59,238.0,227.0,59.65,235.0,241.0
55.23,256.0,187.0,64.18,312.0,96.0
58.99,130.0,145.0,67.88,296.0,147.0
63.56,164.0,223.0,68.71,321.0,228.0
73.02,42.0,387.0,76.51,299.0,185.0
78.98,221.0,213.0,80.73,102.0,270.0
81.01,354.0,274.0,86.52,231.0,224.0
84.06,241.0,127.0,88.51,162.0,234.0
91.85,84.0,91.0,89.63,202.0,147.0
94.82,233.0,122.0,94.12,0.0,0.0
100.19,217.0,273.0,98.73,265.0,93.0
104.34,116.0,322.0,100.8,250.0,208.0
107.44,186.0,153.0,101.89,266.0,134.0
110.7,195.0,244.0,103.32,221.0,55.0
113.49,249.0,239.0,110.45,199.0,108.0
117.38,160.0,231.0,113.49,140.0,133.0
118.18,168.0,249.0,114.93,128.0,230.0
123.67,129.0,112.0,122.8,74.0,312.0
126.48,109.0,52.0,126.66,309.0,114.0
129.58,308.0,290.0,128.58,274.0,92.0
132.8,293.0,202.0,131.06,90.0,294.0
135.75,142.0,301.0,138.33,164.0,209.0
138.96,308.0,162.0,140.47,238.0,236.0
142.83,195.0,53.0,141.46,301.0,204.0
149.71,33.0,389.0,142.37,285.0,243.0
157.36,260.0,102.0,156.02,279.0,141.0
163.32,301.0,218.0,167.26,169.0,206.0
168.34,235.0,125.0,172.53,90.0,281.0
172.35,128.0,329.0,179.7,308.0,109.0
176.81,332.0,291.0,191.05,105.0,259.0
182.36,290.0,183.0,196.78,187.0,245.0
185.83,272.0,165.0,200.24,287.0,164.0
188.57,211.0,176.0,206.19,258.0,153.0
200.01,287.0,163.0,209.28,204.0,176.0
207.45,122.0,50.0,214.17,305.0,74.0
220.93,124.0,269.0,224.37,324.0,81.0
226.08,317.0,99.0,237.13,221.0,283.0
233.15,251.0,96.0,243.81,59.0,314.0
239.3,266.0,115.0,254.12,336.0,112.0
250.12,280.0,213.0,258.84,34.0,364.0
253.47,95.0,365.0,263.74,69.0,349.0
257.55,72.0,72.0,265.72,84.0,331.0
260.9,344.0,277.0,266.38,138.0,249.0
264.95,11.0,397.0,275.86,272.0,102.0
268.01,116.0,55.0,278.87,352.0,85.0
276.89,264.0,200.0,281.23,315.0,128.0
286.22,254.0,124.0,286.18,268.0,137.0
295.24,362.0,326.0,290.4,316.0,139.0
304.3,238.0,239.0,291.59,343.0,130.0
308.28,301.0,253.0,300.18,247.0,131.0
310.98,312.0,251.0,304.75,18.0,375.0
316.72,216.0,246.0,309.15,239.0,176.0
332.59,347.0,287.0,311.56,211.0,187.0
333.82,277.0,177.0,315.92,302.0,152.0
338.25,132.0,321.0,318.23,384.0,23.0
347.96,258.0,147.0,337.19,315.0,181.0
352.03,324.0,221.0,338.27,328.0,148.0
356.31,232.0,235.0,345.38,260.0,186.0
356.85,356.0,303.0,347.56,331.0,107.0
366.51,226.0,265.0,358.8,118.0,198.0
373.99,380.0,317.0,366.51,292.0,96.0
387.07,370.0,316.0,367.79,294.0,160.0
392.65,191.0,103.0,379.05,380.0,43.0
398.27,208.0,188.0,396.16,20.0,371.0
402.31,90.0,67.0,400.98,254.0,257.0
406.02,103.0,362.0,411.94,347.0,182.0
413.75,306.0,230.0,424.13,234.0,300.0
416.17,360.0,302.0,433.87,200.0,291.0
428.36,268.0,160.0,442.47,367.0,74.0
432.7,321.0,216.0,447.68,380.0,37.0
446.03,302.0,173.0,453.2,305.0,301.0
455.92,358.0,294.0,457.52,351.0,100.0
459.59,320.0,253.0,460.43,308.0,119.0
466.68,261.0,126.0,467.75,320.0,150.0
475.67,347.0,313.0,469.85,228.0,164.0
485.01,314.0,261.0,479.83,12.0,384.0
491.79,284.0,185.0,482.93,342.0,178.0
500.19,184.0,83.0,484.82,159.0,196.0
507.08,149.0,343.0,498.45,355.0,205.0
524.5,295.0,226.0,517.78,148.0,104.0
552.83,261.0,232.0,521.14,150.0,115.0
557.0,225.0,82.0,528.02,95.0,62.0
557.97,310.0,216.0,548.66,353.0,67.0
566.52,204.0,58.0,551.67,357.0,43.0
567.66,306.0,36.0,582.07,321.0,129.0
570.37,155.0,236.0,593.23,65.0,200.0
581.71,304.0,62.0,601.89,134.0,201.0
601.06,359.0,287.0,608.19,213.0,310.0
611.34,346.0,146.0,642.92,377.0,46.0
651.61,382.0,350.0,654.28,362.0,158.0
656.26,314.0,12.0,675.4,387.0,8.0
699.89,328.0,223.0,689.48,300.0,79.0
723.46,173.0,115.0,707.57,258.0,368.0
726.75,64.0,74.0,712.33,67.0,85.0
727.44,180.0,126.0,716.82,86.0,127.0
727.96,43.0,342.0,722.48,56.0,249.0
733.75,53.0,77.0,723.61,52.0,280.0
735.97,40.0,354.0,727.26,168.0,248.0
741.05,256.0,138.0,737.6,241.0,293.0
745.52,181.0,188.0,739.18,132.0,167.0
746.96,87.0,220.0,741.11,123.0,103.0
753.7,68.0,340.0,744.79,135.0,173.0
754.56,197.0,142.0,747.05,40.0,308.0
761.54,93.0,31.0,763.17,259.0,274.0
765.82,316.0,141.0,770.19,14.0,376.0
783.77,138.0,58.0,780.61,84.0,232.0
783.81,118.0,44.0,792.8,225.0,330.0
795.0,366.0,323.0,794.31,77.0,226.0
796.46,279.0,204.0,803.74,268.0,287.0
804.28,86.0,356.0,806.14,282.0,290.0
812.26,248.0,258.0,807.89,362.0,52.0
826.48,200.0,271.0,819.1,194.0,275.0
834.69,217.0,234.0,830.01,101.0,285.0
841.88,373.0,368.0,830.15,76.0,310.0
843.6,211.0,156.0,845.24,36.0,355.0
844.39,75.0,343.0,847.0,352.0,27.0
853.4,236.0,105.0,847.44,233.0,172.0
861.67,166.0,69.0,848.19,228.0,125.0
864.03,172.0,172.0,851.36,41.0,318.0
867.31,83.0,346.0,852.65,244.0,317.0
872.28,136.0,76.0,866.98,155.0,255.0
881.46,148.0,82.0,873.18,87.0,241.0
884.73,376.0,354.0,873.83,171.0,297.0
889.66,138.0,298.0,886.93,53.0,312.0
892.51,109.0,75.0,893.05,24.0,362.0
899.67,219.0,175.0,895.6,374.0,21.0
906.78,179.0,294.0,900.99,326.0,350.0
912.64,288.0,241.0,908.4,243.0,266.0
914.03,352.0,333.0,917.36,219.0,151.0
917.32,167.0,310.0,919.98,373.0,8.0
932.18,77.0,344.0,931.93,169.0,200.0
936.76,141.0,49.0,936.57,166.0,238.0
941.09,369.0,348.0,938.52,102.0,177.0
945.42,141.0,72.0,938.64,36.0,332.0
946.31,192.0,129.0,949.73,213.0,257.0
957.79,188.0,225.0,957.9,310.0,127.0
960.32,264.0,181.0,958.48,289.0,90.0
972.82,190.0,96.0,958.75,248.0,86.0
981.63,111.0,259.0,965.05,230.0,299.0
982.55,144.0,89.0,976.16,50.0,285.0
986.71,152.0,190.0,977.71,127.0,214.0
987.78,148.0,179.0,979.58,39.0,303.0
994.6,47.0,370.0,986.27,111.0,233.0
997.58,93.0,140.0,988.56,137.0,179.0
998.02,81.0,291.0,995.31,273.0,210.0
1001.64,163.0,186.0,996.4,226.0,174.0
1002.07,191.0,173.0,997.76,77.0,235.0
1006.78,262.0,159.0,1002.14,183.0,262.0
1013.28,177.0,66.0,1014.35,177.0,221.0
1015.97,146.0,199.0,1014.98,216.0,323.0
1018.4,130.0,36.0,1016.33,31.0,358.0
1019.07,310.0,110.0,1019.25,157.0,270.0
1021.7,161.0,53.0,1021.84,97.0,348.0
1024.12,304.0,152.0,1023.69,74.0,344.0
1029.93,50.0,380.0,1029.92,104.0,191.0
1031.02,274.0,241.0,1031.13,247.0,233.0
1035.6,247.0,158.0,1033.58,252.0,247.0
1039.56,208.0,105.0,1036.35,68.0,264.0
1040.35,157.0,79.0,1042.73,224.0,296.0
1042.49,218.0,276.0,1043.29,138.0,135.0
1045.57,235.0,150.0,1047.25,119.0,120.0
1048.79,61.0,336.0,1050.79,264.0,281.0
1049.43,101.0,24.0,1051.66,368.0,46.0
1051.2,377.0,340.0,1055.42,348.0,53.0
1052.28,134.0,304.0,1055.73,318.0,57.0
1056.24,372.0,338.0,1059.05,328.0,272.0
1058.71,170.0,70.0,1059.58,37.0,352.0
1065.26,101.0,319.0,1063.86,186.0,278.0
1067.13,328.0,119.0,1068.94,193.0,124.0
1077.68,285.0,159.0,1069.75,318.0,98.0
1078.6,348.0,301.0,1072.99,159.0,214.0
1081.97,281.0,214.0,1080.39,110.0,140.0
1097.07,176.0,197.0,1095.5,28.0,359.0
1098.84,89.0,318.0,1098.09,237.0,262.0
1100.42,113.0,194.0,1103.52,71.0,260.0
1103.02,202.0,134.0,1104.38,266.0,321.0
1106.11,276.0,137.0,1106.92,201.0,295.0
1115.19,154.0,248.0,1115.41,393.0,27.0
1118.35,375.0,356.0,1121.41,174.0,184.0
1123.74,365.0,306.0,1122.94,189.0,76.0
1123.9,214.0,91.0,1125.24,376.0,19.0
1136.21,285.0,102.0,1141.02,195.0,258.0
1145.47,281.0,108.0,1147.51,118.0,268.0
1151.24,91.0,30.0,1151.53,87.0,315.0
1153.46,69.0,336.0,1158.22,91.0,254.0
1174.41,111.0,314.0,1169.16,71.0,288.0
1189.73,178.0,207.0,1173.88,113.0,202.0
1190.99,97.0,315.0,1183.41,246.0,301.0
1193.8,370.0,324.0,1188.23,273.0,80.0
1194.89,103.0,94.0,1189.01,313.0,64.0
1196.41,146.0,170.0,1195.66,53.0,309.0
1205.84,318.0,220.0,1200.85,379.0,12.0
1206.84,358.0,308.0,1202.12,208.0,252.0
1214.72,356.0,293.0,1212.56,61.0,325.0
1220.29,198.0,201.0,1212.85,47.0,337.0
1221.05,167.0,211.0,1226.93,191.0,169.0
1224.07,145.0,51.0,1228.08,95.0,253.0
1225.67,78.0,329.0,1229.14,27.0,360.0
1228.6,334.0,183.0,1230.23,244.0,306.0
1232.88,105.0,46.0,1234.4,337.0,372.0
1234.37,53.0,358.0,1242.84,391.0,40.0
1237.09,387.0,325.0,1246.99,314.0,304.0
1241.15,225.0,135.0,1248.19,161.0,136.0
1247.87,227.0,80.0,1253.66,142.0,251.0
1248.9,375.0,369.0,1256.47,184.0,172.0
1250.96,104.0,264.0,1256.78,152.0,242.0
1254.33,133.0,87.0,1259.06,156.0,198.0
1256.22,63.0,331.0,1260.83,324.0,142.0
1258.42,134.0,67.0,1261.83,237.0,273.0
1262.89,323.0,114.0,1264.04,106.0,156.0
1264.12,255.0,131.0,1265.75,83.0,192.0
1265.35,258.0,135.0,1266.76,124.0,155.0
1268.1,240.0,136.0,1268.73,358.0,7.0
1270.43,52.0,314.0,1273.36,339.0,339.0
1271.77,60.0,85.0,1273.98,29.0,323.0
1282.79,47.0,10.0,1279.95,188.0,215.0
1283.25,41.0,328.0,1280.28,177.0,73.0
1285.08,184.0,180.0,1285.64,22.0,358.0
1285.93,100.0,224.0,1287.32,147.0,158.0
1286.57,79.0,285.0,1289.26,201.0,213.0
1286.93,74.0,201.0,1289.66,157.0,171.0
1286.96,229.0,79.0,1290.62,8.0,381.0
1289.32,65.0,363.0,1292.74,144.0,223.0
1289.36,362.0,352.0,1294.47,73.0,276.0
1289.54,206.0,282.0,1294.86,63.0,291.0
1293.61,213.0,56.0,1296.5,117.0,116.0
1297.35,97.0,22.0,1297.68,124.0,162.0
1298.13,157.0,144.0,1304.75,375.0,5.0
1303.99,207.0,109.0,1306.07,92.0,118.0
1305.76,35.0,377.0,1309.07,88.0,145.0
1307.68,293.0,217.0,1310.98,212.0,370.0
1315.95,113.0,259.0,1316.09,108.0,141.0
1317.19,319.0,177.0,1317.06,99.0,144.0
1317.96,140.0,207.0,1325.3,334.0,339.0
1327.23,269.0,205.0,1328.48,296.0,149.0
1329.2,29.0,20.0,1333.16,276.0,353.0
1334.79,154.0,167.0,1334.94,129.0,327.0
