6CNTR
231.0
247.0
212.0
267.0
255.0
303.0
266.0
226.0
234.0
209.0
241.0
192.0
201.0
140.0
166.0
188.0
286.0
164.0
217.0
173.0
171.0
147.0
249.0
257.0
319.0
211.0
116.0
56.0
122.0
125.0
321.0
255.0
181.0
149.0
176.0
129.0
120.0
307.0
282.0
169.0
178.0
246.0
218.0
208.0
213.0
160.0
212.0
126.0
182.0
241.0
182.0
343.0
136.0
361.0
202.0
174.0
107.0
150.0
145.0
224.0
227.0
354.0
230.0
305.0
282.0
91.0
293.0
216.0
230.0
356.0
112.0
350.0
159.0
110.0
290.0
162.0
394.0
276.0
364.0
179.0
96.0
136.0
240.0
348.0
300.0
170.0
295.0
168.0
99.0
271.0
76.0
91.0
176.0
151.0
309.0
33.0
261.0
41.0
52.0
219.0
184.0
375.0
6.0
237.0
158.0
187.0
223.0
44.0
265.0
59.0
271.0
252.0
306.0
186.0
23.0
205.0
63.0
20.0
337.0
361.0
165.0
79.0
298.0
112.0
325.0
137.0
113.0
322.0
37.0
295.0
35.0
61.0
95.0
274.0
278.0
344.0
163.0
222.0
192.0
236.0
346.0
133.0
150.0
342.0
356.0
86.0
76.0
106.0
141.0
117.0
369.0
65.0
67.0
190.0
44.0
204.0
276.0
260.0
53.0
93.0
145.0
131.0
172.0
340.0
54.0
280.0
309.0
49.0
33.0
120.0
103.0
248.0
287.0
13.0
274.0
338.0
352.0
52.0
156.0
205.0
245.0
227.0
314.0
200.0
206.0
353.0
27.0
118.0
129.0
386.0
125.0
371.0
82.0
97.0
138.0
194.0
189.0
319.0
197.0
326.0
51.0
100.0
335.0
335.0
168.0
334.0
56.0
87.0
127.0
26.0
116.0
382.0
328.0
229.0
110.0
94.0
316.0
103.0
299.0
311.0
86.0
132.0
142.0
157.0
235.0
46.0
144.0
114.0
78.0
184.0
329.0
291.0
43.0
351.0
310.0
155.0
66.0
220.0
40.0
69.0
256.0
24.0
73.0
16.0
71.0
146.0
262.0
372.0
47.0
58.0
318.0
392.0
285.0
203.0
61.0
13.0
27.0
341.0
23.0
260.0
380.0
277.0
369.0
15.0
154.0
80.0
69.0
326.0
336.0
14.0
398.0
152.0
10.0
304.0
367.0
161.0
75.0
292.0
308.0
321.0
236.0
89.0
272.0
299.0
214.0
105.0
31.0
132.0
377.0
180.0
35.0
314.0
350.0
389.0
301.0
381.0
252.0
223.0
328.0
396.0
139.0
100.0
258.0
199.0
197.0
58.0
11.0
122.0
381.0
387.0
363.0
124.0
384.0
378.0
331.0
10.0
4.0
315.0
288.0
3.0
263.0
30.0
395.0
242.0
66.0
283.0
243.0
102.0
77.0
32.0
346.0
36.0
187.0
29.0
363.0
254.0
18.0
49.0
297.0
269.0
359.0
84.0
373.0
389.0
286.0
8.0
331.0
342.0
312.0
264.0
378.0
281.0
8.0
135.0
196.0
94.0
39.0
245.0
208.0
108.0
238.0
332.0
19.0
374.0
251.0
193.0
22.0
73.0
71.0
400.0
18.0
359.0
83.0
83.0
269.0
46.0
373.0
89.0
158.0
6.0
63.0
106.0
397.0
293.0
215.0
383.0
390.0
3.0
323.0
2.0
233.0
387.0
1.0
38.0
366.0
392.0
368.0
358.0
398.0
400.0
401.0
348.0
