2CNTZ,2CNTR,2WN,6WN,6CNTZ,6CNTR
205.0,252.0,15.15,25.15,264.0,231.0
250.0,298.0,19.15,28.0,198.0,247.0
125.0,338.0,23.94,31.07,287.0,212.0
235.0,265.0,24.62,32.7,176.0,267.0
291.0,168.0,29.68,34.31,183.0,255.0
313.0,151.0,31.83,36.55,207.0,303.0
278.0,245.0,34.43,39.11,249.0,266.0
321.0,128.0,34.78,41.48,155.0,226.0
288.0,161.0,37.74,42.66,250.0,234.0
218.0,211.0,40.11,48.67,165.0,209.0
298.0,103.0,44.24,50.83,281.0,241.0
293.0,130.0,46.29,53.6,271.0,192.0
202.0,192.0,53.41,57.42,150.0,201.0
191.0,312.0,55.67,60.15,111.0,140.0
249.0,257.0,58.77,65.09,238.0,166.0
263.0,152.0,60.37,66.69,290.0,188.0
236.0,191.0,62.55,75.56,301.0,286.0
338.0,88.0,70.2,77.16,199.0,164.0
169.0,373.0,75.24,85.3,244.0,217.0
214.0,264.0,77.11,88.27,148.0,173.0
201.0,198.0,79.43,93.44,177.0,171.0
275.0,173.0,86.88,96.99,203.0,147.0
211.0,189.0,93.67,100.7,247.0,249.0
305.0,98.0,99.43,108.42,300.0,257.0
146.0,363.0,108.54,113.72,143.0,319.0
165.0,285.0,109.77,114.88,253.0,211.0
239.0,109.0,115.58,121.01,221.0,116.0
206.0,318.0,121.02,122.66,162.0,56.0
272.0,165.0,122.71,124.94,77.0,122.0
256.0,167.0,124.05,126.42,215.0,125.0
245.0,212.0,128.31,129.42,175.0,321.0
352.0,65.0,133.16,134.01,231.0,255.0
265.0,211.0,138.01,137.75,244.0,181.0
139.0,340.0,140.66,143.36,132.0,149.0
137.0,382.0,149.95,148.55,278.0,176.0
73.0,266.0,153.06,150.86,151.0,129.0
151.0,230.0,158.4,153.75,275.0,120.0
343.0,96.0,164.89,154.87,236.0,307.0
312.0,120.0,167.51,161.44,202.0,282.0
316.0,99.0,170.15,166.38,294.0,169.0
260.0,161.0,174.04,181.18,237.0,178.0
253.0,130.0,180.11,182.84,325.0,246.0
295.0,134.0,191.6,191.5,226.0,218.0
322.0,67.0,208.3,194.15,177.0,208.0
329.0,69.0,212.96,204.21,191.0,213.0
94.0,366.0,216.7,212.58,223.0,160.0
150.0,344.0,220.34,222.28,99.0,212.0
286.0,93.0,225.27,226.75,297.0,126.0
212.0,233.0,227.25,232.67,234.0,182.0
216.0,208.0,230.45,239.64,263.0,241.0
277.0,105.0,242.36,240.16,297.0,182.0
201.0,242.0,256.46,248.61,128.0,343.0
103.0,399.0,260.83,254.0,95.0,136.0
297.0,150.0,261.78,262.83,126.0,361.0
301.0,158.0,262.06,266.0,290.0,202.0
123.0,220.0,273.84,267.44,226.0,174.0
242.0,157.0,279.92,278.07,311.0,107.0
176.0,186.0,287.21,282.41,263.0,150.0
193.0,237.0,291.84,289.58,158.0,145.0
365.0,86.0,299.77,296.52,91.0,224.0
160.0,362.0,301.62,300.77,209.0,227.0
357.0,75.0,308.78,303.45,337.0,354.0
237.0,136.0,309.54,308.65,168.0,230.0
289.0,114.0,316.22,309.76,321.0,305.0
346.0,90.0,325.24,313.02,319.0,282.0
185.0,234.0,329.87,323.07,254.0,91.0
155.0,189.0,331.71,335.27,350.0,293.0
224.0,312.0,347.54,345.36,169.0,216.0
310.0,99.0,352.84,354.54,242.0,230.0
348.0,64.0,355.21,357.54,353.0,356.0
350.0,67.0,361.2,367.79,127.0,112.0
191.0,197.0,363.07,375.16,382.0,350.0
192.0,323.0,369.73,381.15,323.0,159.0
380.0,20.0,375.95,382.14,138.0,110.0
338.0,68.0,385.43,386.81,343.0,290.0
334.0,77.0,387.71,388.72,330.0,162.0
324.0,95.0,406.25,394.55,82.0,394.0
329.0,112.0,415.53,410.15,173.0,276.0
259.0,227.0,418.6,414.44,379.0,364.0
262.0,230.0,421.51,419.04,340.0,179.0
302.0,160.0,433.68,424.55,276.0,96.0
300.0,175.0,438.09,426.47,140.0,136.0
331.0,87.0,447.65,446.27,340.0,240.0
327.0,79.0,455.17,454.64,380.0,348.0
333.0,77.0,462.63,469.83,353.0,300.0
293.0,133.0,470.33,477.41,314.0,170.0
360.0,66.0,475.9,482.6,347.0,295.0
278.0,102.0,490.23,491.7,223.0,168.0
351.0,42.0,496.92,493.37,293.0,99.0
199.0,166.0,514.69,498.63,150.0,271.0
133.0,276.0,515.25,507.97,285.0,76.0
286.0,91.0,530.15,511.1,129.0,91.0
16.0,343.0,532.17,532.68,147.0,176.0
257.0,109.0,533.55,552.45,34.0,151.0
339.0,35.0,557.4,553.33,373.0,309.0
82.0,116.0,566.68,571.39,334.0,33.0
304.0,56.0,568.55,583.85,74.0,261.0
128.0,121.0,574.36,591.05,317.0,41.0
320.0,47.0,587.48,596.51,228.0,52.0
360.0,28.0,605.09,602.62,360.0,219.0
344.0,25.0,609.91,637.15,329.0,184.0
335.0,15.0,649.61,647.35,384.0,375.0
366.0,31.0,650.27,665.6,338.0,6.0
85.0,262.0,715.93,708.15,123.0,237.0
308.0,163.0,719.82,709.31,333.0,158.0
28.0,359.0,723.88,720.11,305.0,187.0
207.0,303.0,728.92,724.2,135.0,223.0
27.0,244.0,729.66,724.73,23.0,44.0
118.0,381.0,732.08,728.77,201.0,265.0
110.0,185.0,733.59,733.09,217.0,59.0
188.0,200.0,740.37,740.23,101.0,271.0
51.0,315.0,749.08,740.62,56.0,252.0
242.0,139.0,754.5,741.3,118.0,306.0
89.0,289.0,757.38,744.31,117.0,186.0
135.0,292.0,758.82,745.64,251.0,23.0
102.0,360.0,762.92,761.42,216.0,205.0
292.0,118.0,765.15,771.77,28.0,63.0
210.0,107.0,775.15,774.44,19.0,20.0
377.0,34.0,794.51,779.46,96.0,337.0
270.0,104.0,796.58,791.96,364.0,361.0
44.0,301.0,801.77,792.55,260.0,165.0
196.0,216.0,803.78,802.06,232.0,79.0
