3WN,3CNTZ,3CNTR,10WN,10CNTZ,10CNTR
23.34,262.0,299.0,20.85,254.0,218.0
24.58,249.0,221.0,24.14,260.0,161.0
26.85,182.0,208.0,28.36,166.0,236.0
31.24,223.0,237.0,30.75,219.0,192.0
35.45,273.0,225.0,31.84,208.0,224.0
39.54,277.0,137.0,34.15,205.0,226.0
44.9,271.0,115.0,37.08,258.0,154.0
46.04,243.0,232.0,40.38,227.0,236.0
47.92,155.0,309.0,42.78,95.0,279.0
52.97,118.0,111.0,42.84,126.0,247.0
54.18,201.0,217.0,46.62,319.0,102.0
54.82,222.0,277.0,49.9,247.0,194.0
56.46,169.0,273.0,55.14,354.0,56.0
60.98,239.0,219.0,56.53,132.0,192.0
64.06,290.0,197.0,57.89,147.0,250.0
65.89,256.0,208.0,62.48,264.0,197.0
70.53,140.0,305.0,69.66,289.0,149.0
76.22,150.0,229.0,74.11,144.0,202.0
77.61,278.0,194.0,76.63,328.0,118.0
80.13,347.0,90.0,80.87,185.0,203.0
84.71,132.0,175.0,83.71,192.0,245.0
85.69,216.0,228.0,84.72,267.0,142.0
94.96,231.0,171.0,85.85,119.0,231.0
99.4,218.0,178.0,97.05,160.0,383.0
110.24,167.0,130.0,103.08,167.0,340.0
116.27,148.0,129.0,104.63,96.0,336.0
118.11,81.0,185.0,108.47,269.0,113.0
121.49,191.0,211.0,116.12,276.0,168.0
123.28,184.0,154.0,119.68,275.0,176.0
125.47,161.0,293.0,123.31,144.0,269.0
128.78,123.0,171.0,130.85,271.0,250.0
130.55,142.0,151.0,132.36,217.0,121.0
135.77,273.0,124.0,137.76,257.0,130.0
137.47,294.0,174.0,139.57,139.0,220.0
147.23,163.0,376.0,145.73,280.0,114.0
148.2,236.0,324.0,156.82,242.0,98.0
158.72,134.0,279.0,163.76,188.0,241.0
161.03,209.0,248.0,165.21,183.0,160.0
172.17,261.0,145.0,170.2,307.0,84.0
177.07,41.0,121.0,177.98,72.0,280.0
186.14,252.0,254.0,183.9,288.0,102.0
187.07,319.0,139.0,186.88,330.0,67.0
193.79,241.0,314.0,194.45,309.0,100.0
200.66,191.0,290.0,207.92,210.0,104.0
206.68,329.0,121.0,213.47,124.0,334.0
227.14,226.0,202.0,216.06,278.0,127.0
229.66,164.0,320.0,223.17,325.0,84.0
234.98,302.0,162.0,232.84,151.0,301.0
239.37,85.0,161.0,242.07,255.0,78.0
246.35,350.0,100.0,247.12,238.0,255.0
250.52,213.0,230.0,247.51,143.0,370.0
252.88,175.0,165.0,251.08,196.0,204.0
258.7,264.0,353.0,261.95,39.0,289.0
263.54,231.0,374.0,269.51,129.0,296.0
266.03,256.0,215.0,270.94,153.0,324.0
268.18,149.0,204.0,272.55,5.0,383.0
278.01,125.0,290.0,279.23,152.0,314.0
279.47,357.0,105.0,280.17,373.0,22.0
281.86,369.0,39.0,285.16,266.0,154.0
282.12,239.0,193.0,293.5,364.0,44.0
298.11,89.0,258.0,298.07,251.0,135.0
300.58,221.0,91.0,302.6,205.0,180.0
301.88,345.0,74.0,317.67,162.0,177.0
316.6,247.0,261.0,323.52,306.0,146.0
320.96,351.0,73.0,328.18,358.0,62.0
328.07,328.0,134.0,333.21,278.0,205.0
335.95,104.0,228.0,340.2,302.0,183.0
340.48,365.0,66.0,342.13,190.0,196.0
343.56,179.0,312.0,351.45,258.0,183.0
345.5,144.0,311.0,352.0,245.0,144.0
353.44,305.0,92.0,357.71,299.0,166.0
354.17,246.0,129.0,363.59,348.0,91.0
355.03,203.0,162.0,366.71,141.0,159.0
374.32,343.0,114.0,371.64,356.0,75.0
382.41,352.0,70.0,383.92,369.0,33.0
386.26,162.0,307.0,384.98,162.0,291.0
401.86,317.0,122.0,407.28,336.0,63.0
407.92,310.0,109.0,411.71,328.0,67.0
413.86,341.0,140.0,425.39,249.0,239.0
427.68,363.0,53.0,430.3,147.0,189.0
438.91,62.0,191.0,434.51,212.0,227.0
439.58,312.0,148.0,435.64,284.0,152.0
443.95,376.0,27.0,446.37,339.0,82.0
449.56,178.0,384.0,449.96,369.0,47.0
450.05,372.0,60.0,458.97,368.0,45.0
475.36,360.0,82.0,460.69,372.0,30.0
479.29,303.0,180.0,485.39,371.0,32.0
483.36,206.0,263.0,487.13,240.0,242.0
491.28,270.0,164.0,490.95,264.0,100.0
498.25,323.0,156.0,493.27,286.0,167.0
507.13,298.0,142.0,506.59,114.0,121.0
510.94,43.0,238.0,516.51,37.0,375.0
514.86,244.0,84.0,548.65,77.0,370.0
534.17,26.0,381.0,549.76,86.0,95.0
558.92,286.0,96.0,561.16,372.0,23.0
578.68,387.0,28.0,579.63,101.0,362.0
593.72,326.0,102.0,584.51,332.0,109.0
605.2,357.0,132.0,597.3,218.0,51.0
605.6,40.0,386.0,612.53,330.0,213.0
617.55,214.0,63.0,632.53,363.0,80.0
660.02,314.0,176.0,644.22,345.0,140.0
673.39,387.0,26.0,658.28,388.0,8.0
683.44,291.0,222.0,671.02,345.0,190.0
698.96,183.0,79.0,701.94,93.0,94.0
709.03,321.0,198.0,711.94,102.0,179.0
714.89,319.0,200.0,715.86,284.0,266.0
721.48,303.0,187.0,720.06,306.0,228.0
722.11,49.0,362.0,725.58,30.0,357.0
728.02,124.0,366.0,728.43,71.0,368.0
728.72,12.0,87.0,729.93,271.0,106.0
734.05,94.0,345.0,732.25,98.0,324.0
741.75,27.0,156.0,737.37,113.0,316.0
747.14,159.0,209.0,739.73,54.0,368.0
753.75,247.0,330.0,751.06,157.0,292.0
755.15,157.0,355.0,753.0,214.0,175.0
758.53,35.0,237.0,763.11,127.0,346.0
765.05,165.0,286.0,772.79,107.0,256.0
767.08,76.0,338.0,778.21,175.0,359.0
779.3,15.0,116.0,786.78,111.0,208.0
792.79,293.0,248.0,798.91,386.0,13.0
796.65,378.0,31.0,801.24,270.0,172.0
798.5,234.0,280.0,803.46,297.0,215.0
813.61,300.0,265.0,808.22,78.0,294.0
823.37,176.0,359.0,816.06,224.0,157.0
828.47,196.0,346.0,828.63,180.0,211.0
835.27,185.0,218.0,829.51,75.0,348.0
835.93,21.0,86.0,835.04,293.0,65.0
837.6,289.0,187.0,835.42,54.0,321.0
838.33,363.0,99.0,836.22,298.0,71.0
851.79,283.0,204.0,847.15,86.0,314.0
855.85,69.0,369.0,847.26,90.0,334.0
862.67,77.0,240.0,856.31,244.0,119.0
863.28,96.0,298.0,862.71,63.0,344.0
865.81,259.0,294.0,869.58,209.0,137.0
874.3,237.0,144.0,872.52,137.0,261.0
885.34,114.0,338.0,888.56,122.0,310.0
894.93,380.0,42.0,890.47,367.0,25.0
897.75,165.0,308.0,893.17,203.0,254.0
902.84,169.0,213.0,898.04,221.0,285.0
907.37,152.0,304.0,905.95,233.0,258.0
915.71,187.0,273.0,911.72,197.0,306.0
918.75,369.0,56.0,919.14,349.0,49.0
923.06,184.0,243.0,919.74,223.0,246.0
929.54,41.0,154.0,928.83,244.0,170.0
935.82,145.0,322.0,929.42,169.0,209.0
940.03,388.0,29.0,931.08,111.0,282.0
943.22,224.0,277.0,948.92,382.0,7.0
950.15,229.0,318.0,950.93,53.0,295.0
950.43,14.0,123.0,952.22,149.0,185.0
964.55,70.0,359.0,965.15,152.0,158.0
966.16,229.0,281.0,971.1,191.0,169.0
973.03,110.0,388.0,971.44,102.0,374.0
974.57,264.0,263.0,976.88,190.0,155.0
976.53,203.0,283.0,980.39,125.0,395.0
979.1,128.0,367.0,982.25,171.0,352.0
986.51,208.0,241.0,991.85,96.0,339.0
996.8,31.0,78.0,992.39,238.0,200.0
997.92,156.0,223.0,993.43,229.0,127.0
999.71,254.0,252.0,1005.92,181.0,319.0
1002.08,290.0,175.0,1007.37,140.0,331.0
1006.84,46.0,341.0,1009.2,234.0,232.0
1008.93,237.0,150.0,1009.91,45.0,304.0
1009.61,73.0,91.0,1010.81,263.0,248.0
1011.92,138.0,240.0,1017.4,25.0,325.0
1017.76,120.0,332.0,1022.6,83.0,252.0
1021.49,339.0,135.0,1024.23,66.0,216.0
1035.5,54.0,364.0,1026.36,336.0,89.0
1036.71,275.0,233.0,1029.77,155.0,146.0
1038.95,385.0,9.0,1030.76,118.0,340.0
1039.4,59.0,227.0,1035.09,70.0,211.0
1041.7,192.0,280.0,1040.6,189.0,278.0
1044.51,67.0,288.0,1041.09,266.0,200.0
1045.46,198.0,125.0,1042.14,260.0,188.0
1048.9,30.0,85.0,1045.32,351.0,40.0
1053.23,190.0,329.0,1045.5,287.0,69.0
1054.84,107.0,267.0,1049.92,207.0,252.0
1058.12,347.0,135.0,1050.39,315.0,135.0
1059.77,360.0,98.0,1052.2,337.0,109.0
1064.69,316.0,182.0,1053.99,248.0,332.0
1065.89,335.0,168.0,1057.02,318.0,120.0
1068.82,66.0,275.0,1069.42,377.0,25.0
1070.7,364.0,65.0,1071.79,63.0,123.0
