3CNTZ,3CNTR,3WN,10WN,10CNTZ,10CNTR
262.0,299.0,23.34,20.85,254.0,218.0
249.0,221.0,24.58,24.14,260.0,161.0
182.0,208.0,26.85,28.36,166.0,236.0
223.0,237.0,31.24,30.75,219.0,192.0
273.0,225.0,35.45,31.84,208.0,224.0
277.0,137.0,39.54,34.15,205.0,226.0
271.0,115.0,44.9,37.08,258.0,154.0
243.0,232.0,46.04,40.38,227.0,236.0
155.0,309.0,47.92,42.78,95.0,279.0
118.0,111.0,52.97,42.84,126.0,247.0
201.0,217.0,54.18,46.62,319.0,102.0
222.0,277.0,54.82,49.9,247.0,194.0
169.0,273.0,56.46,55.14,354.0,56.0
239.0,219.0,60.98,56.53,132.0,192.0
290.0,197.0,64.06,57.89,147.0,250.0
256.0,208.0,65.89,62.48,264.0,197.0
140.0,305.0,70.53,69.66,289.0,149.0
150.0,229.0,76.22,74.11,144.0,202.0
278.0,194.0,77.61,76.63,328.0,118.0
347.0,90.0,80.13,80.87,185.0,203.0
132.0,175.0,84.71,83.71,192.0,245.0
216.0,228.0,85.69,84.72,267.0,142.0
231.0,171.0,94.96,85.85,119.0,231.0
218.0,178.0,99.4,97.05,160.0,383.0
167.0,130.0,110.24,103.08,167.0,340.0
148.0,129.0,116.27,104.63,96.0,336.0
81.0,185.0,118.11,108.47,269.0,113.0
191.0,211.0,121.49,116.12,276.0,168.0
184.0,154.0,123.28,119.68,275.0,176.0
161.0,293.0,125.47,123.31,144.0,269.0
123.0,171.0,128.78,130.85,271.0,250.0
142.0,151.0,130.55,132.36,217.0,121.0
273.0,124.0,135.77,137.76,257.0,130.0
294.0,174.0,137.47,139.57,139.0,220.0
163.0,376.0,147.23,145.73,280.0,114.0
236.0,324.0,148.2,156.82,242.0,98.0
134.0,279.0,158.72,163.76,188.0,241.0
209.0,248.0,161.03,165.21,183.0,160.0
261.0,145.0,172.17,170.2,307.0,84.0
41.0,121.0,177.07,177.98,72.0,280.0
252.0,254.0,186.14,183.9,288.0,102.0
319.0,139.0,187.07,186.88,330.0,67.0
241.0,314.0,193.79,194.45,309.0,100.0
191.0,290.0,200.66,207.92,210.0,104.0
329.0,121.0,206.68,213.47,124.0,334.0
226.0,202.0,227.14,216.06,278.0,127.0
164.0,320.0,229.66,223.17,325.0,84.0
302.0,162.0,234.98,232.84,151.0,301.0
85.0,161.0,239.37,242.07,255.0,78.0
350.0,100.0,246.35,247.12,238.0,255.0
213.0,230.0,250.52,247.51,143.0,370.0
175.0,165.0,252.88,251.08,196.0,204.0
264.0,353.0,258.7,261.95,39.0,289.0
231.0,374.0,263.54,269.51,129.0,296.0
256.0,215.0,266.03,270.94,153.0,324.0
149.0,204.0,268.18,272.55,5.0,383.0
125.0,290.0,278.01,279.23,152.0,314.0
357.0,105.0,279.47,280.17,373.0,22.0
369.0,39.0,281.86,285.16,266.0,154.0
239.0,193.0,282.12,293.5,364.0,44.0
89.0,258.0,298.11,298.07,251.0,135.0
221.0,91.0,300.58,302.6,205.0,180.0
345.0,74.0,301.88,317.67,162.0,177.0
247.0,261.0,316.6,323.52,306.0,146.0
351.0,73.0,320.96,328.18,358.0,62.0
328.0,134.0,328.07,333.21,278.0,205.0
104.0,228.0,335.95,340.2,302.0,183.0
365.0,66.0,340.48,342.13,190.0,196.0
179.0,312.0,343.56,351.45,258.0,183.0
144.0,311.0,345.5,352.0,245.0,144.0
305.0,92.0,353.44,357.71,299.0,166.0
246.0,129.0,354.17,363.59,348.0,91.0
203.0,162.0,355.03,366.71,141.0,159.0
343.0,114.0,374.32,371.64,356.0,75.0
352.0,70.0,382.41,383.92,369.0,33.0
162.0,307.0,386.26,384.98,162.0,291.0
317.0,122.0,401.86,407.28,336.0,63.0
310.0,109.0,407.92,411.71,328.0,67.0
341.0,140.0,413.86,425.39,249.0,239.0
363.0,53.0,427.68,430.3,147.0,189.0
62.0,191.0,438.91,434.51,212.0,227.0
312.0,148.0,439.58,435.64,284.0,152.0
376.0,27.0,443.95,446.37,339.0,82.0
178.0,384.0,449.56,449.96,369.0,47.0
372.0,60.0,450.05,458.97,368.0,45.0
360.0,82.0,475.36,460.69,372.0,30.0
303.0,180.0,479.29,485.39,371.0,32.0
206.0,263.0,483.36,487.13,240.0,242.0
270.0,164.0,491.28,490.95,264.0,100.0
323.0,156.0,498.25,493.27,286.0,167.0
298.0,142.0,507.13,506.59,114.0,121.0
