10CNTR
218.0
161.0
236.0
192.0
224.0
226.0
154.0
236.0
279.0
247.0
102.0
194.0
56.0
192.0
250.0
197.0
149.0
202.0
118.0
203.0
245.0
142.0
231.0
383.0
340.0
336.0
113.0
168.0
176.0
269.0
250.0
121.0
130.0
220.0
114.0
98.0
241.0
160.0
84.0
280.0
102.0
67.0
100.0
104.0
334.0
127.0
84.0
301.0
78.0
255.0
370.0
204.0
289.0
296.0
324.0
383.0
314.0
22.0
154.0
44.0
135.0
180.0
177.0
146.0
62.0
205.0
183.0
196.0
183.0
144.0
166.0
91.0
159.0
75.0
33.0
291.0
63.0
67.0
239.0
189.0
227.0
152.0
82.0
47.0
45.0
30.0
32.0
242.0
100.0
167.0
121.0
375.0
370.0
95.0
23.0
362.0
109.0
51.0
213.0
80.0
140.0
8.0
190.0
94.0
179.0
266.0
228.0
357.0
368.0
106.0
324.0
316.0
368.0
292.0
175.0
346.0
256.0
359.0
208.0
13.0
172.0
215.0
294.0
157.0
211.0
348.0
65.0
321.0
71.0
314.0
334.0
119.0
344.0
137.0
261.0
310.0
25.0
254.0
285.0
258.0
306.0
49.0
246.0
170.0
209.0
282.0
7.0
295.0
185.0
158.0
169.0
374.0
155.0
395.0
352.0
339.0
200.0
127.0
319.0
331.0
232.0
304.0
248.0
325.0
252.0
216.0
89.0
146.0
340.0
211.0
278.0
200.0
188.0
40.0
69.0
252.0
135.0
109.0
332.0
120.0
25.0
123.0
198.0
328.0
244.0
234.0
221.0
268.0
230.0
11.0
19.0
215.0
194.0
126.0
303.0
307.0
181.0
133.0
377.0
53.0
16.0
264.0
235.0
229.0
52.0
264.0
319.0
249.0
362.0
159.0
72.0
263.0
268.0
306.0
98.0
300.0
139.0
87.0
110.0
297.0
297.0
128.0
344.0
131.0
260.0
224.0
270.0
347.0
360.0
124.0
271.0
341.0
90.0
187.0
310.0
164.0
285.0
93.0
77.0
36.0
299.0
133.0
355.0
301.0
49.0
277.0
96.0
208.0
198.0
151.0
61.0
185.0
327.0
349.0
327.0
113.0
142.0
42.0
288.0
395.0
275.0
284.0
262.0
289.0
379.0
41.0
116.0
388.0
22.0
73.0
4.0
9.0
18.0
365.0
230.0
69.0
254.0
312.0
60.0
355.0
219.0
27.0
165.0
163.0
333.0
81.0
281.0
364.0
330.0
38.0
72.0
291.0
274.0
343.0
320.0
385.0
388.0
38.0
144.0
220.0
103.0
136.0
106.0
21.0
366.0
345.0
309.0
266.0
15.0
174.0
147.0
385.0
19.0
27.0
78.0
393.0
56.0
391.0
8.0
15.0
65.0
387.0
287.0
10.0
372.0
375.0
239.0
390.0
94.0
80.0
363.0
174.0
204.0
323.0
381.0
123.0
172.0
312.0
305.0
399.0
111.0
85.0
357.0
389.0
315.0
180.0
317.0
76.0
116.0
337.0
379.0
42.0
47.0
237.0
381.0
359.0
213.0
58.0
352.0
108.0
392.0
257.0
273.0
351.0
337.0
148.0
190.0
34.0
88.0
4.0
54.0
223.0
88.0
151.0
272.0
163.0
3.0
33.0
28.0
31.0
54.0
130.0
140.0
400.0
373.0
401.0
278.0
207.0
397.0
59.0
243.0
399.0
377.0
36.0
353.0
397.0
6.0
45.0
1.0
58.0
13.0
1.0
