3WN,3CNTZ,3CNTR,4WN,4CNTZ,4CNTR
23.34,262.0,299.0,20.57,250.0,128.0
24.58,249.0,221.0,23.35,228.0,289.0
26.85,182.0,208.0,24.81,223.0,178.0
31.24,223.0,237.0,29.16,329.0,267.0
35.45,273.0,225.0,31.97,209.0,279.0
39.54,277.0,137.0,33.23,330.0,230.0
44.9,271.0,115.0,35.07,171.0,275.0
46.04,243.0,232.0,39.68,159.0,209.0
47.92,155.0,309.0,42.95,245.0,166.0
52.97,118.0,111.0,44.25,165.0,195.0
54.18,201.0,217.0,46.01,276.0,255.0
54.82,222.0,277.0,51.98,187.0,109.0
56.46,169.0,273.0,54.59,238.0,227.0
60.98,239.0,219.0,55.23,256.0,187.0
64.06,290.0,197.0,58.99,130.0,145.0
65.89,256.0,208.0,63.56,164.0,223.0
70.53,140.0,305.0,73.02,42.0,387.0
76.22,150.0,229.0,78.98,221.0,213.0
77.61,278.0,194.0,81.01,354.0,274.0
80.13,347.0,90.0,84.06,241.0,127.0
84.71,132.0,175.0,91.85,84.0,91.0
85.69,216.0,228.0,94.82,233.0,122.0
94.96,231.0,171.0,100.19,217.0,273.0
99.4,218.0,178.0,104.34,116.0,322.0
110.24,167.0,130.0,107.44,186.0,153.0
116.27,148.0,129.0,110.7,195.0,244.0
118.11,81.0,185.0,113.49,249.0,239.0
121.49,191.0,211.0,117.38,160.0,231.0
123.28,184.0,154.0,118.18,168.0,249.0
125.47,161.0,293.0,123.67,129.0,112.0
128.78,123.0,171.0,126.48,109.0,52.0
130.55,142.0,151.0,129.58,308.0,290.0
135.77,273.0,124.0,132.8,293.0,202.0
137.47,294.0,174.0,135.75,142.0,301.0
147.23,163.0,376.0,138.96,308.0,162.0
148.2,236.0,324.0,142.83,195.0,53.0
158.72,134.0,279.0,149.71,33.0,389.0
161.03,209.0,248.0,157.36,260.0,102.0
172.17,261.0,145.0,163.32,301.0,218.0
177.07,41.0,121.0,168.34,235.0,125.0
186.14,252.0,254.0,172.35,128.0,329.0
187.07,319.0,139.0,176.81,332.0,291.0
193.79,241.0,314.0,182.36,290.0,183.0
200.66,191.0,290.0,185.83,272.0,165.0
206.68,329.0,121.0,188.57,211.0,176.0
227.14,226.0,202.0,200.01,287.0,163.0
229.66,164.0,320.0,207.45,122.0,50.0
234.98,302.0,162.0,220.93,124.0,269.0
239.37,85.0,161.0,226.08,317.0,99.0
246.35,350.0,100.0,233.15,251.0,96.0
250.52,213.0,230.0,239.3,266.0,115.0
252.88,175.0,165.0,250.12,280.0,213.0
258.7,264.0,353.0,253.47,95.0,365.0
263.54,231.0,374.0,257.55,72.0,72.0
266.03,256.0,215.0,260.9,344.0,277.0
268.18,149.0,204.0,264.95,11.0,397.0
278.01,125.0,290.0,268.01,116.0,55.0
279.47,357.0,105.0,276.89,264.0,200.0
281.86,369.0,39.0,286.22,254.0,124.0
282.12,239.0,193.0,295.24,362.0,326.0
298.11,89.0,258.0,304.3,238.0,239.0
300.58,221.0,91.0,308.28,301.0,253.0
301.88,345.0,74.0,310.98,312.0,251.0
316.6,247.0,261.0,316.72,216.0,246.0
320.96,351.0,73.0,332.59,347.0,287.0
328.07,328.0,134.0,333.82,277.0,177.0
335.95,104.0,228.0,338.25,132.0,321.0
340.48,365.0,66.0,347.96,258.0,147.0
343.56,179.0,312.0,352.03,324.0,221.0
345.5,144.0,311.0,356.31,232.0,235.0
353.44,305.0,92.0,356.85,356.0,303.0
