3CNTZ,3CNTR,3WN,4WN,4CNTZ,4CNTR
262.0,299.0,23.34,20.57,250.0,128.0
249.0,221.0,24.58,23.35,228.0,289.0
182.0,208.0,26.85,24.81,223.0,178.0
223.0,237.0,31.24,29.16,329.0,267.0
273.0,225.0,35.45,31.97,209.0,279.0
277.0,137.0,39.54,33.23,330.0,230.0
271.0,115.0,44.9,35.07,171.0,275.0
243.0,232.0,46.04,39.68,159.0,209.0
155.0,309.0,47.92,42.95,245.0,166.0
118.0,111.0,52.97,44.25,165.0,195.0
201.0,217.0,54.18,46.01,276.0,255.0
222.0,277.0,54.82,51.98,187.0,109.0
169.0,273.0,56.46,54.59,238.0,227.0
239.0,219.0,60.98,55.23,256.0,187.0
290.0,197.0,64.06,58.99,130.0,145.0
256.0,208.0,65.89,63.56,164.0,223.0
140.0,305.0,70.53,73.02,42.0,387.0
150.0,229.0,76.22,78.98,221.0,213.0
278.0,194.0,77.61,81.01,354.0,274.0
347.0,90.0,80.13,84.06,241.0,127.0
132.0,175.0,84.71,91.85,84.0,91.0
216.0,228.0,85.69,94.82,233.0,122.0
231.0,171.0,94.96,100.19,217.0,273.0
218.0,178.0,99.4,104.34,116.0,322.0
167.0,130.0,110.24,107.44,186.0,153.0
148.0,129.0,116.27,110.7,195.0,244.0
81.0,185.0,118.11,113.49,249.0,239.0
191.0,211.0,121.49,117.38,160.0,231.0
184.0,154.0,123.28,118.18,168.0,249.0
161.0,293.0,125.47,123.67,129.0,112.0
123.0,171.0,128.78,126.48,109.0,52.0
142.0,151.0,130.55,129.58,308.0,290.0
273.0,124.0,135.77,132.8,293.0,202.0
294.0,174.0,137.47,135.75,142.0,301.0
163.0,376.0,147.23,138.96,308.0,162.0
236.0,324.0,148.2,142.83,195.0,53.0
134.0,279.0,158.72,149.71,33.0,389.0
209.0,248.0,161.03,157.36,260.0,102.0
261.0,145.0,172.17,163.32,301.0,218.0
41.0,121.0,177.07,168.34,235.0,125.0
252.0,254.0,186.14,172.35,128.0,329.0
319.0,139.0,187.07,176.81,332.0,291.0
241.0,314.0,193.79,182.36,290.0,183.0
191.0,290.0,200.66,185.83,272.0,165.0
329.0,121.0,206.68,188.57,211.0,176.0
226.0,202.0,227.14,200.01,287.0,163.0
164.0,320.0,229.66,207.45,122.0,50.0
302.0,162.0,234.98,220.93,124.0,269.0
85.0,161.0,239.37,226.08,317.0,99.0
350.0,100.0,246.35,233.15,251.0,96.0
213.0,230.0,250.52,239.3,266.0,115.0
175.0,165.0,252.88,250.12,280.0,213.0
264.0,353.0,258.7,253.47,95.0,365.0
231.0,374.0,263.54,257.55,72.0,72.0
256.0,215.0,266.03,260.9,344.0,277.0
149.0,204.0,268.18,264.95,11.0,397.0
125.0,290.0,278.01,268.01,116.0,55.0
357.0,105.0,279.47,276.89,264.0,200.0
369.0,39.0,281.86,286.22,254.0,124.0
239.0,193.0,282.12,295.24,362.0,326.0
89.0,258.0,298.11,304.3,238.0,239.0
221.0,91.0,300.58,308.28,301.0,253.0
345.0,74.0,301.88,310.98,312.0,251.0
247.0,261.0,316.6,316.72,216.0,246.0
351.0,73.0,320.96,332.59,347.0,287.0
328.0,134.0,328.07,333.82,277.0,177.0
104.0,228.0,335.95,338.25,132.0,321.0
365.0,66.0,340.48,347.96,258.0,147.0
179.0,312.0,343.56,352.03,324.0,221.0
144.0,311.0,345.5,356.31,232.0,235.0
305.0,92.0,353.44,356.85,356.0,303.0
246.0,129.0,354.17,366.51,226.0,265.0
203.0,162.0,355.03,373.99,380.0,317.0
343.0,114.0,374.32,387.07,370.0,316.0
352.0,70.0,382.41,392.65,191.0,103.0
162.0,307.0,386.26,398.27,208.0,188.0
317.0,122.0,401.86,402.31,90.0,67.0
310.0,109.0,407.92,406.02,103.0,362.0
341.0,140.0,413.86,413.75,306.0,230.0
363.0,53.0,427.68,416.17,360.0,302.0
62.0,191.0,438.91,428.36,268.0,160.0
312.0,148.0,439.58,432.7,321.0,216.0
376.0,27.0,443.95,446.03,302.0,173.0
178.0,384.0,449.56,455.92,358.0,294.0
372.0,60.0,450.05,459.59,320.0,253.0
360.0,82.0,475.36,466.68,261.0,126.0
303.0,180.0,479.29,475.67,347.0,313.0
206.0,263.0,483.36,485.01,314.0,261.0
270.0,164.0,491.28,491.79,284.0,185.0
323.0,156.0,498.25,500.19,184.0,83.0
298.0,142.0,507.13,507.08,149.0,343.0
43.0,238.0,510.94,524.5,295.0,226.0
244.0,84.0,514.86,552.83,261.0,232.0
26.0,381.0,534.17,557.0,225.0,82.0
286.0,96.0,558.92,557.97,310.0,216.0
387.0,28.0,578.68,566.52,204.0,58.0
326.0,102.0,593.72,567.66,306.0,36.0
357.0,132.0,605.2,570.37,155.0,236.0
40.0,386.0,605.6,581.71,304.0,62.0
214.0,63.0,617.55,601.06,359.0,287.0
314.0,176.0,660.02,611.34,346.0,146.0
387.0,26.0,673.39,651.61,382.0,350.0
291.0,222.0,683.44,656.26,314.0,12.0
183.0,79.0,698.96,699.89,328.0,223.0
321.0,198.0,709.03,723.46,173.0,115.0
319.0,200.0,714.89,726.75,64.0,74.0
303.0,187.0,721.48,727.44,180.0,126.0
49.0,362.0,722.11,727.96,43.0,342.0
124.0,366.0,728.02,733.75,53.0,77.0
12.0,87.0,728.72,735.97,40.0,354.0
94.0,345.0,734.05,741.05,256.0,138.0
27.0,156.0,741.75,745.52,181.0,188.0
159.0,209.0,747.14,746.96,87.0,220.0
