1CNTZ,1CNTR,1WN,8WN,8CNTZ,8CNTR
244.0,124.0,21.85,23.75,97.0,329.0
156.0,144.0,26.12,24.4,134.0,287.0
246.0,260.0,28.91,26.13,108.0,283.0
259.0,273.0,29.71,28.62,276.0,240.0
283.0,195.0,34.32,33.52,254.0,167.0
283.0,230.0,39.87,36.44,279.0,194.0
195.0,139.0,40.35,38.11,173.0,220.0
155.0,236.0,41.89,41.82,149.0,245.0
292.0,232.0,43.53,46.17,304.0,188.0
210.0,196.0,46.6,46.97,145.0,205.0
264.0,187.0,50.69,50.7,270.0,296.0
238.0,171.0,52.4,56.93,114.0,212.0
302.0,181.0,55.22,59.65,235.0,241.0
285.0,154.0,61.94,64.18,312.0,96.0
266.0,174.0,63.93,67.88,296.0,147.0
248.0,181.0,66.41,68.71,321.0,228.0
288.0,212.0,67.45,76.51,299.0,185.0
198.0,161.0,71.79,80.73,102.0,270.0
275.0,159.0,75.97,86.52,231.0,224.0
231.0,267.0,84.69,88.51,162.0,234.0
125.0,316.0,86.03,89.63,202.0,147.0
147.0,295.0,87.35,94.12,0.0,0.0
198.0,310.0,88.94,98.73,265.0,93.0
272.0,255.0,94.97,100.8,250.0,208.0
216.0,227.0,97.12,101.89,266.0,134.0
245.0,157.0,99.86,103.32,221.0,55.0
270.0,116.0,106.12,110.45,199.0,108.0
168.0,301.0,115.89,113.49,140.0,133.0
298.0,141.0,117.3,114.93,128.0,230.0
182.0,197.0,118.58,122.8,74.0,312.0
275.0,109.0,122.32,126.66,309.0,114.0
201.0,122.0,127.88,128.58,274.0,92.0
134.0,175.0,133.52,131.06,90.0,294.0
230.0,129.0,139.8,138.33,164.0,209.0
165.0,225.0,141.41,140.47,238.0,236.0
193.0,127.0,159.33,141.46,301.0,204.0
106.0,337.0,161.67,142.37,285.0,243.0
298.0,112.0,166.26,156.02,279.0,141.0
218.0,147.0,171.48,167.26,169.0,206.0
317.0,82.0,177.13,172.53,90.0,281.0
221.0,204.0,180.99,179.7,308.0,109.0
324.0,198.0,187.27,191.05,105.0,259.0
277.0,133.0,189.46,196.78,187.0,245.0
308.0,117.0,198.93,200.24,287.0,164.0
288.0,66.0,210.9,206.19,258.0,153.0
203.0,70.0,214.8,209.28,204.0,176.0
286.0,67.0,224.01,214.17,305.0,74.0
80.0,325.0,227.07,224.37,324.0,81.0
324.0,166.0,236.86,237.13,221.0,283.0
302.0,107.0,246.19,243.81,59.0,314.0
329.0,135.0,248.86,254.12,336.0,112.0
114.0,54.0,253.55,258.84,34.0,364.0
230.0,271.0,257.69,263.74,69.0,349.0
101.0,332.0,259.82,265.72,84.0,331.0
103.0,306.0,262.64,266.38,138.0,249.0
267.0,217.0,267.94,275.86,272.0,102.0
128.0,140.0,270.21,278.87,352.0,85.0
92.0,265.0,275.96,281.23,315.0,128.0
241.0,231.0,277.54,286.18,268.0,137.0
220.0,63.0,280.49,290.4,316.0,139.0
374.0,385.0,282.96,291.59,343.0,130.0
319.0,222.0,287.64,300.18,247.0,131.0
344.0,320.0,298.09,304.75,18.0,375.0
164.0,300.0,304.07,309.15,239.0,176.0
225.0,242.0,308.09,311.56,211.0,187.0
391.0,367.0,323.98,315.92,302.0,152.0
81.0,17.0,329.32,318.23,384.0,23.0
366.0,356.0,339.5,337.19,315.0,181.0
289.0,179.0,343.55,338.27,328.0,148.0
127.0,314.0,347.3,345.38,260.0,186.0
335.0,297.0,348.97,347.56,331.0,107.0
204.0,342.0,360.04,358.8,118.0,198.0
329.0,223.0,366.56,366.51,292.0,96.0
304.0,217.0,375.17,367.79,294.0,160.0
373.0,357.0,380.19,379.05,380.0,43.0
100.0,37.0,388.77,396.16,20.0,371.0
26.0,305.0,394.48,400.98,254.0,257.0
310.0,149.0,403.77,411.94,347.0,182.0
343.0,204.0,424.15,424.13,234.0,300.0
280.0,327.0,428.18,433.87,200.0,291.0
322.0,310.0,429.26,442.47,367.0,74.0
123.0,34.0,443.85,447.68,380.0,37.0
382.0,341.0,445.03,453.2,305.0,301.0
337.0,84.0,453.02,457.52,351.0,100.0
369.0,336.0,454.79,460.43,308.0,119.0
354.0,97.0,461.83,467.75,320.0,150.0
300.0,220.0,469.05,469.85,228.0,164.0
341.0,104.0,492.76,479.83,12.0,384.0
86.0,23.0,502.98,482.93,342.0,178.0
174.0,226.0,511.71,484.82,159.0,196.0
158.0,250.0,518.25,498.45,355.0,205.0
328.0,81.0,520.11,517.78,148.0,104.0
144.0,6.0,533.12,521.14,150.0,115.0
340.0,31.0,551.76,528.02,95.0,62.0
321.0,178.0,563.72,548.66,353.0,67.0
123.0,368.0,565.0,551.67,357.0,43.0
365.0,111.0,573.44,582.07,321.0,129.0
87.0,377.0,579.75,593.23,65.0,200.0
372.0,308.0,582.75,601.89,134.0,201.0
130.0,6.0,593.94,608.19,213.0,310.0
334.0,12.0,610.24,642.92,377.0,46.0
384.0,361.0,673.02,654.28,362.0,158.0
326.0,46.0,690.66,675.4,387.0,8.0
325.0,41.0,701.73,689.48,300.0,79.0
69.0,25.0,713.4,707.57,258.0,368.0
297.0,38.0,714.0,712.33,67.0,85.0
114.0,287.0,724.94,716.82,86.0,127.0
102.0,267.0,726.19,722.48,56.0,249.0
111.0,97.0,728.08,723.61,52.0,280.0
87.0,325.0,733.51,727.26,168.0,248.0
203.0,162.0,735.59,737.6,241.0,293.0
118.0,186.0,740.45,739.18,132.0,167.0
46.0,303.0,742.69,741.11,123.0,103.0
186.0,137.0,749.12,744.79,135.0,173.0
243.0,180.0,750.67,747.05,40.0,308.0
56.0,284.0,755.26,763.17,259.0,274.0
162.0,68.0,774.46,770.19,14.0,376.0
235.0,77.0,775.78,780.61,84.0,232.0
196.0,89.0,786.64,792.8,225.0,330.0
369.0,352.0,796.46,794.31,77.0,226.0
313.0,96.0,797.5,803.74,268.0,287.0
78.0,187.0,804.74,806.14,282.0,290.0
80.0,303.0,805.42,807.89,362.0,52.0
177.0,163.0,815.34,819.1,194.0,275.0
51.0,26.0,819.96,830.01,101.0,285.0
215.0,282.0,824.43,830.15,76.0,310.0
55.0,323.0,831.44,845.24,36.0,355.0
378.0,364.0,837.36,847.0,352.0,27.0
104.0,298.0,856.62,847.44,233.0,172.0
145.0,86.0,857.22,848.19,228.0,125.0
107.0,327.0,868.28,851.36,41.0,318.0
134.0,201.0,869.69,852.65,244.0,317.0
150.0,219.0,871.0,866.98,155.0,255.0
180.0,71.0,875.24,873.18,87.0,241.0
93.0,173.0,886.37,873.83,171.0,297.0
368.0,346.0,892.06,886.93,53.0,312.0
249.0,116.0,892.95,893.05,24.0,362.0
271.0,129.0,899.83,895.6,374.0,21.0
307.0,62.0,900.66,900.99,326.0,350.0
159.0,75.0,910.24,908.4,243.0,266.0
362.0,333.0,916.44,917.36,219.0,151.0
116.0,293.0,921.74,919.98,373.0,8.0
227.0,136.0,928.69,931.93,169.0,200.0
90.0,101.0,932.67,936.57,166.0,238.0
291.0,150.0,935.36,938.52,102.0,177.0
187.0,308.0,938.94,938.64,36.0,332.0
336.0,321.0,939.99,949.73,213.0,257.0
190.0,164.0,950.27,957.9,310.0,127.0
141.0,240.0,950.84,958.48,289.0,90.0
196.0,247.0,969.71,958.75,248.0,86.0
181.0,71.0,971.02,965.05,230.0,299.0
209.0,111.0,975.49,976.16,50.0,285.0
95.0,320.0,978.76,977.71,127.0,214.0
184.0,52.0,979.95,979.58,39.0,303.0
147.0,171.0,988.41,986.27,111.0,233.0
149.0,120.0,988.99,988.56,137.0,179.0
111.0,268.0,993.15,995.31,273.0,210.0
89.0,99.0,993.68,996.4,226.0,174.0
157.0,250.0,995.8,997.76,77.0,235.0
34.0,315.0,1009.09,1002.14,183.0,262.0
239.0,73.0,1015.54,1014.35,177.0,221.0
73.0,246.0,1016.7,1014.98,216.0,323.0
190.0,60.0,1017.72,1016.33,31.0,358.0
85.0,158.0,1019.55,1019.25,157.0,270.0
293.0,184.0,1026.07,1021.84,97.0,348.0
307.0,149.0,1028.1,1023.69,74.0,344.0
128.0,289.0,1030.78,1029.92,104.0,191.0
149.0,95.0,1032.47,1031.13,247.0,233.0
153.0,50.0,1032.79,1033.58,252.0,247.0
