0,3
0.0,0.0
287.0,287.0
1.0,2.0
3.0,3.0
10.0,10.0
14.0,12.0
6.0,4.0
1.0,0.0
4.0,6.0
9.0,10.0
20.0,13.0
175.0,180.0
20.0,15.0
200.0,194.0
148.0,137.0
22.0,24.0
293.0,301.0
298.0,293.0
66.0,54.0
245.0,254.0
79.0,73.0
19.0,6.0
238.0,235.0
300.0,294.0
41.0,29.0
159.0,145.0
221.0,231.0
18.0,4.0
90.0,79.0
254.0,247.0
366.0,360.0
64.0,67.0
120.0,110.0
160.0,145.0
200.0,198.0
221.0,204.0
317.0,324.0
16.0,27.0
157.0,147.0
218.0,224.0
151.0,141.0
78.0,61.0
211.0,204.0
292.0,298.0
236.0,228.0
277.0,260.0
26.0,8.0
274.0,252.0
276.0,276.0
328.0,318.0
24.0,17.0
186.0,202.0
74.0,83.0
107.0,98.0
129.0,140.0
45.0,57.0
111.0,111.0
53.0,27.0
119.0,115.0
104.0,95.0
165.0,173.0
164.0,162.0
272.0,258.0
211.0,233.0
176.0,174.0
69.0,87.0
323.0,324.0
184.0,157.0
244.0,251.0
214.0,189.0
249.0,238.0
61.0,74.0
47.0,31.0
219.0,219.0
140.0,144.0
17.0,34.0
256.0,279.0
35.0,22.0
160.0,164.0
342.0,336.0
362.0,339.0
274.0,287.0
77.0,81.0
241.0,266.0
326.0,331.0
202.0,217.0
27.0,32.0
95.0,69.0
188.0,166.0
9.0,17.0
198.0,191.0
260.0,274.0
352.0,326.0
71.0,94.0
179.0,171.0
203.0,184.0
12.0,25.0
52.0,63.0
191.0,226.0
57.0,51.0
152.0,127.0
87.0,84.0
75.0,76.0
196.0,218.0
248.0,268.0
301.0,285.0
302.0,320.0
327.0,329.0
202.0,193.0
330.0,321.0
43.0,58.0
124.0,105.0
392.0,359.0
383.0,356.0
171.0,149.0
55.0,32.0
319.0,296.0
122.0,130.0
146.0,177.0
368.0,332.0
81.0,50.0
230.0,196.0
36.0,55.0
242.0,208.0
43.0,40.0
332.0,341.0
266.0,272.0
224.0,231.0
308.0,279.0
178.0,186.0
290.0,256.0
233.0,199.0
348.0,328.0
11.0,34.0
375.0,337.0
270.0,302.0
167.0,156.0
50.0,21.0
323.0,289.0
213.0,177.0
346.0,321.0
206.0,237.0
50.0,37.0
258.0,294.0
77.0,36.0
97.0,71.0
324.0,315.0
124.0,166.0
168.0,128.0
136.0,179.0
226.0,254.0
336.0,340.0
184.0,148.0
311.0,340.0
76.0,48.0
264.0,273.0
63.0,47.0
116.0,90.0
355.0,347.0
195.0,221.0
264.0,239.0
321.0,347.0
261.0,308.0
46.0,68.0
339.0,383.0
154.0,124.0
40.0,14.0
181.0,135.0
5.0,43.0
378.0,335.0
82.0,62.0
347.0,305.0
83.0,53.0
154.0,195.0
228.0,270.0
287.0,306.0
244.0,283.0
146.0,113.0
138.0,155.0
155.0,134.0
288.0,243.0
281.0,273.0
101.0,97.0
57.0,64.0
134.0,157.0
133.0,117.0
111.0,118.0
306.0,357.0
356.0,314.0
173.0,123.0
87.0,80.0
178.0,208.0
297.0,286.0
65.0,40.0
157.0,119.0
5.0,45.0
269.0,222.0
113.0,159.0
225.0,184.0
60.0,92.0
268.0,228.0
66.0,120.0
238.0,211.0
284.0,342.0
304.0,353.0
100.0,142.0
337.0,381.0
121.0,176.0
190.0,248.0
89.0,71.0
193.0,181.0
128.0,90.0
251.0,305.0
93.0,104.0
53.0,86.0
336.0,363.0
29.0,49.0
310.0,310.0
281.0,247.0
180.0,132.0
86.0,36.0
252.0,262.0
398.0,345.0
195.0,250.0
125.0,172.0
382.0,326.0
350.0,345.0
174.0,215.0
250.0,296.0
295.0,355.0
130.0,114.0
68.0,52.0
343.0,371.0
142.0,74.0
163.0,138.0
285.0,313.0
113.0,129.0
61.0,131.0
96.0,80.0
314.0,377.0
172.0,169.0
298.0,372.0
134.0,161.0
188.0,234.0
235.0,308.0
209.0,134.0
167.0,213.0
99.0,121.0
279.0,259.0
215.0,253.0
103.0,20.0
223.0,304.0
280.0,268.0
328.0,362.0
132.0,84.0
216.0,221.0
127.0,164.0
262.0,289.0
240.0,201.0
217.0,244.0
225.0,150.0
350.0,334.0
256.0,300.0
272.0,241.0
295.0,278.0
290.0,309.0
366.0,282.0
30.0,112.0
293.0,219.0
187.0,265.0
103.0,106.0
363.0,322.0
114.0,43.0
72.0,153.0
42.0,97.0
232.0,234.0
67.0,19.0
170.0,110.0
340.0,388.0
33.0,88.0
208.0,118.0
329.0,299.0
312.0,302.0
304.0,318.0
153.0,197.0
207.0,124.0
365.0,266.0
249.0,148.0
192.0,102.0
149.0,200.0
191.0,292.0
217.0,187.0
266.0,207.0
386.0,283.0
261.0,213.0
258.0,188.0
316.0,362.0
49.0,125.0
240.0,161.0
58.0,99.0
318.0,246.0
301.0,328.0
197.0,168.0
334.0,350.0
285.0,237.0
84.0,154.0
204.0,95.0
358.0,244.0
97.0,108.0
268.0,372.0
276.0,348.0
372.0,264.0
36.0,106.0
33.0,59.0
84.0,0.0
283.0,364.0
247.0,183.0
344.0,280.0
54.0,171.0
255.0,209.0
391.0,257.0
397.0,276.0
382.0,258.0
235.0,186.0
389.0,270.0
232.0,140.0
306.0,331.0
22.0,126.0
344.0,316.0
341.0,262.0
229.0,358.0
369.0,230.0
334.0,391.0
320.0,351.0
13.0,45.0
373.0,225.0
144.0,77.0
381.0,224.0
347.0,343.0
377.0,216.0
308.0,169.0
90.0,159.0
109.0,87.0
208.0,368.0
227.0,379.0
38.0,206.0
138.0,77.0
359.0,241.0
354.0,312.0
375.0,201.0
72.0,138.0
166.0,352.0
310.0,367.0
145.0,152.0
332.0,315.0
387.0,212.0
182.0,61.0
374.0,191.0
351.0,366.0
396.0,398.0
148.0,101.0
356.0,336.0
105.0,91.0
118.0,56.0
109.0,102.0
141.0,68.0
177.0,373.0
401.0,178.0
314.0,380.0
116.0,352.0
141.0,374.0
93.0,65.0
161.0,376.0
107.0,358.0
136.0,41.0
360.0,380.0
396.0,385.0
130.0,393.0
91.0,53.0
122.0,384.0
316.0,395.0
101.0,39.0
7.0,8.0
395.0,384.0
385.0,367.0
400.0,400.0
