,0
21.85,124.0
26.12,144.0
28.91,260.0
29.71,273.0
34.32,195.0
39.87,230.0
40.35,139.0
41.89,236.0
43.53,232.0
46.6,196.0
50.69,187.0
52.4,171.0
55.22,181.0
61.94,154.0
63.93,174.0
66.41,181.0
67.45,212.0
71.79,161.0
75.97,159.0
84.69,267.0
86.03,316.0
87.35,295.0
88.94,310.0
94.97,255.0
97.12,227.0
99.86,157.0
106.12,116.0
115.89,301.0
117.3,141.0
118.58,197.0
122.32,109.0
127.88,122.0
133.52,175.0
139.8,129.0
141.41,225.0
159.33,127.0
161.67,337.0
166.26,112.0
171.48,147.0
177.13,82.0
180.99,204.0
187.27,198.0
189.46,133.0
198.93,117.0
210.9,66.0
214.8,70.0
224.01,67.0
227.07,325.0
236.86,166.0
246.19,107.0
248.86,135.0
253.55,54.0
257.69,271.0
259.82,332.0
262.64,306.0
267.94,217.0
270.21,140.0
275.96,265.0
277.54,231.0
280.49,63.0
282.96,385.0
287.64,222.0
298.09,320.0
304.07,300.0
308.09,242.0
323.98,367.0
329.32,17.0
339.5,356.0
343.55,179.0
347.3,314.0
348.97,297.0
360.04,342.0
366.56,223.0
375.17,217.0
380.19,357.0
388.77,37.0
394.48,305.0
403.77,149.0
424.15,204.0
428.18,327.0
429.26,310.0
443.85,34.0
445.03,341.0
453.02,84.0
454.79,336.0
461.83,97.0
469.05,220.0
492.76,104.0
502.98,23.0
511.71,226.0
518.25,250.0
520.11,81.0
533.12,6.0
551.76,31.0
563.72,178.0
565.0,368.0
573.44,111.0
579.75,377.0
582.75,308.0
593.94,6.0
610.24,12.0
673.02,361.0
690.66,46.0
701.73,41.0
713.4,25.0
714.0,38.0
724.94,287.0
726.19,267.0
728.08,97.0
733.51,325.0
735.59,162.0
740.45,186.0
742.69,303.0
749.12,137.0
750.67,180.0
755.26,284.0
774.46,68.0
775.78,77.0
786.64,89.0
796.46,352.0
797.5,96.0
804.74,187.0
805.42,303.0
815.34,163.0
819.96,26.0
824.43,282.0
831.44,323.0
837.36,364.0
856.62,298.0
857.22,86.0
868.28,327.0
869.69,201.0
871.0,219.0
875.24,71.0
886.37,173.0
892.06,346.0
892.95,116.0
899.83,129.0
900.66,62.0
910.24,75.0
916.44,333.0
921.74,293.0
928.69,136.0
932.67,101.0
935.36,150.0
938.94,308.0
939.99,321.0
950.27,164.0
950.84,240.0
969.71,247.0
971.02,71.0
975.49,111.0
978.76,320.0
979.95,52.0
988.41,171.0
988.99,120.0
993.15,268.0
993.68,99.0
995.8,250.0
1009.09,315.0
1015.54,73.0
1016.7,246.0
1017.72,60.0
1019.55,158.0
1026.07,184.0
1028.1,149.0
1030.78,289.0
1032.47,95.0
1032.79,50.0
1037.94,188.0
1039.59,262.0
1040.43,365.0
1049.81,125.0
1051.58,209.0
1054.88,324.0
1055.69,164.0
1057.43,252.0
1061.73,36.0
1062.69,202.0
1065.92,237.0
1068.72,38.0
1070.44,92.0
1080.13,213.0
1081.11,202.0
1093.26,240.0
1097.1,91.0
1099.8,13.0
1102.47,317.0
1108.11,389.0
1108.97,83.0
1116.54,106.0
1121.04,355.0
1122.06,307.0
1131.74,109.0
1151.09,35.0
1155.53,244.0
1161.56,132.0
1175.55,104.0
1175.94,283.0
1179.71,208.0
1189.67,371.0
1190.26,182.0
1194.88,366.0
1197.01,339.0
1205.09,144.0
1206.33,137.0
1218.07,29.0
1224.9,335.0
1228.24,65.0
1232.18,298.0
1235.03,362.0
1240.34,93.0
1242.1,236.0
1242.29,279.0
1243.39,290.0
1249.86,258.0
1252.56,89.0
1253.87,76.0
1253.95,48.0
1257.4,23.0
1259.99,114.0
1261.68,301.0
1266.51,261.0
1269.63,43.0
1274.53,287.0
1275.3,44.0
1277.28,193.0
1277.85,73.0
1279.23,100.0
1284.36,118.0
1285.2,260.0
1286.5,270.0
1287.51,318.0
1288.81,169.0
1289.33,170.0
1290.15,197.0
1293.32,79.0
1297.02,50.0
1297.63,206.0
1300.37,122.0
1301.74,55.0
1307.46,318.0
1309.47,59.0
1312.27,228.0
1313.35,32.0
1318.14,339.0
1330.66,233.0
1333.09,333.0
1334.24,293.0
1336.5,62.0
1337.8,40.0
1339.27,15.0
1347.64,142.0
1349.25,253.0
1350.46,210.0
1352.65,105.0
1354.28,249.0
1354.37,145.0
1356.78,98.0
1358.18,155.0
1359.46,313.0
1360.19,130.0
1363.13,345.0
1363.32,264.0
1363.49,233.0
1368.32,40.0
1378.37,16.0
1384.59,388.0
1385.06,358.0
1390.93,5.0
1391.74,393.0
1393.07,377.0
1396.72,151.0
1409.35,389.0
1409.84,28.0
1411.49,17.0
1414.82,225.0
1415.51,276.0
1416.04,257.0
1416.11,60.0
1417.52,289.0
1418.5,274.0
1419.92,115.0
1420.08,147.0
1420.46,247.0
1420.97,238.0
1422.03,256.0
1422.93,279.0
1424.27,167.0
1425.3,335.0
1426.47,68.0
1426.68,374.0
1427.65,243.0
1428.41,351.0
1428.81,190.0
1429.35,343.0
1429.51,397.0
1430.34,120.0
1431.15,383.0
1431.71,57.0
1432.09,153.0
1432.22,285.0
1434.46,220.0
1434.76,329.0
1435.05,391.0
1439.22,56.0
1442.23,139.0
1444.08,235.0
1444.62,362.0
1445.78,340.0
1446.58,206.0
1447.89,383.0
1455.66,376.0
1471.79,379.0
1660.04,384.0
1663.64,4.0
1741.78,3.0
1756.02,185.0
2900.65,273.0
2901.32,193.0
2901.54,282.0
2901.98,103.0
2902.63,270.0
2903.3,127.0
2904.6,133.0
2904.72,295.0
2905.47,91.0
2906.64,199.0
2907.56,87.0
2910.12,192.0
2910.29,375.0
2911.46,213.0
2911.64,209.0
2912.2,312.0
2913.74,7.0
2914.03,86.0
2915.05,391.0
2916.41,347.0
2916.91,124.0
2919.37,43.0
2919.49,371.0
2922.01,399.0
2922.96,52.0
2928.61,33.0
2929.41,78.0
2929.82,46.0
2930.97,19.0
2932.42,251.0
2934.07,175.0
2934.15,25.0
2935.1,275.0
2935.52,216.0
2938.53,277.0
2939.73,349.0
2940.18,157.0
2940.51,360.0
2940.79,84.0
2942.86,166.0
2944.94,28.0
2947.17,380.0
2950.76,48.0
2953.09,190.0
2954.0,76.0
2957.16,243.0
2959.02,370.0
2959.75,359.0
2961.11,331.0
2962.92,176.0
2964.13,56.0
2964.27,349.0
2965.68,394.0
2969.85,291.0
2972.42,393.0
2972.88,346.0
2973.77,154.0
2974.41,330.0
2974.68,257.0
2975.2,21.0
2977.68,21.0
2980.01,8.0
2980.71,214.0
2986.84,281.0
2988.99,19.0
2992.64,396.0
2994.44,352.0
2994.83,222.0
2996.06,387.0
2999.37,401.0
3002.87,11.0
3014.53,9.0
3014.73,10.0
3016.9,354.0
3018.94,1.0
3039.84,367.0
3039.94,381.0
3047.95,1.0
3060.8,399.0
3065.96,400.0
3073.16,397.0
3078.18,373.0
3089.77,380.0
3099.47,265.0
