4CNTZ,4CNTR,4WN,10WN,10CNTZ,10CNTR
250.0,128.0,20.57,20.85,254.0,218.0
228.0,289.0,23.35,24.14,260.0,161.0
223.0,178.0,24.81,28.36,166.0,236.0
329.0,267.0,29.16,30.75,219.0,192.0
209.0,279.0,31.97,31.84,208.0,224.0
330.0,230.0,33.23,34.15,205.0,226.0
171.0,275.0,35.07,37.08,258.0,154.0
159.0,209.0,39.68,40.38,227.0,236.0
245.0,166.0,42.95,42.78,95.0,279.0
165.0,195.0,44.25,42.84,126.0,247.0
276.0,255.0,46.01,46.62,319.0,102.0
187.0,109.0,51.98,49.9,247.0,194.0
238.0,227.0,54.59,55.14,354.0,56.0
256.0,187.0,55.23,56.53,132.0,192.0
130.0,145.0,58.99,57.89,147.0,250.0
164.0,223.0,63.56,62.48,264.0,197.0
42.0,387.0,73.02,69.66,289.0,149.0
221.0,213.0,78.98,74.11,144.0,202.0
354.0,274.0,81.01,76.63,328.0,118.0
241.0,127.0,84.06,80.87,185.0,203.0
84.0,91.0,91.85,83.71,192.0,245.0
233.0,122.0,94.82,84.72,267.0,142.0
217.0,273.0,100.19,85.85,119.0,231.0
116.0,322.0,104.34,97.05,160.0,383.0
186.0,153.0,107.44,103.08,167.0,340.0
195.0,244.0,110.7,104.63,96.0,336.0
249.0,239.0,113.49,108.47,269.0,113.0
160.0,231.0,117.38,116.12,276.0,168.0
168.0,249.0,118.18,119.68,275.0,176.0
129.0,112.0,123.67,123.31,144.0,269.0
109.0,52.0,126.48,130.85,271.0,250.0
308.0,290.0,129.58,132.36,217.0,121.0
293.0,202.0,132.8,137.76,257.0,130.0
142.0,301.0,135.75,139.57,139.0,220.0
308.0,162.0,138.96,145.73,280.0,114.0
195.0,53.0,142.83,156.82,242.0,98.0
33.0,389.0,149.71,163.76,188.0,241.0
260.0,102.0,157.36,165.21,183.0,160.0
301.0,218.0,163.32,170.2,307.0,84.0
235.0,125.0,168.34,177.98,72.0,280.0
128.0,329.0,172.35,183.9,288.0,102.0
332.0,291.0,176.81,186.88,330.0,67.0
290.0,183.0,182.36,194.45,309.0,100.0
272.0,165.0,185.83,207.92,210.0,104.0
211.0,176.0,188.57,213.47,124.0,334.0
287.0,163.0,200.01,216.06,278.0,127.0
122.0,50.0,207.45,223.17,325.0,84.0
124.0,269.0,220.93,232.84,151.0,301.0
317.0,99.0,226.08,242.07,255.0,78.0
251.0,96.0,233.15,247.12,238.0,255.0
266.0,115.0,239.3,247.51,143.0,370.0
280.0,213.0,250.12,251.08,196.0,204.0
95.0,365.0,253.47,261.95,39.0,289.0
72.0,72.0,257.55,269.51,129.0,296.0
344.0,277.0,260.9,270.94,153.0,324.0
11.0,397.0,264.95,272.55,5.0,383.0
116.0,55.0,268.01,279.23,152.0,314.0
264.0,200.0,276.89,280.17,373.0,22.0
254.0,124.0,286.22,285.16,266.0,154.0
362.0,326.0,295.24,293.5,364.0,44.0
238.0,239.0,304.3,298.07,251.0,135.0
301.0,253.0,308.28,302.6,205.0,180.0
312.0,251.0,310.98,317.67,162.0,177.0
216.0,246.0,316.72,323.52,306.0,146.0
347.0,287.0,332.59,328.18,358.0,62.0
277.0,177.0,333.82,333.21,278.0,205.0
132.0,321.0,338.25,340.2,302.0,183.0
258.0,147.0,347.96,342.13,190.0,196.0
324.0,221.0,352.03,351.45,258.0,183.0
232.0,235.0,356.31,352.0,245.0,144.0
356.0,303.0,356.85,357.71,299.0,166.0
226.0,265.0,366.51,363.59,348.0,91.0
380.0,317.0,373.99,366.71,141.0,159.0
370.0,316.0,387.07,371.64,356.0,75.0
191.0,103.0,392.65,383.92,369.0,33.0
208.0,188.0,398.27,384.98,162.0,291.0
90.0,67.0,402.31,407.28,336.0,63.0
103.0,362.0,406.02,411.71,328.0,67.0
306.0,230.0,413.75,425.39,249.0,239.0
360.0,302.0,416.17,430.3,147.0,189.0
268.0,160.0,428.36,434.51,212.0,227.0
321.0,216.0,432.7,435.64,284.0,152.0
302.0,173.0,446.03,446.37,339.0,82.0
358.0,294.0,455.92,449.96,369.0,47.0
320.0,253.0,459.59,458.97,368.0,45.0
261.0,126.0,466.68,460.69,372.0,30.0
347.0,313.0,475.67,485.39,371.0,32.0
314.0,261.0,485.01,487.13,240.0,242.0
284.0,185.0,491.79,490.95,264.0,100.0
184.0,83.0,500.19,493.27,286.0,167.0
149.0,343.0,507.08,506.59,114.0,121.0
295.0,226.0,524.5,516.51,37.0,375.0
261.0,232.0,552.83,548.65,77.0,370.0
225.0,82.0,557.0,549.76,86.0,95.0
310.0,216.0,557.97,561.16,372.0,23.0
204.0,58.0,566.52,579.63,101.0,362.0
306.0,36.0,567.66,584.51,332.0,109.0
155.0,236.0,570.37,597.3,218.0,51.0
304.0,62.0,581.71,612.53,330.0,213.0
359.0,287.0,601.06,632.53,363.0,80.0
346.0,146.0,611.34,644.22,345.0,140.0
382.0,350.0,651.61,658.28,388.0,8.0
314.0,12.0,656.26,671.02,345.0,190.0
328.0,223.0,699.89,701.94,93.0,94.0
173.0,115.0,723.46,711.94,102.0,179.0
64.0,74.0,726.75,715.86,284.0,266.0
180.0,126.0,727.44,720.06,306.0,228.0
43.0,342.0,727.96,725.58,30.0,357.0
53.0,77.0,733.75,728.43,71.0,368.0
40.0,354.0,735.97,729.93,271.0,106.0
256.0,138.0,741.05,732.25,98.0,324.0
181.0,188.0,745.52,737.37,113.0,316.0
87.0,220.0,746.96,739.73,54.0,368.0
68.0,340.0,753.7,751.06,157.0,292.0
197.0,142.0,754.56,753.0,214.0,175.0
93.0,31.0,761.54,763.11,127.0,346.0
316.0,141.0,765.82,772.79,107.0,256.0
138.0,58.0,783.77,778.21,175.0,359.0
118.0,44.0,783.81,786.78,111.0,208.0
366.0,323.0,795.0,798.91,386.0,13.0
279.0,204.0,796.46,801.24,270.0,172.0
86.0,356.0,804.28,803.46,297.0,215.0
248.0,258.0,812.26,808.22,78.0,294.0
200.0,271.0,826.48,816.06,224.0,157.0
217.0,234.0,834.69,828.63,180.0,211.0
373.0,368.0,841.88,829.51,75.0,348.0
211.0,156.0,843.6,835.04,293.0,65.0
75.0,343.0,844.39,835.42,54.0,321.0
236.0,105.0,853.4,836.22,298.0,71.0
166.0,69.0,861.67,847.15,86.0,314.0
172.0,172.0,864.03,847.26,90.0,334.0
83.0,346.0,867.31,856.31,244.0,119.0
136.0,76.0,872.28,862.71,63.0,344.0
148.0,82.0,881.46,869.58,209.0,137.0
376.0,354.0,884.73,872.52,137.0,261.0
138.0,298.0,889.66,888.56,122.0,310.0
109.0,75.0,892.51,890.47,367.0,25.0
219.0,175.0,899.67,893.17,203.0,254.0
179.0,294.0,906.78,898.04,221.0,285.0
288.0,241.0,912.64,905.95,233.0,258.0
352.0,333.0,914.03,911.72,197.0,306.0
167.0,310.0,917.32,919.14,349.0,49.0
77.0,344.0,932.18,919.74,223.0,246.0
141.0,49.0,936.76,928.83,244.0,170.0
369.0,348.0,941.09,929.42,169.0,209.0
141.0,72.0,945.42,931.08,111.0,282.0
192.0,129.0,946.31,948.92,382.0,7.0
188.0,225.0,957.79,950.93,53.0,295.0
264.0,181.0,960.32,952.22,149.0,185.0
190.0,96.0,972.82,965.15,152.0,158.0
111.0,259.0,981.63,971.1,191.0,169.0
144.0,89.0,982.55,971.44,102.0,374.0
152.0,190.0,986.71,976.88,190.0,155.0
148.0,179.0,987.78,980.39,125.0,395.0
47.0,370.0,994.6,982.25,171.0,352.0
93.0,140.0,997.58,991.85,96.0,339.0
81.0,291.0,998.02,992.39,238.0,200.0
163.0,186.0,1001.64,993.43,229.0,127.0
191.0,173.0,1002.07,1005.92,181.0,319.0
262.0,159.0,1006.78,1007.37,140.0,331.0
177.0,66.0,1013.28,1009.2,234.0,232.0
146.0,199.0,1015.97,1009.91,45.0,304.0
130.0,36.0,1018.4,1010.81,263.0,248.0
310.0,110.0,1019.07,1017.4,25.0,325.0
161.0,53.0,1021.7,1022.6,83.0,252.0
304.0,152.0,1024.12,1024.23,66.0,216.0
50.0,380.0,1029.93,1026.36,336.0,89.0
274.0,241.0,1031.02,1029.77,155.0,146.0
247.0,158.0,1035.6,1030.76,118.0,340.0
208.0,105.0,1039.56,1035.09,70.0,211.0
157.0,79.0,1040.35,1040.6,189.0,278.0
218.0,276.0,1042.49,1041.09,266.0,200.0
235.0,150.0,1045.57,1042.14,260.0,188.0
61.0,336.0,1048.79,1045.32,351.0,40.0
101.0,24.0,1049.43,1045.5,287.0,69.0
377.0,340.0,1051.2,1049.92,207.0,252.0
134.0,304.0,1052.28,1050.39,315.0,135.0
372.0,338.0,1056.24,1052.2,337.0,109.0
170.0,70.0,1058.71,1053.99,248.0,332.0
101.0,319.0,1065.26,1057.02,318.0,120.0
328.0,119.0,1067.13,1069.42,377.0,25.0
285.0,159.0,1077.68,1071.79,63.0,123.0
348.0,301.0,1078.6,1078.32,194.0,198.0
281.0,214.0,1081.97,1085.14,106.0,328.0
176.0,197.0,1097.07,1094.48,64.0,244.0
89.0,318.0,1098.84,1095.05,121.0,234.0
113.0,194.0,1100.42,1097.1,134.0,221.0
202.0,134.0,1103.02,1098.23,145.0,268.0
276.0,137.0,1106.11,1106.07,326.0,230.0
154.0,248.0,1115.19,1117.42,390.0,11.0
375.0,356.0,1118.35,1119.05,387.0,19.0
365.0,306.0,1123.74,1125.74,175.0,215.0
214.0,91.0,1123.9,1127.83,173.0,194.0
285.0,102.0,1136.21,1135.53,283.0,126.0
281.0,108.0,1145.47,1144.03,219.0,303.0
91.0,30.0,1151.24,1155.69,16.0,307.0
69.0,336.0,1153.46,1156.9,60.0,181.0
111.0,314.0,1174.41,1173.29,124.0,133.0
178.0,207.0,1189.73,1178.83,129.0,377.0
97.0,315.0,1190.99,1184.15,261.0,53.0
370.0,324.0,1193.8,1193.46,382.0,16.0
103.0,94.0,1194.89,1198.55,179.0,264.0
146.0,170.0,1196.41,1200.61,186.0,235.0
318.0,220.0,1205.84,1207.18,177.0,229.0
358.0,308.0,1206.84,1207.6,342.0,52.0
356.0,293.0,1214.72,1208.47,158.0,264.0
198.0,201.0,1220.29,1213.37,48.0,319.0
167.0,211.0,1221.05,1228.52,132.0,249.0
145.0,51.0,1224.07,1233.25,196.0,362.0
78.0,329.0,1225.67,1238.57,225.0,159.0
334.0,183.0,1228.6,1240.41,346.0,72.0
105.0,46.0,1232.88,1240.43,212.0,263.0
53.0,358.0,1234.37,1241.51,318.0,268.0
387.0,325.0,1237.09,1246.59,90.0,306.0
225.0,135.0,1241.15,1248.36,236.0,98.0
227.0,80.0,1247.87,1249.32,109.0,300.0
375.0,369.0,1248.9,1250.76,303.0,139.0
104.0,264.0,1250.96,1251.69,295.0,87.0
133.0,87.0,1254.33,1255.55,323.0,110.0
63.0,331.0,1256.22,1257.22,135.0,297.0
134.0,67.0,1258.42,1261.44,295.0,297.0
323.0,114.0,1262.89,1265.18,161.0,128.0
255.0,131.0,1264.12,1266.15,202.0,344.0
258.0,135.0,1265.35,1269.5,213.0,131.0
240.0,136.0,1268.1,1274.08,44.0,260.0
52.0,314.0,1270.43,1274.3,34.0,224.0
60.0,85.0,1271.77,1277.62,202.0,270.0
47.0,10.0,1282.79,1282.1,81.0,347.0
41.0,328.0,1283.25,1282.37,17.0,360.0
184.0,180.0,1285.08,1285.2,227.0,124.0
100.0,224.0,1285.93,1287.19,47.0,271.0
79.0,285.0,1286.57,1288.58,167.0,341.0
74.0,201.0,1286.93,1290.01,222.0,90.0
229.0,79.0,1286.96,1292.04,142.0,187.0
65.0,363.0,1289.32,1292.51,156.0,310.0
362.0,352.0,1289.36,1295.5,316.0,164.0
206.0,282.0,1289.54,1296.5,81.0,285.0
213.0,56.0,1293.61,1298.1,207.0,93.0
97.0,22.0,1297.35,1299.24,313.0,77.0
157.0,144.0,1298.13,1300.32,353.0,36.0
207.0,109.0,1303.99,1303.93,99.0,299.0
35.0,377.0,1305.76,1306.55,83.0,133.0
293.0,217.0,1307.68,1308.22,69.0,355.0
113.0,259.0,1315.95,1311.61,163.0,301.0
319.0,177.0,1317.19,1313.39,230.0,49.0
140.0,207.0,1317.96,1315.15,88.0,277.0
269.0,205.0,1327.23,1319.26,275.0,96.0
29.0,20.0,1329.2,1329.71,344.0,208.0
154.0,167.0,1334.79,1337.04,39.0,198.0
122.0,34.0,1338.06,1339.5,293.0,151.0
334.0,132.0,1339.33,1340.95,67.0,61.0
350.0,252.0,1340.09,1341.82,320.0,185.0
20.0,389.0,1346.35,1348.01,43.0,327.0
336.0,70.0,1347.15,1350.53,104.0,349.0
22.0,371.0,1351.86,1352.92,76.0,327.0
38.0,19.0,1354.24,1354.29,288.0,113.0
244.0,40.0,1355.04,1355.31,324.0,142.0
43.0,42.0,1357.16,1355.64,358.0,42.0
10.0,391.0,1357.37,1358.31,9.0,288.0
252.0,168.0,1358.38,1358.67,36.0,395.0
33.0,87.0,1362.66,1360.47,134.0,275.0
215.0,43.0,1362.83,1360.65,130.0,284.0
9.0,395.0,1363.71,1361.87,179.0,262.0
368.0,361.0,1365.42,1362.33,45.0,289.0
326.0,162.0,1366.99,1363.14,78.0,379.0
323.0,123.0,1368.43,1374.05,388.0,41.0
350.0,111.0,1379.83,1376.64,365.0,116.0
391.0,298.0,1382.01,1385.14,110.0,388.0
119.0,120.0,1387.83,1386.8,380.0,22.0
193.0,62.0,1389.46,1387.6,168.0,73.0
397.0,367.0,1394.16,1393.78,394.0,4.0
298.0,10.0,1396.65,1396.37,380.0,9.0
332.0,89.0,1407.79,1405.08,199.0,18.0
386.0,361.0,1409.87,1410.43,333.0,365.0
336.0,279.0,1411.22,1412.41,186.0,230.0
76.0,283.0,1413.78,1412.55,340.0,69.0
