4WN,4CNTZ,4CNTR,10WN,10CNTZ,10CNTR
20.57,250.0,128.0,20.85,254.0,218.0
23.35,228.0,289.0,24.14,260.0,161.0
24.81,223.0,178.0,28.36,166.0,236.0
29.16,329.0,267.0,30.75,219.0,192.0
31.97,209.0,279.0,31.84,208.0,224.0
33.23,330.0,230.0,34.15,205.0,226.0
35.07,171.0,275.0,37.08,258.0,154.0
39.68,159.0,209.0,40.38,227.0,236.0
42.95,245.0,166.0,42.78,95.0,279.0
44.25,165.0,195.0,42.84,126.0,247.0
46.01,276.0,255.0,46.62,319.0,102.0
51.98,187.0,109.0,49.9,247.0,194.0
54.59,238.0,227.0,55.14,354.0,56.0
55.23,256.0,187.0,56.53,132.0,192.0
58.99,130.0,145.0,57.89,147.0,250.0
63.56,164.0,223.0,62.48,264.0,197.0
73.02,42.0,387.0,69.66,289.0,149.0
78.98,221.0,213.0,74.11,144.0,202.0
81.01,354.0,274.0,76.63,328.0,118.0
84.06,241.0,127.0,80.87,185.0,203.0
91.85,84.0,91.0,83.71,192.0,245.0
94.82,233.0,122.0,84.72,267.0,142.0
100.19,217.0,273.0,85.85,119.0,231.0
104.34,116.0,322.0,97.05,160.0,383.0
107.44,186.0,153.0,103.08,167.0,340.0
110.7,195.0,244.0,104.63,96.0,336.0
113.49,249.0,239.0,108.47,269.0,113.0
117.38,160.0,231.0,116.12,276.0,168.0
118.18,168.0,249.0,119.68,275.0,176.0
123.67,129.0,112.0,123.31,144.0,269.0
126.48,109.0,52.0,130.85,271.0,250.0
129.58,308.0,290.0,132.36,217.0,121.0
132.8,293.0,202.0,137.76,257.0,130.0
135.75,142.0,301.0,139.57,139.0,220.0
138.96,308.0,162.0,145.73,280.0,114.0
142.83,195.0,53.0,156.82,242.0,98.0
149.71,33.0,389.0,163.76,188.0,241.0
157.36,260.0,102.0,165.21,183.0,160.0
163.32,301.0,218.0,170.2,307.0,84.0
168.34,235.0,125.0,177.98,72.0,280.0
172.35,128.0,329.0,183.9,288.0,102.0
176.81,332.0,291.0,186.88,330.0,67.0
182.36,290.0,183.0,194.45,309.0,100.0
185.83,272.0,165.0,207.92,210.0,104.0
188.57,211.0,176.0,213.47,124.0,334.0
200.01,287.0,163.0,216.06,278.0,127.0
207.45,122.0,50.0,223.17,325.0,84.0
220.93,124.0,269.0,232.84,151.0,301.0
226.08,317.0,99.0,242.07,255.0,78.0
233.15,251.0,96.0,247.12,238.0,255.0
239.3,266.0,115.0,247.51,143.0,370.0
250.12,280.0,213.0,251.08,196.0,204.0
253.47,95.0,365.0,261.95,39.0,289.0
257.55,72.0,72.0,269.51,129.0,296.0
260.9,344.0,277.0,270.94,153.0,324.0
264.95,11.0,397.0,272.55,5.0,383.0
268.01,116.0,55.0,279.23,152.0,314.0
276.89,264.0,200.0,280.17,373.0,22.0
286.22,254.0,124.0,285.16,266.0,154.0
295.24,362.0,326.0,293.5,364.0,44.0
304.3,238.0,239.0,298.07,251.0,135.0
308.28,301.0,253.0,302.6,205.0,180.0
310.98,312.0,251.0,317.67,162.0,177.0
316.72,216.0,246.0,323.52,306.0,146.0
332.59,347.0,287.0,328.18,358.0,62.0
333.82,277.0,177.0,333.21,278.0,205.0
338.25,132.0,321.0,340.2,302.0,183.0
347.96,258.0,147.0,342.13,190.0,196.0
352.03,324.0,221.0,351.45,258.0,183.0
356.31,232.0,235.0,352.0,245.0,144.0
356.85,356.0,303.0,357.71,299.0,166.0
366.51,226.0,265.0,363.59,348.0,91.0
373.99,380.0,317.0,366.71,141.0,159.0
387.07,370.0,316.0,371.64,356.0,75.0
392.65,191.0,103.0,383.92,369.0,33.0
398.27,208.0,188.0,384.98,162.0,291.0
402.31,90.0,67.0,407.28,336.0,63.0
406.02,103.0,362.0,411.71,328.0,67.0
413.75,306.0,230.0,425.39,249.0,239.0
416.17,360.0,302.0,430.3,147.0,189.0
428.36,268.0,160.0,434.51,212.0,227.0
432.7,321.0,216.0,435.64,284.0,152.0
446.03,302.0,173.0,446.37,339.0,82.0
455.92,358.0,294.0,449.96,369.0,47.0
459.59,320.0,253.0,458.97,368.0,45.0
466.68,261.0,126.0,460.69,372.0,30.0
475.67,347.0,313.0,485.39,371.0,32.0
485.01,314.0,261.0,487.13,240.0,242.0
491.79,284.0,185.0,490.95,264.0,100.0
500.19,184.0,83.0,493.27,286.0,167.0
507.08,149.0,343.0,506.59,114.0,121.0
524.5,295.0,226.0,516.51,37.0,375.0
552.83,261.0,232.0,548.65,77.0,370.0
557.0,225.0,82.0,549.76,86.0,95.0
557.97,310.0,216.0,561.16,372.0,23.0
566.52,204.0,58.0,579.63,101.0,362.0
567.66,306.0,36.0,584.51,332.0,109.0
570.37,155.0,236.0,597.3,218.0,51.0
581.71,304.0,62.0,612.53,330.0,213.0
601.06,359.0,287.0,632.53,363.0,80.0
611.34,346.0,146.0,644.22,345.0,140.0
651.61,382.0,350.0,658.28,388.0,8.0
656.26,314.0,12.0,671.02,345.0,190.0
699.89,328.0,223.0,701.94,93.0,94.0
