1WN,1CNTZ,1CNTR,3WN,3CNTZ,3CNTR
21.85,244.0,124.0,23.34,262.0,299.0
26.12,156.0,144.0,24.58,249.0,221.0
28.91,246.0,260.0,26.85,182.0,208.0
29.71,259.0,273.0,31.24,223.0,237.0
34.32,283.0,195.0,35.45,273.0,225.0
39.87,283.0,230.0,39.54,277.0,137.0
40.35,195.0,139.0,44.9,271.0,115.0
41.89,155.0,236.0,46.04,243.0,232.0
43.53,292.0,232.0,47.92,155.0,309.0
46.6,210.0,196.0,52.97,118.0,111.0
50.69,264.0,187.0,54.18,201.0,217.0
52.4,238.0,171.0,54.82,222.0,277.0
55.22,302.0,181.0,56.46,169.0,273.0
61.94,285.0,154.0,60.98,239.0,219.0
63.93,266.0,174.0,64.06,290.0,197.0
66.41,248.0,181.0,65.89,256.0,208.0
67.45,288.0,212.0,70.53,140.0,305.0
71.79,198.0,161.0,76.22,150.0,229.0
75.97,275.0,159.0,77.61,278.0,194.0
84.69,231.0,267.0,80.13,347.0,90.0
86.03,125.0,316.0,84.71,132.0,175.0
87.35,147.0,295.0,85.69,216.0,228.0
88.94,198.0,310.0,94.96,231.0,171.0
94.97,272.0,255.0,99.4,218.0,178.0
97.12,216.0,227.0,110.24,167.0,130.0
99.86,245.0,157.0,116.27,148.0,129.0
106.12,270.0,116.0,118.11,81.0,185.0
115.89,168.0,301.0,121.49,191.0,211.0
117.3,298.0,141.0,123.28,184.0,154.0
118.58,182.0,197.0,125.47,161.0,293.0
122.32,275.0,109.0,128.78,123.0,171.0
127.88,201.0,122.0,130.55,142.0,151.0
133.52,134.0,175.0,135.77,273.0,124.0
139.8,230.0,129.0,137.47,294.0,174.0
141.41,165.0,225.0,147.23,163.0,376.0
159.33,193.0,127.0,148.2,236.0,324.0
161.67,106.0,337.0,158.72,134.0,279.0
166.26,298.0,112.0,161.03,209.0,248.0
171.48,218.0,147.0,172.17,261.0,145.0
177.13,317.0,82.0,177.07,41.0,121.0
180.99,221.0,204.0,186.14,252.0,254.0
187.27,324.0,198.0,187.07,319.0,139.0
189.46,277.0,133.0,193.79,241.0,314.0
198.93,308.0,117.0,200.66,191.0,290.0
210.9,288.0,66.0,206.68,329.0,121.0
214.8,203.0,70.0,227.14,226.0,202.0
224.01,286.0,67.0,229.66,164.0,320.0
227.07,80.0,325.0,234.98,302.0,162.0
236.86,324.0,166.0,239.37,85.0,161.0
246.19,302.0,107.0,246.35,350.0,100.0
248.86,329.0,135.0,250.52,213.0,230.0
253.55,114.0,54.0,252.88,175.0,165.0
257.69,230.0,271.0,258.7,264.0,353.0
259.82,101.0,332.0,263.54,231.0,374.0
262.64,103.0,306.0,266.03,256.0,215.0
267.94,267.0,217.0,268.18,149.0,204.0
270.21,128.0,140.0,278.01,125.0,290.0
275.96,92.0,265.0,279.47,357.0,105.0
277.54,241.0,231.0,281.86,369.0,39.0
280.49,220.0,63.0,282.12,239.0,193.0
282.96,374.0,385.0,298.11,89.0,258.0
287.64,319.0,222.0,300.58,221.0,91.0
298.09,344.0,320.0,301.88,345.0,74.0
304.07,164.0,300.0,316.6,247.0,261.0
308.09,225.0,242.0,320.96,351.0,73.0
323.98,391.0,367.0,328.07,328.0,134.0
329.32,81.0,17.0,335.95,104.0,228.0
339.5,366.0,356.0,340.48,365.0,66.0
343.55,289.0,179.0,343.56,179.0,312.0
347.3,127.0,314.0,345.5,144.0,311.0
348.97,335.0,297.0,353.44,305.0,92.0
360.04,204.0,342.0,354.17,246.0,129.0
366.56,329.0,223.0,355.03,203.0,162.0
375.17,304.0,217.0,374.32,343.0,114.0
380.19,373.0,357.0,382.41,352.0,70.0
388.77,100.0,37.0,386.26,162.0,307.0
394.48,26.0,305.0,401.86,317.0,122.0
403.77,310.0,149.0,407.92,310.0,109.0
424.15,343.0,204.0,413.86,341.0,140.0
428.18,280.0,327.0,427.68,363.0,53.0
429.26,322.0,310.0,438.91,62.0,191.0
443.85,123.0,34.0,439.58,312.0,148.0
445.03,382.0,341.0,443.95,376.0,27.0
453.02,337.0,84.0,449.56,178.0,384.0
454.79,369.0,336.0,450.05,372.0,60.0
461.83,354.0,97.0,475.36,360.0,82.0
469.05,300.0,220.0,479.29,303.0,180.0
492.76,341.0,104.0,483.36,206.0,263.0
502.98,86.0,23.0,491.28,270.0,164.0
511.71,174.0,226.0,498.25,323.0,156.0
518.25,158.0,250.0,507.13,298.0,142.0
520.11,328.0,81.0,510.94,43.0,238.0
533.12,144.0,6.0,514.86,244.0,84.0
551.76,340.0,31.0,534.17,26.0,381.0
563.72,321.0,178.0,558.92,286.0,96.0
565.0,123.0,368.0,578.68,387.0,28.0
573.44,365.0,111.0,593.72,326.0,102.0
579.75,87.0,377.0,605.2,357.0,132.0
582.75,372.0,308.0,605.6,40.0,386.0
593.94,130.0,6.0,617.55,214.0,63.0
610.24,334.0,12.0,660.02,314.0,176.0
673.02,384.0,361.0,673.39,387.0,26.0
690.66,326.0,46.0,683.44,291.0,222.0
701.73,325.0,41.0,698.96,183.0,79.0
713.4,69.0,25.0,709.03,321.0,198.0
714.0,297.0,38.0,714.89,319.0,200.0
724.94,114.0,287.0,721.48,303.0,187.0
726.19,102.0,267.0,722.11,49.0,362.0
728.08,111.0,97.0,728.02,124.0,366.0
733.51,87.0,325.0,728.72,12.0,87.0
735.59,203.0,162.0,734.05,94.0,345.0
740.45,118.0,186.0,741.75,27.0,156.0
742.69,46.0,303.0,747.14,159.0,209.0
749.12,186.0,137.0,753.75,247.0,330.0
750.67,243.0,180.0,755.15,157.0,355.0
755.26,56.0,284.0,758.53,35.0,237.0
774.46,162.0,68.0,765.05,165.0,286.0
775.78,235.0,77.0,767.08,76.0,338.0
786.64,196.0,89.0,779.3,15.0,116.0
796.46,369.0,352.0,792.79,293.0,248.0
797.5,313.0,96.0,796.65,378.0,31.0
804.74,78.0,187.0,798.5,234.0,280.0
805.42,80.0,303.0,813.61,300.0,265.0
815.34,177.0,163.0,823.37,176.0,359.0
819.96,51.0,26.0,828.47,196.0,346.0
824.43,215.0,282.0,835.27,185.0,218.0
831.44,55.0,323.0,835.93,21.0,86.0
837.36,378.0,364.0,837.6,289.0,187.0
856.62,104.0,298.0,838.33,363.0,99.0
857.22,145.0,86.0,851.79,283.0,204.0
868.28,107.0,327.0,855.85,69.0,369.0
869.69,134.0,201.0,862.67,77.0,240.0
871.0,150.0,219.0,863.28,96.0,298.0
875.24,180.0,71.0,865.81,259.0,294.0
886.37,93.0,173.0,874.3,237.0,144.0
892.06,368.0,346.0,885.34,114.0,338.0
892.95,249.0,116.0,894.93,380.0,42.0
899.83,271.0,129.0,897.75,165.0,308.0
900.66,307.0,62.0,902.84,169.0,213.0
910.24,159.0,75.0,907.37,152.0,304.0
916.44,362.0,333.0,915.71,187.0,273.0
921.74,116.0,293.0,918.75,369.0,56.0
928.69,227.0,136.0,923.06,184.0,243.0
932.67,90.0,101.0,929.54,41.0,154.0
935.36,291.0,150.0,935.82,145.0,322.0
938.94,187.0,308.0,940.03,388.0,29.0
939.99,336.0,321.0,943.22,224.0,277.0
950.27,190.0,164.0,950.15,229.0,318.0
950.84,141.0,240.0,950.43,14.0,123.0
969.71,196.0,247.0,964.55,70.0,359.0
971.02,181.0,71.0,966.16,229.0,281.0
975.49,209.0,111.0,973.03,110.0,388.0
978.76,95.0,320.0,974.57,264.0,263.0
979.95,184.0,52.0,976.53,203.0,283.0
988.41,147.0,171.0,979.1,128.0,367.0
988.99,149.0,120.0,986.51,208.0,241.0
993.15,111.0,268.0,996.8,31.0,78.0
993.68,89.0,99.0,997.92,156.0,223.0
995.8,157.0,250.0,999.71,254.0,252.0
1009.09,34.0,315.0,1002.08,290.0,175.0
1015.54,239.0,73.0,1006.84,46.0,341.0
1016.7,73.0,246.0,1008.93,237.0,150.0
1017.72,190.0,60.0,1009.61,73.0,91.0
1019.55,85.0,158.0,1011.92,138.0,240.0
1026.07,293.0,184.0,1017.76,120.0,332.0
1028.1,307.0,149.0,1021.49,339.0,135.0
1030.78,128.0,289.0,1035.5,54.0,364.0
1032.47,149.0,95.0,1036.71,275.0,233.0
1032.79,153.0,50.0,1038.95,385.0,9.0
1037.94,279.0,188.0,1039.4,59.0,227.0
1039.59,278.0,262.0,1041.7,192.0,280.0
1040.43,359.0,365.0,1044.51,67.0,288.0
1049.81,153.0,125.0,1045.46,198.0,125.0
1051.58,7.0,209.0,1048.9,30.0,85.0
1054.88,357.0,324.0,1053.23,190.0,329.0
1055.69,318.0,164.0,1054.84,107.0,267.0
1057.43,274.0,252.0,1058.12,347.0,135.0
1061.73,130.0,36.0,1059.77,360.0,98.0
1062.69,350.0,202.0,1064.69,316.0,182.0
1065.92,250.0,237.0,1065.89,335.0,168.0
1068.72,345.0,38.0,1068.82,66.0,275.0
