8CNTZ,8CNTR,8WN,10WN,10CNTZ,10CNTR
97.0,329.0,23.75,20.85,254.0,218.0
134.0,287.0,24.4,24.14,260.0,161.0
108.0,283.0,26.13,28.36,166.0,236.0
276.0,240.0,28.62,30.75,219.0,192.0
254.0,167.0,33.52,31.84,208.0,224.0
279.0,194.0,36.44,34.15,205.0,226.0
173.0,220.0,38.11,37.08,258.0,154.0
149.0,245.0,41.82,40.38,227.0,236.0
304.0,188.0,46.17,42.78,95.0,279.0
145.0,205.0,46.97,42.84,126.0,247.0
270.0,296.0,50.7,46.62,319.0,102.0
114.0,212.0,56.93,49.9,247.0,194.0
235.0,241.0,59.65,55.14,354.0,56.0
312.0,96.0,64.18,56.53,132.0,192.0
296.0,147.0,67.88,57.89,147.0,250.0
321.0,228.0,68.71,62.48,264.0,197.0
299.0,185.0,76.51,69.66,289.0,149.0
102.0,270.0,80.73,74.11,144.0,202.0
231.0,224.0,86.52,76.63,328.0,118.0
162.0,234.0,88.51,80.87,185.0,203.0
202.0,147.0,89.63,83.71,192.0,245.0
0.0,0.0,94.12,84.72,267.0,142.0
265.0,93.0,98.73,85.85,119.0,231.0
250.0,208.0,100.8,97.05,160.0,383.0
266.0,134.0,101.89,103.08,167.0,340.0
221.0,55.0,103.32,104.63,96.0,336.0
199.0,108.0,110.45,108.47,269.0,113.0
140.0,133.0,113.49,116.12,276.0,168.0
128.0,230.0,114.93,119.68,275.0,176.0
74.0,312.0,122.8,123.31,144.0,269.0
309.0,114.0,126.66,130.85,271.0,250.0
274.0,92.0,128.58,132.36,217.0,121.0
90.0,294.0,131.06,137.76,257.0,130.0
164.0,209.0,138.33,139.57,139.0,220.0
238.0,236.0,140.47,145.73,280.0,114.0
301.0,204.0,141.46,156.82,242.0,98.0
285.0,243.0,142.37,163.76,188.0,241.0
279.0,141.0,156.02,165.21,183.0,160.0
169.0,206.0,167.26,170.2,307.0,84.0
90.0,281.0,172.53,177.98,72.0,280.0
308.0,109.0,179.7,183.9,288.0,102.0
105.0,259.0,191.05,186.88,330.0,67.0
187.0,245.0,196.78,194.45,309.0,100.0
287.0,164.0,200.24,207.92,210.0,104.0
258.0,153.0,206.19,213.47,124.0,334.0
204.0,176.0,209.28,216.06,278.0,127.0
305.0,74.0,214.17,223.17,325.0,84.0
324.0,81.0,224.37,232.84,151.0,301.0
221.0,283.0,237.13,242.07,255.0,78.0
59.0,314.0,243.81,247.12,238.0,255.0
336.0,112.0,254.12,247.51,143.0,370.0
34.0,364.0,258.84,251.08,196.0,204.0
69.0,349.0,263.74,261.95,39.0,289.0
84.0,331.0,265.72,269.51,129.0,296.0
138.0,249.0,266.38,270.94,153.0,324.0
272.0,102.0,275.86,272.55,5.0,383.0
352.0,85.0,278.87,279.23,152.0,314.0
315.0,128.0,281.23,280.17,373.0,22.0
268.0,137.0,286.18,285.16,266.0,154.0
316.0,139.0,290.4,293.5,364.0,44.0
343.0,130.0,291.59,298.07,251.0,135.0
247.0,131.0,300.18,302.6,205.0,180.0
18.0,375.0,304.75,317.67,162.0,177.0
239.0,176.0,309.15,323.52,306.0,146.0
211.0,187.0,311.56,328.18,358.0,62.0
302.0,152.0,315.92,333.21,278.0,205.0
384.0,23.0,318.23,340.2,302.0,183.0
315.0,181.0,337.19,342.13,190.0,196.0
328.0,148.0,338.27,351.45,258.0,183.0
260.0,186.0,345.38,352.0,245.0,144.0
331.0,107.0,347.56,357.71,299.0,166.0
118.0,198.0,358.8,363.59,348.0,91.0
292.0,96.0,366.51,366.71,141.0,159.0
294.0,160.0,367.79,371.64,356.0,75.0
380.0,43.0,379.05,383.92,369.0,33.0
20.0,371.0,396.16,384.98,162.0,291.0
254.0,257.0,400.98,407.28,336.0,63.0
347.0,182.0,411.94,411.71,328.0,67.0
234.0,300.0,424.13,425.39,249.0,239.0
200.0,291.0,433.87,430.3,147.0,189.0
367.0,74.0,442.47,434.51,212.0,227.0
380.0,37.0,447.68,435.64,284.0,152.0
305.0,301.0,453.2,446.37,339.0,82.0
351.0,100.0,457.52,449.96,369.0,47.0
308.0,119.0,460.43,458.97,368.0,45.0
320.0,150.0,467.75,460.69,372.0,30.0
228.0,164.0,469.85,485.39,371.0,32.0
12.0,384.0,479.83,487.13,240.0,242.0
342.0,178.0,482.93,490.95,264.0,100.0
159.0,196.0,484.82,493.27,286.0,167.0
355.0,205.0,498.45,506.59,114.0,121.0
148.0,104.0,517.78,516.51,37.0,375.0
150.0,115.0,521.14,548.65,77.0,370.0
95.0,62.0,528.02,549.76,86.0,95.0
353.0,67.0,548.66,561.16,372.0,23.0
357.0,43.0,551.67,579.63,101.0,362.0
321.0,129.0,582.07,584.51,332.0,109.0
65.0,200.0,593.23,597.3,218.0,51.0
134.0,201.0,601.89,612.53,330.0,213.0
213.0,310.0,608.19,632.53,363.0,80.0
377.0,46.0,642.92,644.22,345.0,140.0
362.0,158.0,654.28,658.28,388.0,8.0
387.0,8.0,675.4,671.02,345.0,190.0
300.0,79.0,689.48,701.94,93.0,94.0
258.0,368.0,707.57,711.94,102.0,179.0
67.0,85.0,712.33,715.86,284.0,266.0
86.0,127.0,716.82,720.06,306.0,228.0
56.0,249.0,722.48,725.58,30.0,357.0
52.0,280.0,723.61,728.43,71.0,368.0
168.0,248.0,727.26,729.93,271.0,106.0
241.0,293.0,737.6,732.25,98.0,324.0
132.0,167.0,739.18,737.37,113.0,316.0
123.0,103.0,741.11,739.73,54.0,368.0
135.0,173.0,744.79,751.06,157.0,292.0
40.0,308.0,747.05,753.0,214.0,175.0
259.0,274.0,763.17,763.11,127.0,346.0
14.0,376.0,770.19,772.79,107.0,256.0
