1CNTZ,1CNTR,1WN,7WN,7CNTZ,7CNTR
244.0,124.0,21.85,20.11,281.0,289.0
156.0,144.0,26.12,22.84,321.0,328.0
246.0,260.0,28.91,29.17,93.0,132.0
259.0,273.0,29.71,30.79,157.0,210.0
283.0,195.0,34.32,33.88,166.0,265.0
283.0,230.0,39.87,35.3,215.0,285.0
195.0,139.0,40.35,37.88,286.0,264.0
155.0,236.0,41.89,40.22,296.0,268.0
292.0,232.0,43.53,44.19,191.0,206.0
210.0,196.0,46.6,48.6,223.0,216.0
264.0,187.0,50.69,50.18,234.0,198.0
238.0,171.0,52.4,51.58,260.0,289.0
302.0,181.0,55.22,55.33,186.0,180.0
285.0,154.0,61.94,58.04,177.0,253.0
266.0,174.0,63.93,63.05,135.0,249.0
248.0,181.0,66.41,63.92,186.0,201.0
288.0,212.0,67.45,68.18,291.0,267.0
198.0,161.0,71.79,72.95,310.0,300.0
275.0,159.0,75.97,78.54,281.0,245.0
231.0,267.0,84.69,82.57,86.0,326.0
125.0,316.0,86.03,87.11,272.0,217.0
147.0,295.0,87.35,90.76,130.0,249.0
198.0,310.0,88.94,92.87,163.0,253.0
272.0,255.0,94.97,94.67,183.0,129.0
216.0,227.0,97.12,97.03,209.0,130.0
245.0,157.0,99.86,100.51,165.0,104.0
270.0,116.0,106.12,103.28,170.0,136.0
168.0,301.0,115.89,109.47,314.0,259.0
298.0,141.0,117.3,115.84,301.0,240.0
182.0,197.0,118.58,122.28,174.0,178.0
275.0,109.0,122.32,124.43,104.0,100.0
201.0,122.0,127.88,128.07,198.0,278.0
134.0,175.0,133.52,135.58,217.0,262.0
230.0,129.0,139.8,140.04,106.0,301.0
165.0,225.0,141.41,141.84,136.0,150.0
193.0,127.0,159.33,147.47,156.0,72.0
106.0,337.0,161.67,153.85,259.0,167.0
298.0,112.0,166.26,160.08,99.0,292.0
218.0,147.0,171.48,161.73,158.0,142.0
317.0,82.0,177.13,167.2,195.0,92.0
221.0,204.0,180.99,171.32,285.0,167.0
324.0,198.0,187.27,181.0,255.0,242.0
277.0,133.0,189.46,188.24,336.0,303.0
308.0,117.0,198.93,195.79,314.0,195.0
