3CNTZ,3CNTR,3WN,9WN,9CNTZ,9CNTR
262.0,299.0,23.34,17.16,185.0,272.0
249.0,221.0,24.58,20.23,212.0,249.0
182.0,208.0,26.85,23.07,260.0,223.0
223.0,237.0,31.24,26.32,271.0,229.0
273.0,225.0,35.45,30.23,174.0,302.0
277.0,137.0,39.54,30.67,267.0,292.0
271.0,115.0,44.9,35.06,91.0,236.0
243.0,232.0,46.04,36.82,301.0,266.0
155.0,309.0,47.92,39.2,120.0,192.0
118.0,111.0,52.97,42.26,211.0,320.0
201.0,217.0,54.18,45.87,298.0,263.0
222.0,277.0,54.82,48.4,169.0,293.0
169.0,273.0,56.46,48.97,143.0,225.0
239.0,219.0,60.98,51.06,97.0,188.0
290.0,197.0,64.06,55.06,279.0,238.0
256.0,208.0,65.89,61.22,239.0,202.0
140.0,305.0,70.53,69.45,210.0,206.0
150.0,229.0,76.22,69.62,243.0,212.0
278.0,194.0,77.61,74.42,284.0,235.0
347.0,90.0,80.13,76.18,198.0,121.0
132.0,175.0,84.71,81.36,140.0,177.0
216.0,228.0,85.69,85.49,266.0,245.0
231.0,171.0,94.96,91.05,132.0,344.0
218.0,178.0,99.4,97.1,321.0,233.0
167.0,130.0,110.24,100.14,130.0,97.0
148.0,129.0,116.27,105.62,202.0,271.0
81.0,185.0,118.11,107.91,165.0,266.0
191.0,211.0,121.49,108.5,52.0,165.0
184.0,154.0,123.28,112.17,124.0,119.0
161.0,293.0,125.47,119.01,182.0,309.0
123.0,171.0,128.78,121.45,224.0,238.0
142.0,151.0,130.55,128.08,243.0,175.0
273.0,124.0,135.77,135.5,102.0,156.0
294.0,174.0,137.47,138.2,219.0,220.0
163.0,376.0,147.23,143.43,157.0,250.0
236.0,324.0,148.2,145.25,79.0,144.0
134.0,279.0,158.72,156.61,197.0,172.0
209.0,248.0,161.03,158.51,143.0,126.0
261.0,145.0,172.17,162.91,226.0,81.0
41.0,121.0,177.07,169.63,314.0,185.0
252.0,254.0,186.14,171.74,238.0,70.0
319.0,139.0,187.07,189.91,347.0,293.0
241.0,314.0,193.79,193.27,75.0,57.0
191.0,290.0,200.66,197.48,297.0,179.0
329.0,121.0,206.68,199.16,42.0,130.0
226.0,202.0,227.14,213.96,312.0,163.0
164.0,320.0,229.66,230.75,308.0,207.0
302.0,162.0,234.98,239.99,170.0,336.0
85.0,161.0,239.37,246.59,289.0,257.0
350.0,100.0,246.35,248.19,324.0,306.0
