2CNTZ,2CNTR,2WN,7WN,7CNTZ,7CNTR
205.0,252.0,15.15,20.11,281.0,289.0
250.0,298.0,19.15,22.84,321.0,328.0
125.0,338.0,23.94,29.17,93.0,132.0
235.0,265.0,24.62,30.79,157.0,210.0
291.0,168.0,29.68,33.88,166.0,265.0
313.0,151.0,31.83,35.3,215.0,285.0
278.0,245.0,34.43,37.88,286.0,264.0
321.0,128.0,34.78,40.22,296.0,268.0
288.0,161.0,37.74,44.19,191.0,206.0
218.0,211.0,40.11,48.6,223.0,216.0
298.0,103.0,44.24,50.18,234.0,198.0
293.0,130.0,46.29,51.58,260.0,289.0
202.0,192.0,53.41,55.33,186.0,180.0
191.0,312.0,55.67,58.04,177.0,253.0
249.0,257.0,58.77,63.05,135.0,249.0
263.0,152.0,60.37,63.92,186.0,201.0
236.0,191.0,62.55,68.18,291.0,267.0
338.0,88.0,70.2,72.95,310.0,300.0
169.0,373.0,75.24,78.54,281.0,245.0
214.0,264.0,77.11,82.57,86.0,326.0
201.0,198.0,79.43,87.11,272.0,217.0
275.0,173.0,86.88,90.76,130.0,249.0
211.0,189.0,93.67,92.87,163.0,253.0
305.0,98.0,99.43,94.67,183.0,129.0
146.0,363.0,108.54,97.03,209.0,130.0
165.0,285.0,109.77,100.51,165.0,104.0
239.0,109.0,115.58,103.28,170.0,136.0
206.0,318.0,121.02,109.47,314.0,259.0
272.0,165.0,122.71,115.84,301.0,240.0
256.0,167.0,124.05,122.28,174.0,178.0
245.0,212.0,128.31,124.43,104.0,100.0
352.0,65.0,133.16,128.07,198.0,278.0
265.0,211.0,138.01,135.58,217.0,262.0
139.0,340.0,140.66,140.04,106.0,301.0
137.0,382.0,149.95,141.84,136.0,150.0
73.0,266.0,153.06,147.47,156.0,72.0
151.0,230.0,158.4,153.85,259.0,167.0
343.0,96.0,164.89,160.08,99.0,292.0
312.0,120.0,167.51,161.73,158.0,142.0
316.0,99.0,170.15,167.2,195.0,92.0
260.0,161.0,174.04,171.32,285.0,167.0
253.0,130.0,180.11,181.0,255.0,242.0
295.0,134.0,191.6,188.24,336.0,303.0
322.0,67.0,208.3,195.79,314.0,195.0
329.0,69.0,212.96,201.66,266.0,147.0
94.0,366.0,216.7,207.77,90.0,74.0
150.0,344.0,220.34,213.75,319.0,322.0
286.0,93.0,225.27,216.72,286.0,306.0
212.0,233.0,227.25,230.62,262.0,177.0
216.0,208.0,230.45,234.92,249.0,151.0
277.0,105.0,242.36,244.33,295.0,290.0
201.0,242.0,256.46,245.38,295.0,268.0
103.0,399.0,260.83,247.05,124.0,292.0
297.0,150.0,261.78,248.31,94.0,149.0
301.0,158.0,262.06,257.56,289.0,282.0
123.0,220.0,273.84,260.52,178.0,325.0
242.0,157.0,279.92,267.81,27.0,334.0
176.0,186.0,287.21,273.79,352.0,349.0
193.0,237.0,291.84,274.33,139.0,152.0
365.0,86.0,299.77,275.69,82.0,77.0
160.0,362.0,301.62,284.43,244.0,244.0
357.0,75.0,308.78,295.34,348.0,345.0
237.0,136.0,309.54,296.94,170.0,144.0
289.0,114.0,316.22,304.28,282.0,251.0
346.0,90.0,325.24,307.58,181.0,118.0
185.0,234.0,329.87,309.81,178.0,88.0
