9CNTZ,9CNTR,9WN,10WN,10CNTZ,10CNTR
185.0,272.0,17.16,20.85,254.0,218.0
212.0,249.0,20.23,24.14,260.0,161.0
260.0,223.0,23.07,28.36,166.0,236.0
271.0,229.0,26.32,30.75,219.0,192.0
174.0,302.0,30.23,31.84,208.0,224.0
267.0,292.0,30.67,34.15,205.0,226.0
91.0,236.0,35.06,37.08,258.0,154.0
301.0,266.0,36.82,40.38,227.0,236.0
120.0,192.0,39.2,42.78,95.0,279.0
211.0,320.0,42.26,42.84,126.0,247.0
298.0,263.0,45.87,46.62,319.0,102.0
169.0,293.0,48.4,49.9,247.0,194.0
143.0,225.0,48.97,55.14,354.0,56.0
97.0,188.0,51.06,56.53,132.0,192.0
279.0,238.0,55.06,57.89,147.0,250.0
239.0,202.0,61.22,62.48,264.0,197.0
210.0,206.0,69.45,69.66,289.0,149.0
243.0,212.0,69.62,74.11,144.0,202.0
284.0,235.0,74.42,76.63,328.0,118.0
198.0,121.0,76.18,80.87,185.0,203.0
140.0,177.0,81.36,83.71,192.0,245.0
266.0,245.0,85.49,84.72,267.0,142.0
132.0,344.0,91.05,85.85,119.0,231.0
321.0,233.0,97.1,97.05,160.0,383.0
130.0,97.0,100.14,103.08,167.0,340.0
202.0,271.0,105.62,104.63,96.0,336.0
165.0,266.0,107.91,108.47,269.0,113.0
52.0,165.0,108.5,116.12,276.0,168.0
124.0,119.0,112.17,119.68,275.0,176.0
182.0,309.0,119.01,123.31,144.0,269.0
224.0,238.0,121.45,130.85,271.0,250.0
243.0,175.0,128.08,132.36,217.0,121.0
102.0,156.0,135.5,137.76,257.0,130.0
219.0,220.0,138.2,139.57,139.0,220.0
157.0,250.0,143.43,145.73,280.0,114.0
79.0,144.0,145.25,156.82,242.0,98.0
197.0,172.0,156.61,163.76,188.0,241.0
143.0,126.0,158.51,165.21,183.0,160.0
226.0,81.0,162.91,170.2,307.0,84.0
314.0,185.0,169.63,177.98,72.0,280.0
238.0,70.0,171.74,183.9,288.0,102.0
347.0,293.0,189.91,186.88,330.0,67.0
75.0,57.0,193.27,194.45,309.0,100.0
297.0,179.0,197.48,207.92,210.0,104.0
42.0,130.0,199.16,213.47,124.0,334.0
312.0,163.0,213.96,216.06,278.0,127.0
308.0,207.0,230.75,223.17,325.0,84.0
170.0,336.0,239.99,232.84,151.0,301.0
289.0,257.0,246.59,242.07,255.0,78.0
324.0,306.0,248.19,247.12,238.0,255.0
154.0,201.0,254.17,247.51,143.0,370.0
187.0,217.0,257.65,251.08,196.0,204.0
103.0,360.0,259.03,261.95,39.0,289.0
272.0,225.0,262.98,269.51,129.0,296.0
209.0,273.0,264.77,270.94,153.0,324.0
195.0,164.0,268.67,272.55,5.0,383.0
81.0,384.0,272.23,279.23,152.0,314.0
18.0,141.0,273.36,280.17,373.0,22.0
74.0,130.0,275.52,285.16,266.0,154.0
364.0,338.0,280.66,293.5,364.0,44.0
291.0,160.0,281.61,298.07,251.0,135.0
282.0,136.0,291.0,302.6,205.0,180.0
117.0,382.0,297.75,317.67,162.0,177.0
340.0,324.0,299.44,323.52,306.0,146.0
54.0,154.0,313.81,328.18,358.0,62.0
359.0,340.0,318.29,333.21,278.0,205.0
191.0,234.0,325.91,340.2,302.0,183.0
228.0,204.0,332.18,342.13,190.0,196.0
