9WN,9CNTZ,9CNTR,10WN,10CNTZ,10CNTR
17.16,185.0,272.0,20.85,254.0,218.0
20.23,212.0,249.0,24.14,260.0,161.0
23.07,260.0,223.0,28.36,166.0,236.0
26.32,271.0,229.0,30.75,219.0,192.0
30.23,174.0,302.0,31.84,208.0,224.0
30.67,267.0,292.0,34.15,205.0,226.0
35.06,91.0,236.0,37.08,258.0,154.0
36.82,301.0,266.0,40.38,227.0,236.0
39.2,120.0,192.0,42.78,95.0,279.0
42.26,211.0,320.0,42.84,126.0,247.0
45.87,298.0,263.0,46.62,319.0,102.0
48.4,169.0,293.0,49.9,247.0,194.0
48.97,143.0,225.0,55.14,354.0,56.0
51.06,97.0,188.0,56.53,132.0,192.0
55.06,279.0,238.0,57.89,147.0,250.0
61.22,239.0,202.0,62.48,264.0,197.0
69.45,210.0,206.0,69.66,289.0,149.0
69.62,243.0,212.0,74.11,144.0,202.0
74.42,284.0,235.0,76.63,328.0,118.0
76.18,198.0,121.0,80.87,185.0,203.0
81.36,140.0,177.0,83.71,192.0,245.0
85.49,266.0,245.0,84.72,267.0,142.0
91.05,132.0,344.0,85.85,119.0,231.0
97.1,321.0,233.0,97.05,160.0,383.0
100.14,130.0,97.0,103.08,167.0,340.0
105.62,202.0,271.0,104.63,96.0,336.0
107.91,165.0,266.0,108.47,269.0,113.0
108.5,52.0,165.0,116.12,276.0,168.0
112.17,124.0,119.0,119.68,275.0,176.0
119.01,182.0,309.0,123.31,144.0,269.0
121.45,224.0,238.0,130.85,271.0,250.0
128.08,243.0,175.0,132.36,217.0,121.0
135.5,102.0,156.0,137.76,257.0,130.0
138.2,219.0,220.0,139.57,139.0,220.0
143.43,157.0,250.0,145.73,280.0,114.0
145.25,79.0,144.0,156.82,242.0,98.0
156.61,197.0,172.0,163.76,188.0,241.0
158.51,143.0,126.0,165.21,183.0,160.0
162.91,226.0,81.0,170.2,307.0,84.0
169.63,314.0,185.0,177.98,72.0,280.0
171.74,238.0,70.0,183.9,288.0,102.0
189.91,347.0,293.0,186.88,330.0,67.0
193.27,75.0,57.0,194.45,309.0,100.0
197.48,297.0,179.0,207.92,210.0,104.0
199.16,42.0,130.0,213.47,124.0,334.0
213.96,312.0,163.0,216.06,278.0,127.0
230.75,308.0,207.0,223.17,325.0,84.0
239.99,170.0,336.0,232.84,151.0,301.0
246.59,289.0,257.0,242.07,255.0,78.0
248.19,324.0,306.0,247.12,238.0,255.0
254.17,154.0,201.0,247.51,143.0,370.0
257.65,187.0,217.0,251.08,196.0,204.0
259.03,103.0,360.0,261.95,39.0,289.0
262.98,272.0,225.0,269.51,129.0,296.0
264.77,209.0,273.0,270.94,153.0,324.0
268.67,195.0,164.0,272.55,5.0,383.0
272.23,81.0,384.0,279.23,152.0,314.0
273.36,18.0,141.0,280.17,373.0,22.0
275.52,74.0,130.0,285.16,266.0,154.0
280.66,364.0,338.0,293.5,364.0,44.0
281.61,291.0,160.0,298.07,251.0,135.0
291.0,282.0,136.0,302.6,205.0,180.0
297.75,117.0,382.0,317.67,162.0,177.0
299.44,340.0,324.0,323.52,306.0,146.0
313.81,54.0,154.0,328.18,358.0,62.0
318.29,359.0,340.0,333.21,278.0,205.0
325.91,191.0,234.0,340.2,302.0,183.0
332.18,228.0,204.0,342.13,190.0,196.0
336.88,293.0,275.0,351.45,258.0,183.0
343.74,315.0,260.0,352.0,245.0,144.0
352.83,292.0,282.0,357.71,299.0,166.0
357.89,317.0,257.0,363.59,348.0,91.0
361.52,111.0,90.0,366.71,141.0,159.0
373.05,328.0,279.0,371.64,356.0,75.0
380.9,361.0,332.0,383.92,369.0,33.0
400.56,257.0,304.0,384.98,162.0,291.0
415.55,322.0,198.0,407.28,336.0,63.0
419.46,314.0,112.0,411.71,328.0,67.0
427.67,328.0,262.0,425.39,249.0,239.0
434.25,286.0,197.0,430.3,147.0,189.0
440.29,221.0,314.0,434.51,212.0,227.0
442.1,309.0,185.0,435.64,284.0,152.0
446.67,356.0,324.0,446.37,339.0,82.0
451.92,281.0,180.0,449.96,369.0,47.0
456.24,41.0,228.0,458.97,368.0,45.0
457.42,333.0,302.0,460.69,372.0,30.0
458.35,319.0,215.0,485.39,371.0,32.0
489.08,341.0,245.0,487.13,240.0,242.0
493.36,56.0,54.0,490.95,264.0,100.0
512.04,291.0,269.0,493.27,286.0,167.0
522.22,337.0,277.0,506.59,114.0,121.0
543.71,199.0,322.0,516.51,37.0,375.0
555.2,185.0,313.0,548.65,77.0,370.0
559.23,59.0,11.0,549.76,86.0,95.0
569.11,371.0,290.0,561.16,372.0,23.0
581.26,342.0,217.0,579.63,101.0,362.0
582.85,363.0,311.0,584.51,332.0,109.0
589.03,65.0,22.0,597.3,218.0,51.0
593.14,225.0,258.0,612.53,330.0,213.0
624.7,326.0,85.0,632.53,363.0,80.0
652.24,350.0,102.0,644.22,345.0,140.0
675.05,382.0,355.0,658.28,388.0,8.0
688.38,343.0,45.0,671.02,345.0,190.0
702.86,353.0,119.0,701.94,93.0,94.0
722.29,115.0,368.0,711.94,102.0,179.0
726.09,38.0,53.0,715.86,284.0,266.0
727.1,152.0,44.0,720.06,306.0,228.0
730.19,262.0,148.0,725.58,30.0,357.0
731.06,214.0,29.0,728.43,71.0,368.0
733.33,24.0,82.0,729.93,271.0,106.0
736.03,115.0,358.0,732.25,98.0,324.0
740.25,43.0,79.0,737.37,113.0,316.0
741.86,295.0,101.0,739.73,54.0,368.0
743.39,168.0,40.0,751.06,157.0,292.0
748.95,156.0,338.0,753.0,214.0,175.0
760.7,175.0,161.0,763.11,127.0,346.0
761.66,74.0,114.0,772.79,107.0,256.0
767.75,89.0,67.0,778.21,175.0,359.0
773.71,236.0,260.0,786.78,111.0,208.0
798.13,350.0,335.0,798.91,386.0,13.0
798.44,121.0,111.0,801.24,270.0,172.0
803.68,93.0,174.0,803.46,297.0,215.0
804.17,138.0,301.0,808.22,78.0,294.0
809.98,182.0,320.0,816.06,224.0,157.0
822.89,192.0,288.0,828.63,180.0,211.0
825.77,157.0,71.0,829.51,75.0,348.0
832.85,223.0,289.0,835.04,293.0,65.0
838.9,355.0,342.0,835.42,54.0,321.0
840.26,24.0,106.0,836.22,298.0,71.0
842.39,57.0,48.0,847.15,86.0,314.0
854.87,279.0,134.0,847.26,90.0,334.0
859.56,219.0,316.0,856.31,244.0,119.0
862.15,180.0,327.0,862.71,63.0,344.0
865.68,37.0,99.0,869.58,209.0,137.0
874.73,303.0,226.0,872.52,137.0,261.0
894.07,374.0,356.0,888.56,122.0,310.0
897.37,248.0,156.0,890.47,367.0,25.0
898.31,148.0,49.0,893.17,203.0,254.0
904.63,287.0,232.0,898.04,221.0,285.0
918.59,51.0,82.0,905.95,233.0,258.0
919.36,354.0,341.0,911.72,197.0,306.0
920.86,264.0,312.0,919.14,349.0,49.0
923.04,245.0,253.0,919.74,223.0,246.0
932.37,248.0,256.0,928.83,244.0,170.0
941.22,60.0,213.0,929.42,169.0,209.0
942.17,113.0,299.0,931.08,111.0,282.0
942.7,340.0,335.0,948.92,382.0,7.0
945.98,53.0,68.0,950.93,53.0,295.0
957.47,10.0,150.0,952.22,149.0,185.0
965.7,146.0,56.0,965.15,152.0,158.0
975.64,267.0,210.0,971.1,191.0,169.0
978.95,207.0,152.0,971.44,102.0,374.0
979.6,141.0,83.0,976.88,190.0,155.0
983.55,86.0,51.0,980.39,125.0,395.0
986.37,128.0,71.0,982.25,171.0,352.0
986.49,181.0,297.0,991.85,96.0,339.0
990.98,205.0,306.0,992.39,238.0,200.0
996.87,152.0,105.0,993.43,229.0,127.0
999.83,200.0,252.0,1005.92,181.0,319.0
1003.06,277.0,116.0,1007.37,140.0,331.0
1004.18,162.0,326.0,1009.2,234.0,232.0
1006.46,34.0,78.0,1009.91,45.0,304.0
1020.06,307.0,162.0,1010.81,263.0,248.0
1021.88,183.0,188.0,1017.4,25.0,325.0
1022.24,145.0,326.0,1022.6,83.0,252.0
1026.51,67.0,54.0,1024.23,66.0,216.0
1028.76,317.0,210.0,1026.36,336.0,89.0
1030.02,311.0,207.0,1029.77,155.0,146.0
1031.07,46.0,55.0,1030.76,118.0,340.0
1033.84,111.0,39.0,1035.09,70.0,211.0
1036.28,217.0,282.0,1040.6,189.0,278.0
1039.97,389.0,371.0,1041.09,266.0,200.0
1040.88,163.0,332.0,1042.14,260.0,188.0
1046.48,321.0,169.0,1045.32,351.0,40.0
1050.64,26.0,115.0,1045.5,287.0,69.0
1052.82,20.0,123.0,1049.92,207.0,252.0
1053.6,277.0,193.0,1050.39,315.0,135.0
1057.47,177.0,346.0,1052.2,337.0,109.0
1058.08,363.0,334.0,1053.99,248.0,332.0
1060.3,189.0,63.0,1057.02,318.0,120.0
1064.05,367.0,317.0,1069.42,377.0,25.0
1065.43,233.0,275.0,1071.79,63.0,123.0
1069.41,215.0,103.0,1078.32,194.0,198.0
1081.56,275.0,95.0,1085.14,106.0,328.0
1084.27,71.0,41.0,1094.48,64.0,244.0
1093.3,22.0,114.0,1095.05,121.0,234.0
1095.02,131.0,347.0,1097.1,134.0,221.0
1106.38,268.0,290.0,1098.23,145.0,268.0
1109.14,354.0,359.0,1106.07,326.0,230.0
1111.36,303.0,283.0,1117.42,390.0,11.0
1116.96,319.0,175.0,1119.05,387.0,19.0
1121.92,379.0,348.0,1125.74,175.0,215.0
1131.38,60.0,41.0,1127.83,173.0,194.0
1143.11,251.0,247.0,1135.53,283.0,126.0
1146.67,212.0,305.0,1144.03,219.0,303.0
1153.65,26.0,76.0,1155.69,16.0,307.0
1170.55,258.0,183.0,1156.9,60.0,181.0
1172.66,236.0,61.0,1173.29,124.0,133.0
1182.47,287.0,132.0,1178.83,129.0,377.0
1188.59,351.0,343.0,1184.15,261.0,53.0
1191.46,30.0,126.0,1193.46,382.0,16.0
1193.37,105.0,362.0,1198.55,179.0,264.0
1195.7,187.0,35.0,1200.61,186.0,235.0
1196.46,381.0,349.0,1207.18,177.0,229.0
1201.67,97.0,78.0,1207.6,342.0,52.0
1210.41,165.0,247.0,1208.47,158.0,264.0
1212.36,88.0,85.0,1213.37,48.0,319.0
1230.6,262.0,239.0,1228.52,132.0,249.0
1234.46,347.0,287.0,1233.25,196.0,362.0
1236.36,305.0,218.0,1238.57,225.0,159.0
1236.83,127.0,365.0,1240.41,346.0,72.0
1237.2,28.0,137.0,1240.43,212.0,263.0
1237.7,305.0,228.0,1241.51,318.0,268.0
1240.29,177.0,73.0,1246.59,90.0,306.0
1246.54,375.0,315.0,1248.36,236.0,98.0
1247.58,289.0,111.0,1249.32,109.0,300.0
1251.22,106.0,77.0,1250.76,303.0,139.0
1253.87,332.0,279.0,1251.69,295.0,87.0
1256.5,247.0,236.0,1255.55,323.0,110.0
1259.88,326.0,132.0,1257.22,135.0,297.0
1260.77,29.0,104.0,1261.44,295.0,297.0
1265.5,119.0,372.0,1265.18,161.0,128.0
1268.4,205.0,221.0,1266.15,202.0,344.0
1269.54,39.0,123.0,1269.5,213.0,131.0
1271.46,127.0,285.0,1274.08,44.0,260.0
1271.71,139.0,168.0,1274.3,34.0,224.0
1276.71,169.0,43.0,1277.62,202.0,270.0
1280.8,254.0,66.0,1282.1,81.0,347.0
1281.22,251.0,59.0,1282.37,17.0,360.0
1286.09,31.0,87.0,1285.2,227.0,124.0
1286.45,133.0,354.0,1287.19,47.0,271.0
1287.99,359.0,328.0,1288.58,167.0,341.0
1289.57,22.0,88.0,1290.01,222.0,90.0
1290.26,203.0,37.0,1292.04,142.0,187.0
1290.67,124.0,369.0,1292.51,156.0,310.0
1294.71,324.0,176.0,1295.5,316.0,164.0
1295.09,271.0,87.0,1296.5,81.0,285.0
1297.03,256.0,278.0,1298.1,207.0,93.0
1297.55,300.0,173.0,1299.24,313.0,77.0
1298.88,311.0,202.0,1300.32,353.0,36.0
1301.14,193.0,321.0,1303.93,99.0,299.0
1302.84,32.0,45.0,1306.55,83.0,133.0
1306.65,63.0,27.0,1308.22,69.0,355.0
1307.93,150.0,299.0,1311.61,163.0,301.0
1309.34,284.0,121.0,1313.39,230.0,49.0
1311.9,148.0,329.0,1315.15,88.0,277.0
1312.94,166.0,36.0,1319.26,275.0,96.0
1329.42,5.0,230.0,1329.71,344.0,208.0
1331.1,332.0,158.0,1337.04,39.0,198.0
1333.72,358.0,310.0,1339.5,293.0,151.0
1336.79,18.0,152.0,1340.95,67.0,61.0
