4CNTZ,4CNTR,4WN,6WN,6CNTZ,6CNTR
250.0,128.0,20.57,25.15,264.0,231.0
228.0,289.0,23.35,28.0,198.0,247.0
223.0,178.0,24.81,31.07,287.0,212.0
329.0,267.0,29.16,32.7,176.0,267.0
209.0,279.0,31.97,34.31,183.0,255.0
330.0,230.0,33.23,36.55,207.0,303.0
171.0,275.0,35.07,39.11,249.0,266.0
159.0,209.0,39.68,41.48,155.0,226.0
245.0,166.0,42.95,42.66,250.0,234.0
165.0,195.0,44.25,48.67,165.0,209.0
276.0,255.0,46.01,50.83,281.0,241.0
187.0,109.0,51.98,53.6,271.0,192.0
238.0,227.0,54.59,57.42,150.0,201.0
256.0,187.0,55.23,60.15,111.0,140.0
130.0,145.0,58.99,65.09,238.0,166.0
164.0,223.0,63.56,66.69,290.0,188.0
42.0,387.0,73.02,75.56,301.0,286.0
221.0,213.0,78.98,77.16,199.0,164.0
354.0,274.0,81.01,85.3,244.0,217.0
241.0,127.0,84.06,88.27,148.0,173.0
84.0,91.0,91.85,93.44,177.0,171.0
233.0,122.0,94.82,96.99,203.0,147.0
217.0,273.0,100.19,100.7,247.0,249.0
116.0,322.0,104.34,108.42,300.0,257.0
186.0,153.0,107.44,113.72,143.0,319.0
195.0,244.0,110.7,114.88,253.0,211.0
249.0,239.0,113.49,121.01,221.0,116.0
160.0,231.0,117.38,122.66,162.0,56.0
168.0,249.0,118.18,124.94,77.0,122.0
129.0,112.0,123.67,126.42,215.0,125.0
109.0,52.0,126.48,129.42,175.0,321.0
308.0,290.0,129.58,134.01,231.0,255.0
293.0,202.0,132.8,137.75,244.0,181.0
142.0,301.0,135.75,143.36,132.0,149.0
308.0,162.0,138.96,148.55,278.0,176.0
195.0,53.0,142.83,150.86,151.0,129.0
33.0,389.0,149.71,153.75,275.0,120.0
260.0,102.0,157.36,154.87,236.0,307.0
301.0,218.0,163.32,161.44,202.0,282.0
235.0,125.0,168.34,166.38,294.0,169.0
128.0,329.0,172.35,181.18,237.0,178.0
332.0,291.0,176.81,182.84,325.0,246.0
290.0,183.0,182.36,191.5,226.0,218.0
272.0,165.0,185.83,194.15,177.0,208.0
211.0,176.0,188.57,204.21,191.0,213.0
287.0,163.0,200.01,212.58,223.0,160.0
122.0,50.0,207.45,222.28,99.0,212.0
124.0,269.0,220.93,226.75,297.0,126.0
