4WN,4CNTZ,4CNTR,6WN,6CNTZ,6CNTR
20.57,250.0,128.0,25.15,264.0,231.0
23.35,228.0,289.0,28.0,198.0,247.0
24.81,223.0,178.0,31.07,287.0,212.0
29.16,329.0,267.0,32.7,176.0,267.0
31.97,209.0,279.0,34.31,183.0,255.0
33.23,330.0,230.0,36.55,207.0,303.0
35.07,171.0,275.0,39.11,249.0,266.0
39.68,159.0,209.0,41.48,155.0,226.0
42.95,245.0,166.0,42.66,250.0,234.0
44.25,165.0,195.0,48.67,165.0,209.0
46.01,276.0,255.0,50.83,281.0,241.0
51.98,187.0,109.0,53.6,271.0,192.0
54.59,238.0,227.0,57.42,150.0,201.0
55.23,256.0,187.0,60.15,111.0,140.0
58.99,130.0,145.0,65.09,238.0,166.0
63.56,164.0,223.0,66.69,290.0,188.0
73.02,42.0,387.0,75.56,301.0,286.0
78.98,221.0,213.0,77.16,199.0,164.0
81.01,354.0,274.0,85.3,244.0,217.0
84.06,241.0,127.0,88.27,148.0,173.0
91.85,84.0,91.0,93.44,177.0,171.0
94.82,233.0,122.0,96.99,203.0,147.0
100.19,217.0,273.0,100.7,247.0,249.0
104.34,116.0,322.0,108.42,300.0,257.0
107.44,186.0,153.0,113.72,143.0,319.0
110.7,195.0,244.0,114.88,253.0,211.0
113.49,249.0,239.0,121.01,221.0,116.0
117.38,160.0,231.0,122.66,162.0,56.0
118.18,168.0,249.0,124.94,77.0,122.0
123.67,129.0,112.0,126.42,215.0,125.0
126.48,109.0,52.0,129.42,175.0,321.0
129.58,308.0,290.0,134.01,231.0,255.0
132.8,293.0,202.0,137.75,244.0,181.0
135.75,142.0,301.0,143.36,132.0,149.0
138.96,308.0,162.0,148.55,278.0,176.0
142.83,195.0,53.0,150.86,151.0,129.0
149.71,33.0,389.0,153.75,275.0,120.0
157.36,260.0,102.0,154.87,236.0,307.0
163.32,301.0,218.0,161.44,202.0,282.0
168.34,235.0,125.0,166.38,294.0,169.0
172.35,128.0,329.0,181.18,237.0,178.0
176.81,332.0,291.0,182.84,325.0,246.0
